subtype,donor,section,pc,morans_I,CPS
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,2,0.11914127092368576,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,3,0.04268623193996354,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,4,0.12904423644006854,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,5,0.14212949644642586,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,6,0.12873128371320258,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,7,0.08666164585764335,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,8,0.027496280633832113,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,9,0.04085018027012342,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,10,0.0567724971817817,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,11,-0.0006448997850570346,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,12,0.021072341945548724,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,13,0.0773851133770995,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,14,-0.019655707885441066,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,15,0.04858663318560994,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,16,0.08496763075246952,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,17,0.013024404977081768,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,18,0.004596553099309658,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,19,0.06893828888324811,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.0,20,0.05299098826277506,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,1,-0.014981171276924742,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,2,0.10517002144654214,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,3,0.0634409354727374,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,4,0.0597885337813227,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,5,0.14928089511525577,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,6,-0.00293257103083297,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,7,0.07972916385216457,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,8,-0.008243572987061245,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,9,0.0036521763331434217,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,10,-0.009778169692688757,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,11,-0.003934702465938998,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,12,0.012428824969455281,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,13,0.015194228022910816,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,14,-0.0319317033428543,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,15,0.031873817831547815,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,16,0.021281101167301596,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,17,0.07029723045091578,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,18,0.042967289558315434,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,19,0.08177268185443817,0.517476286
Astrocyte,H21.33.019,H21.33.019.Cx30.MTG.02.007.5.1,20,0.026678996027804686,0.517476286
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,1,0.09603200059159624,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,2,0.1593581512182858,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,3,0.2117409148119421,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,4,0.05803772830010163,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,5,0.15611346014460978,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,6,0.10126118191182867,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,7,0.02216021588668818,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,8,0.06309699404199222,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,9,0.030515358847784908,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,10,0.15510598428604322,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,11,0.0881385127206464,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,12,0.00031866086715403143,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,13,0.057856726658634186,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,14,0.04264643185151233,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,15,0.0073341437219035435,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,16,0.07140170546964214,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,17,0.03465660300042276,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,18,0.058633076682447265,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,19,0.034265683857503094,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.03,20,0.04188934553941225,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,1,0.09200217674240771,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,2,0.17183014460674148,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,3,0.09773536891822426,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,4,0.025006385267237273,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,5,0.080943340390406,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,6,0.04993560155532588,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,7,0.0021311143627135093,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,8,0.06577057385540373,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,9,0.05280015222568522,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,10,0.06738274299363196,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,11,0.051210498973711945,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,12,0.08358600238998223,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,13,0.03181790798247422,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,14,0.04863324348128025,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,15,-0.0016643960665995807,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,16,0.08700205241284611,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,17,0.059278228582519556,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,18,0.0690058029590273,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,19,0.051849179326997376,0.522888828
L2/3 IT,H20.33.001,H20.33.001.Cx28.MTG.02.007.1.01.03,20,0.04581368637794871,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,1,0.07049396684851483,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,2,0.1790794350995662,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,3,0.09999659144586484,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,4,0.0069878354721123895,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,5,0.08200999680287945,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,6,0.060945735506106484,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,7,0.019059573892313022,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,8,-0.0032421647276095642,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,9,0.01405039803068656,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,10,0.050174078565910656,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,11,0.060848923363933,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,12,0.038979590444317605,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,13,0.04469533607102127,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,14,0.05578988909827103,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,15,-0.025513644983642485,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,16,0.06044862739308519,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,17,0.0351574850074136,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,18,0.04652538864457141,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,19,0.0487763003682501,0.522888828
L2/3 IT,H20.33.001,H20.33.001.CX28.MTG.02.007.1.02.02,20,0.02406402182220059,0.522888828
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,1,0.11010680551584298,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,2,0.27127487330291866,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,3,0.09825227854401784,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,4,0.016828298644152168,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,5,0.08145227531745917,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,6,0.09726389980974308,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,7,-0.013076006479067521,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,8,0.05019575021325106,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,9,0.022332078153137716,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,10,0.052167154463521555,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,11,0.022847857635428473,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,12,0.03915836436362612,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,13,0.04940600323489042,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,14,0.08624030907481071,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,15,0.01509736314807611,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,16,-0.0024283646842306874,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,17,0.04927183369782624,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,18,0.08911381217559394,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,19,0.013363276566643408,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.04,20,0.04670339565523015,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,1,0.15757633196876103,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,2,0.2625419110152389,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,3,0.2321027774719235,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,4,0.0352913687938315,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,5,0.10122951406094502,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,6,0.04879665528796272,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,7,0.06869964639901154,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,8,0.06959200890081417,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,9,0.08446201861721855,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,10,0.09238610149447965,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,11,0.06175918329834329,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,12,0.010869364077778094,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,13,0.05098304111753392,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,14,0.06400530508226711,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,15,0.0511702004600264,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,16,0.03242783987400497,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,17,0.04676298618369429,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,18,0.02870461620687816,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,19,0.0808199859606664,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.03,20,0.08745876115952002,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,1,0.15998363255720338,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,2,0.2602122824174938,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,3,0.1538211630262667,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,4,0.030036264752277008,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,5,0.1431734336086431,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,6,0.012916441512146857,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,7,0.06520061066990268,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,8,0.04877505091393607,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,9,0.04331047010931833,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,10,0.03053923423495716,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,11,0.0298684916798189,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,12,0.047292254818106984,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,13,0.04757979113082031,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,14,0.00015728354953127178,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,15,0.052249808207157494,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,16,0.04643324545872613,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,17,0.08587354739196316,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,18,0.011102716112388616,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,19,0.017179581652646783,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.01.05,20,-0.02545621810621128,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,1,0.21503542665036068,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,2,0.38715295977995295,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,3,0.24188580607032487,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,4,0.041249175238899365,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,5,0.0780802567023266,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,6,0.011565055767639106,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,7,0.06979367773698597,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,8,0.02933341829382637,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,9,0.06284283577003008,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,10,0.051933268158002484,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,11,0.016836426746851447,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,12,0.050671705319371346,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,13,0.050951724722886636,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,14,0.029655517553080008,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,15,0.04450877867863604,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,16,0.013507891202032586,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,17,0.07824692559312986,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,18,0.01899971926411988,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,19,0.06772748879935302,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.04,20,0.04892485106495202,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,1,0.07270721902566771,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,2,0.1506222349372457,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,3,0.14578615718625332,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,4,-0.00299287313950604,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,5,0.06024350400468997,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,6,0.03735144684641833,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,7,0.022803406598617383,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,8,0.061716395077080016,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,9,0.005949334454602413,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,10,0.037845079763692176,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,11,0.03900282679941488,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,12,0.009483370887850253,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,13,0.0026599670825605912,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,14,0.113627891041457,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,15,0.016576218661230293,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,16,0.048841753461375335,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,17,-0.0006983894423966603,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,18,0.005601901401134045,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,19,0.012429297762148626,0.725005699
L2/3 IT,H20.33.004,H20.33.004.Cx26.MTG.02.007.1.02.02,20,0.02423012033565218,0.725005699
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,1,0.10713214506569513,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,2,0.15712236240331873,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,3,0.05721064111341398,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,4,0.059662376229281604,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,5,0.032343465826961834,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,6,0.06332728266859428,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,7,0.04311422141519661,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,8,0.042661772933671925,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,9,0.027753208010296775,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,10,0.04674927532366266,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,11,0.07949866244811939,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,12,0.030708358442177876,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,13,0.031165943786295804,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,14,-0.004801332288271076,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,15,0.02479876087244398,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,16,0.05019320199384865,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,17,0.036684201964417885,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,18,0.048841773151830255,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,19,0.016441142118106832,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.03,20,0.011536021808337788,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,1,0.003911618742108722,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,2,0.1315701904780927,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,3,0.08493110260073301,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,4,0.001510557511856515,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,5,0.058221763319503496,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,6,0.0804420221574973,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,7,0.034827962983937,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,8,0.04260061761163671,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,9,0.044132131950251945,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,10,0.026425684093205937,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,11,0.0006732379603941136,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,12,0.05165908678541134,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,13,0.06580160839373483,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,14,0.04982100052442846,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,15,0.0321938879047399,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,16,-0.0032012568396060904,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,17,-0.008102000072515998,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,18,0.0421426388919271,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,19,0.018432193646509373,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.03.02,20,0.053049873806556666,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.01.01,1,0.02333203223963986,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.01.01,2,0.08302598982806816,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.01.01,3,0.048387731231884494,0.237009997
L2/3 IT,H20.33.012,H20.33.012.Cx24.MTG.02.007.1.01.01,4,-0.0068427180364204025,0.237009997
