subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,F13A1,499,0.014759219687596612,0.018912244237100747,0.678,0.01939371722690478,0.433,17,124,1720,17,-0.046889383256788465,0.012637708389032132,0.1809703402112876
L2/3 IT,F13A1,499,0.045213806194420156,0.03741323229096733,0.001,0.036559354975663955,0.002,26,10336,14197,26,0.0018152386238182727,0.03595322311288833,0.0746815345647564
L4 IT,F13A1,499,0.022813069543478726,0.022604267317495083,0.398,0.019218487973529107,0.534,24,5171,5974,24,-0.02280520152786295,0.018388789456049225,0.039783618597395674
Oligodendrocyte,F13A1,499,0.023315291466857662,0.021161260008088746,0.361,0.019476022361116598,0.21,16,160,2240,16,-0.04751397844891474,0.022102248236927434,0.16193853427895924
Astrocyte,KIAA1217,499,0.02199995674830533,0.021710748753062933,0.194,0.017384451071657748,0.435,17,1720,1720,17,-0.00925342395167572,0.01596395928408902,0.03624579431110915
L2/3 IT,KIAA1217,499,0.03947279259161222,0.037185565068806506,0.001,0.03155256898872479,0.001,26,14197,14197,26,-0.009048679736151869,0.03143588467379505,0.06846663667287387
L4 IT,KIAA1217,499,0.02340105221758824,0.022654525947330653,0.001,0.01988445549001661,0.002,24,5974,5974,24,-0.01793464608259696,0.021097960957275556,0.03572844480545349
Oligodendrocyte,KIAA1217,499,0.021671520176267615,0.021505516338990872,0.272,0.012571987693751297,0.246,16,2240,2240,16,-0.00805065871663306,0.00772656385395871,0.035446466417020775
Astrocyte,LINC02208,498,0.01819876569002633,0.020925882393341512,0.758,0.013635527784698905,0.803,17,969,1720,17,-0.031832899082208856,0.012862386884418313,0.04466320747817874
L2/3 IT,LINC02208,498,0.03847360081021241,0.037187036915801934,0.001,0.030125197282875053,0.216,26,13311,14197,26,-0.02058516897295243,0.030333694773680434,0.06926203893843208
L4 IT,LINC02208,498,0.02206324431963396,0.0227341127376991,0.758,0.01833826418747585,0.879,24,5145,5974,24,-0.028339574168108204,0.019261406064115916,0.03843568959338645
Oligodendrocyte,LINC02208,498,0.02243224644226328,0.019138380471973488,0.299,0.016042459843233468,0.313,16,266,2240,16,-0.022966105207000622,0.011241254494068688,0.10596104192459611
Astrocyte,NPSR1,495,0.020016593226448293,0.01994737043464215,0.474,0.01563409787892186,0.554,17,193,1720,17,-0.02435453142957016,0.010189515690872987,0.08204204914720349
L2/3 IT,NPSR1,495,0.04428715848536614,0.037133689071717615,0.002,0.032886518755003265,0.149,26,4383,14197,26,-0.07069374058848713,0.03958577829007458,0.08328421181569365
L4 IT,NPSR1,495,0.029787776961517975,0.022618070311529955,0.003,0.02406889033255895,0.048,24,2628,5974,24,-0.06019667543786457,0.028409993829864796,0.05821238975591684
Oligodendrocyte,NPSR1,495,0.016513441129190034,0.020035883715822354,0.643,0.01999370571891377,0.205,14,107,2240,16,-0.04354133577678856,-0.00034363704557384953,0.15900802334062245
Astrocyte,ROS1,499,0.03037780651017187,0.018935851450127755,0.076,0.03645387268792416,0.015,17,199,1720,17,-0.031403619786904306,0.030631520871704804,0.23327140875379193
L2/3 IT,ROS1,499,0.03851955476234552,0.03715070990672175,0.001,0.030851894704239137,0.001,26,14164,14197,26,-0.010901706307895092,0.031153995812058015,0.06805523298131864
L4 IT,ROS1,499,0.031393445715284525,0.023190828370939085,0.006,0.027784683114086203,0.01,24,2123,5974,24,-0.0013000262858522005,0.024936086899055236,0.06320820834557093
Oligodendrocyte,ROS1,499,0.00739085297230529,0.019723923316523187,0.963,0.002401967898732791,0.935,16,208,2240,16,-0.03970891178048348,0.009406804216019658,0.040125485389055235
Astrocyte,TAFA4,498,0.019270943743489952,0.020076608317073676,0.528,0.01728652115917407,0.475,17,262,1720,17,-0.0401800551952332,0.022974622544827437,0.07390476527147107
L2/3 IT,TAFA4,498,0.04230960994409308,0.03746333710129367,0.001,0.033622886871039995,0.003,26,10338,14197,26,-0.02073322512893446,0.03598865640013871,0.07127829451927765
L4 IT,TAFA4,498,0.03241699247382908,0.022621538270047085,0.002,0.029530504658836425,0.004,24,1914,5974,24,-0.004116757072876451,0.027952708271938707,0.07658364261226637
Oligodendrocyte,TAFA4,498,0.021595748398500238,0.021524049252814745,0.395,0.01214536036272399,0.654,16,2214,2240,16,-0.009326076423654335,0.009500673598179198,0.034845300932739874
