subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,KLHL1,496,0.019485578204034185,0.022516244691010556,0.659,0.026822311071505584,0.167,17,191,1720,17,-0.03787878787878722,0.015146713376948458,0.1436781609195376
L2/3 IT,KLHL1,496,0.04240163269004987,0.037133254085072696,0.001,0.03466859007217146,0.002,26,9478,14197,26,-0.013682223516977732,0.03627550920649883,0.07289018388541312
L4 IT,KLHL1,496,0.02947225913699672,0.022538225296491608,0.002,0.025978705561845342,0.002,24,3387,5974,24,-0.01714740121281378,0.03186128511058942,0.051121400546290593
Oligodendrocyte,KLHL1,496,0.016065584722097053,0.0199467985742333,0.719,0.01171314727715232,0.53,16,250,2240,16,-0.047709551524274973,0.007730684700474268,0.08005036123648705
Astrocyte,LINC02248,496,0.03031898573361934,0.016995113471633915,0.16,0.04091865436805387,0.082,13,40,1720,17,-0.026990787848889447,0.02005262751330227,0.15602836879432755
L2/3 IT,LINC02248,496,0.05907202656912081,0.037935950741479645,0.001,0.047030535124952595,0.001,26,7363,14197,26,-0.016973727601669483,0.0458670415898014,0.09604947489078443
L4 IT,LINC02248,496,0.023251052897371633,0.022675971577522006,0.436,0.014260543453971618,0.878,24,822,5974,24,-0.0821521390197635,0.01634856224227977,0.061849150043180666
Oligodendrocyte,LINC02248,496,0.04469060885279345,0.01904618097762905,0.092,0.041630101045651687,0.112,6,16,2240,16,-0.024715067615583397,0.028200973118721058,0.14772727272727326
Astrocyte,NPY,470,0.023359467997289485,0.022057303910953605,0.431,0.01696544933140878,0.579,15,168,1720,17,-0.05194501225962044,0.016883721397221923,0.07745098039215592
L2/3 IT,NPY,470,0.04037840780600976,0.036659413724376644,0.076,0.03237651431878748,0.2,26,1618,14197,26,-0.058249532365159645,0.03377151899237969,0.07953051007689384
L4 IT,NPY,470,0.026878586226409405,0.023540417416330863,0.214,0.0238471075775753,0.159,24,501,5974,24,-0.03572093898027359,0.0283080680134169,0.09169509072212945
Oligodendrocyte,NPY,470,0.04092146210386197,0.020720363898083148,0.013,0.010930090650529108,0.544,16,94,2240,16,-0.02805446732368606,-0.00554147903978222,0.10243492719154113
Astrocyte,RUNX2,497,0.022495397863638203,0.021658693270400202,0.038,0.018185547578587785,0.056,17,1720,1720,17,-0.00707785511242909,0.018693866308857554,0.03874434545251692
L2/3 IT,RUNX2,497,0.03814114021488615,0.03719988970714021,0.001,0.030449694539267894,0.001,26,14197,14197,26,-0.012370123576328764,0.030373412405666517,0.06752177772434688
L4 IT,RUNX2,497,0.022925706181612635,0.022671935807845267,0.096,0.019564967491026326,0.168,24,5974,5974,24,-0.015028910666020679,0.020912646218242507,0.03557320766007391
Oligodendrocyte,RUNX2,497,0.02095342042997992,0.0215079758243663,0.919,0.011801393974704005,0.853,16,2240,2240,16,-0.006683073976481969,0.008956679394507687,0.033986893280663864
Astrocyte,TBXAS1,499,0.022449984010173504,0.02168289369327919,0.018,0.017507954794725687,0.304,17,1720,1720,17,-0.012986439523557054,0.01750847803407268,0.035783992873546513
L2/3 IT,TBXAS1,499,0.03931649119339203,0.037190443930422985,0.001,0.03137573439747251,0.001,26,14197,14197,26,-0.011011743467034499,0.031520158036287604,0.06848723571267577
L4 IT,TBXAS1,499,0.02321071959321905,0.022652297594664084,0.001,0.019681787502968583,0.029,24,5974,5974,24,-0.019552132308787995,0.02074565190662528,0.034996938346659005
Oligodendrocyte,TBXAS1,499,0.02147968744042408,0.021513343648091172,0.543,0.012068107261104395,0.758,16,2240,2240,16,-0.009105942607736155,0.010517236364772142,0.03469941672357373
