subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC016074.2,499,0.022415369958299017,0.021649209022392767,0.035,0.017943422578094986,0.104,17,1720,1720,17,-0.006652807043715673,0.01603922901389485,0.03614988089702773
L2/3 IT,AC016074.2,499,0.03975466769289813,0.03718500711876806,0.001,0.03184751773899132,0.001,26,14197,14197,26,-0.008357133482881186,0.032110728957555554,0.06923831343217293
L4 IT,AC016074.2,499,0.023796371178302297,0.02264565659734339,0.001,0.020247228143637674,0.001,24,5974,5974,24,-0.01882658670529815,0.02232162035750926,0.0350948099145782
Oligodendrocyte,AC016074.2,499,0.021741207498948773,0.021501612152883355,0.245,0.01237549786938051,0.437,16,2240,2240,16,-0.0054437901827478884,0.009010976813432504,0.035830533271794376
Astrocyte,AC104041.1,499,0.025756341766067524,0.022797537648253704,0.175,0.024821755247704434,0.088,17,1039,1720,17,-0.01958495095156848,0.029318573444041,0.05625433367494745
L2/3 IT,AC104041.1,499,0.03763269427115988,0.03719881471819631,0.018,0.029979585578705965,0.219,26,13693,14197,26,-0.01211334205975027,0.031698455879670795,0.06624986569266052
L4 IT,AC104041.1,499,0.022806256083274926,0.022610745039768055,0.369,0.019261211836725616,0.539,24,5435,5974,24,-0.02028718561633722,0.022521133296000535,0.03862501941590776
Oligodendrocyte,AC104041.1,499,0.0191254343174078,0.020203829740988628,0.595,0.011498338369126112,0.543,16,698,2240,16,-0.02195526905003124,0.014094269697832909,0.042473662748871856
Astrocyte,AL353595.1,499,0.022065585137884605,0.02169399384938384,0.132,0.017201727891347468,0.566,17,1720,1720,17,-0.010404413332250388,0.01644130492744688,0.034612658652293925
L2/3 IT,AL353595.1,499,0.03856182494576922,0.03718580330998527,0.001,0.030950483919383022,0.001,26,14197,14197,26,-0.012749543736844957,0.030309880538681472,0.06795181974511971
L4 IT,AL353595.1,499,0.02332171439566544,0.022655010788022352,0.001,0.01990753272730844,0.001,24,5974,5974,24,-0.015562121701364735,0.021198034631188547,0.03511926111362467
Oligodendrocyte,AL353595.1,499,0.020932482992223393,0.02150013246095178,0.968,0.011438572594589306,0.994,16,2240,2240,16,-0.009437687586910399,0.009223122758465707,0.034656564968738354
Astrocyte,CASC15,499,0.023918655659195584,0.02178915551199188,0.09,0.019463733289811172,0.157,17,1501,1720,17,-0.010627084795304163,0.021013977739345196,0.03615012394606001
L2/3 IT,CASC15,499,0.03829986566596566,0.037180669485294894,0.001,0.030633143823255733,0.001,26,14197,14197,26,-0.010114001873910896,0.031111533351755604,0.06701963080952672
L4 IT,CASC15,499,0.023435987228634277,0.022659926937798915,0.001,0.01995044121353905,0.001,24,5974,5974,24,-0.017255416346136154,0.021643014615215145,0.036187899427237685
Oligodendrocyte,CASC15,499,0.017114241466940554,0.02118665117201315,0.986,0.008808692554574338,0.987,16,1836,2240,16,-0.02401546758317629,0.0088419796429796,0.036445132699017224
Astrocyte,FAM230C,471,-0.013097522315845204,0.017908331289491215,0.632,-0.013100067613255242,0.632,2,2,1720,17,-0.014705882352944438,-0.013100067613255242,-0.011494252873566046
L2/3 IT,FAM230C,471,0.036105950883104095,0.033244251927244735,0.219,0.034240743318168426,0.165,26,804,14197,26,-0.015432098765431416,0.0363019600890047,0.07529341778052694
L4 IT,FAM230C,471,0.021201516102046684,0.01832381975544117,0.289,0.025653021934999205,0.157,24,386,5974,24,-0.02325581395348905,0.014721414597330496,0.10620162272051094
Oligodendrocyte,FAM230C,471,,,,,,0,0,2240,16,,,
