subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
L2/3 IT,LMCD1,497,0.043418215176535845,0.03774872083237905,0.001,0.03370812208789974,0.064,26,5747,14197,26,-0.00034867143690559525,0.037808980978214723,0.07459852857032775
L4 IT,LMCD1,497,0.02777393939778049,0.021773958203053386,0.023,0.026984823738463056,0.021,24,1615,5974,24,-0.019713811736923523,0.027392037303006645,0.0501244659522712
Oligodendrocyte,LMCD1,497,0.028205820944780878,0.021724168330838848,0.089,0.022390584311186908,0.043,16,770,2240,16,-0.019381506087590022,0.025989858053124232,0.042421876393750925
Astrocyte,PCDH15,499,0.021901563716259453,0.02186949107783127,0.493,0.017179905863858185,0.527,17,1324,1720,17,-0.012558033701296285,0.01772047275437712,0.03859534591007206
L2/3 IT,PCDH15,499,0.037746408185211064,0.037194457847209594,0.001,0.030236786742693884,0.035,26,13899,14197,26,-0.014972606521605567,0.02986016409896605,0.06623819653612192
L4 IT,PCDH15,499,0.023266561687512306,0.022670153671682604,0.279,0.01916064452363646,0.566,24,5069,5974,24,-0.017505108997551568,0.018388573914686533,0.04042724787881328
Oligodendrocyte,PCDH15,499,0.021540319515001936,0.021482543618301906,0.481,0.007304336133993295,0.86,16,1081,2240,16,-0.033517047063737045,0.010684386691661663,0.04985610492586602
Astrocyte,SERPINA3,499,0.022503147417279323,0.02175697397236025,0.023,0.018227469403400795,0.028,17,1720,1720,17,-0.0038336427683588127,0.017968567356743077,0.03659525258106966
L2/3 IT,SERPINA3,499,0.038438887030226396,0.03717719877949804,0.001,0.030891314251475975,0.001,26,14197,14197,26,-0.008059390110394601,0.031004199163923756,0.06703119189341752
L4 IT,SERPINA3,499,0.023126491250647738,0.02265011837326917,0.002,0.019659862392241215,0.037,24,5974,5974,24,-0.018011283669686573,0.020695479994273604,0.03499425341197684
Oligodendrocyte,SERPINA3,499,0.02168119370045638,0.021463777755323314,0.231,0.01270061248196621,0.159,16,2240,2240,16,-0.010739790024812394,0.009884937949004143,0.03446718084940158
Astrocyte,TRPC6,498,0.018568083992887754,0.017983144297493536,0.462,0.016517947532804198,0.49,17,185,1720,17,-0.03257659328260839,0.013620710086031922,0.09531735433765094
L2/3 IT,TRPC6,498,0.040449436565317805,0.03711870029621971,0.001,0.03126188503758112,0.018,26,12526,14197,26,-0.011492675732477345,0.033207747210022925,0.08102432628120926
L4 IT,TRPC6,498,0.020320684750199155,0.022431159390504444,0.854,0.01719551203939113,0.828,24,3657,5974,24,-0.02891715374856294,0.021185893364426278,0.038501560235977
Oligodendrocyte,TRPC6,498,0.017382359775740323,0.021248583141599782,0.733,0.007374173447764033,0.724,16,253,2240,16,-0.0404475479119733,0.010387716315133211,0.08474776724132163
