subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC068308.1,499,0.02244556356650188,0.021706495722943364,0.026,0.01795750635192639,0.089,17,1720,1720,17,-0.006774363343135742,0.018589236761909832,0.03696433452244573
L2/3 IT,AC068308.1,499,0.03851498280460059,0.037185367220102544,0.001,0.030885494331497163,0.001,26,14197,14197,26,-0.010757677916339331,0.0305520641403116,0.06760686081100635
L4 IT,AC068308.1,499,0.023051630250552173,0.02265601815782902,0.006,0.019628396654424514,0.047,24,5974,5974,24,-0.015881632302210003,0.02092034645769562,0.03491086613038477
Oligodendrocyte,AC068308.1,499,0.02135889690317336,0.02151534001354865,0.694,0.01208904015621982,0.73,16,2240,2240,16,-0.008581383036698108,0.009886395817340934,0.03488246446722508
Astrocyte,AC129926.2,482,0.019453566936996864,0.013791599429232086,0.355,0.006700833710806992,0.718,11,52,1720,17,-0.023520950801316467,-0.0035824276014557186,0.06174830066624272
L2/3 IT,AC129926.2,482,0.03813914644878401,0.035470077467633,0.114,0.029636515925874848,0.476,26,3259,14197,26,-0.0957162876747045,0.033168419885268786,0.06769199805946413
L4 IT,AC129926.2,482,0.027838649032582874,0.024054558019548887,0.181,0.02545382627530684,0.144,23,664,5974,24,-0.006744335793800958,0.0287895858426176,0.0553628691459736
Oligodendrocyte,AC129926.2,482,-0.004830100642552825,0.022699968372879287,0.913,-0.009772927580042579,0.623,10,24,2240,16,-0.04545454545454481,-0.011271775186476339,0.04459682121382362
Astrocyte,AL589740.1,499,0.02227373857526957,0.021683886328485547,0.079,0.017874298382514284,0.144,17,1720,1720,17,-0.002407238504300761,0.015358368151133972,0.03572401997992076
L2/3 IT,AL589740.1,499,0.03908562916314981,0.03720227608394783,0.001,0.031160008706744877,0.001,26,14184,14197,26,-0.012639249950681367,0.03167044577230821,0.06840540770007508
L4 IT,AL589740.1,499,0.02329162300244405,0.02265385822105311,0.005,0.019801947590503754,0.022,24,5910,5974,24,-0.01769619330734616,0.02105821308440469,0.035911860371637926
