subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Oligodendrocyte,AL589740.1,499,0.02112105950586229,0.021513546952253975,0.893,0.011836259080145689,0.872,16,2239,2240,16,-0.00969525321250169,0.00873722678592702,0.03465938454762527
Astrocyte,COL1A2,396,-0.008181819043566662,0.025148432385035262,0.896,-0.008702693270046547,0.755,5,8,1720,17,-0.010822510822516574,-0.010361273671731156,-0.004594912978994036
L2/3 IT,COL1A2,396,0.045571207114666216,0.03365325620812346,0.04,0.04250392982929844,0.132,23,141,14197,26,-0.008769352619980172,0.03031761960863795,0.16626506024096002
L4 IT,COL1A2,396,0.0239808658845716,0.022578505233052968,0.423,0.019609699440175543,0.527,16,37,5974,24,-0.009084215881495898,-0.0037785503887203665,0.07879425197370628
Oligodendrocyte,COL1A2,396,-0.009078038911151274,0.018531291258095325,0.668,-0.009133077415214963,0.668,2,2,2240,16,-0.016666666666664276,-0.009133077415214963,-0.0015994881637656517
Astrocyte,GLIS3,499,0.022678625255526854,0.021678723546350247,0.008,0.017949072451818184,0.118,17,1720,1720,17,-0.008267439089967828,0.01765051613565925,0.0401480916732477
L2/3 IT,GLIS3,499,0.03952525118815493,0.037176363375376255,0.001,0.031732244150602225,0.001,26,14197,14197,26,-0.011146414355186506,0.03199599344921746,0.06851009735788
L4 IT,GLIS3,499,0.023496762880518506,0.02267347286152246,0.001,0.019841025604176495,0.001,24,5974,5974,24,-0.01947966478533066,0.020981152130531366,0.03594520350990496
Oligodendrocyte,GLIS3,499,0.021091727410062173,0.021489347365053788,0.891,0.01225726289998903,0.604,16,2240,2240,16,-0.008020918461185973,0.009630618763796532,0.03393039863817526
Astrocyte,LINC01088,499,0.02458178622438833,0.0217877793905397,0.009,0.021588410122049737,0.019,17,1594,1720,17,-0.0007767002586225949,0.018412302212743252,0.05846541415381633
L2/3 IT,LINC01088,499,0.040062996086933284,0.037186706968139714,0.001,0.03184405074723652,0.007,26,13058,14197,26,-0.016954386122163143,0.03171184917653796,0.07600489732293506
L4 IT,LINC01088,499,0.02201217885304625,0.02266616328696258,0.865,0.018642436372139127,0.838,24,5470,5974,24,-0.02159094758936301,0.019756270957680858,0.0351281680481429
Oligodendrocyte,LINC01088,499,0.018986937384349357,0.02139211288580681,0.726,0.00943171466749332,0.702,16,1030,2240,16,-0.05286482630137752,0.004786576239647622,0.07180932267822857
Astrocyte,MAML2,499,0.022560063515685423,0.02175563982167923,0.009,0.01787969628418974,0.114,17,1720,1720,17,-0.005486364176296992,0.015709392752051764,0.0375301817192
L2/3 IT,MAML2,499,0.03790205646038146,0.0371495097604565,0.001,0.030240000788591407,0.001,26,14159,14197,26,-0.012708059789902856,0.03079135599708284,0.06682816836804391
L4 IT,MAML2,499,0.02192539693251756,0.022702172038361813,0.795,0.01842100429732924,0.823,24,5141,5974,24,-0.023040469106483646,0.02074742851053734,0.03525101494939133
Oligodendrocyte,MAML2,499,0.02137186900325165,0.021507035719445827,0.653,0.012128172624615454,0.656,16,2221,2240,16,-0.008385335440246045,0.01059971651240732,0.035621167840868724
Astrocyte,PENK,499,0.02233677617026368,0.021711323592829092,0.04,0.017247521572025717,0.548,17,1720,1720,17,-0.009143869029600942,0.01602077221696543,0.036791456669374244
L2/3 IT,PENK,499,0.03848305862066424,0.03719934673353632,0.001,0.03071978298628484,0.001,26,14197,14197,26,-0.011867684143176906,0.03039913371905251,0.06760805751988475
L4 IT,PENK,499,0.02329248056675136,0.022665413979894404,0.001,0.019752849778300437,0.009,24,5974,5974,24,-0.01858035191722751,0.02096787695014585,0.0349812269140889
Oligodendrocyte,PENK,499,0.021630039792047084,0.021484083842019084,0.309,0.012722190485724432,0.16,16,2240,2240,16,-0.006585291935652619,0.01084735344059514,0.03419379746156418
Astrocyte,SLC1A2,499,0.023053373519272766,0.021685654702731594,0.004,0.01841780977998735,0.046,17,1720,1720,17,-0.007380138486558765,0.017112258947538022,0.036823467720936844
L2/3 IT,SLC1A2,499,0.039735746071363494,0.03720257448934814,0.001,0.031702271029797044,0.001,26,14197,14197,26,-0.008811998294872203,0.03198337782332074,0.06944030572972265
L4 IT,SLC1A2,499,0.02345397298343052,0.022680996821716017,0.001,0.019837452053896226,0.003,24,5974,5974,24,-0.01858748914380792,0.02082459968877934,0.03565883766776621
Oligodendrocyte,SLC1A2,499,0.021468812895414798,0.02150311814994658,0.555,0.012477818422645455,0.353,16,2240,2240,16,-0.0077593184205868755,0.00867716740103405,0.0354589949766052
Astrocyte,ZFHX3,499,0.02290784079884697,0.021749249212842055,0.003,0.018106129218113488,0.065,17,1720,1720,17,-0.005877293029929644,0.017206661312386098,0.03798085059792336
L2/3 IT,ZFHX3,499,0.038132431884508246,0.03719845798932307,0.001,0.030358028407816366,0.001,26,14197,14197,26,-0.015505351833001148,0.030295959557366206,0.06722391663273564
L4 IT,ZFHX3,499,0.02289627141465265,0.02266476828147952,0.107,0.019427586617660315,0.312,24,5974,5974,24,-0.02100761703954227,0.020723134241956653,0.03468061385289277
Oligodendrocyte,ZFHX3,499,0.021704932942380614,0.021525758016855936,0.321,0.012396199055555328,0.458,16,2240,2240,16,-0.007383838209296176,0.010055365823544715,0.0342771147780931
