subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
L4 IT,AGBL1,499,0.02328834607373211,0.02265936921861859,0.001,0.019941665116639595,0.002,24,5974,5974,24,-0.01546261387818474,0.021733732798719034,0.03459568223150192
Oligodendrocyte,AGBL1,499,0.02148257204057717,0.02150073849092952,0.538,0.012381994070325097,0.436,16,2240,2240,16,-0.006451439152437773,0.008926599483132567,0.035203587336991804
Astrocyte,AQP4,499,0.022495023698747472,0.02175068985482804,0.02,0.01787479610285409,0.088,17,1720,1720,17,-0.008456437562092778,0.01808519586443074,0.036531253734915684
L2/3 IT,AQP4,499,0.038183028595652965,0.03718317215481433,0.001,0.030091756473970808,0.185,26,13613,14197,26,-0.014680975750191267,0.029723084465167984,0.06846683996619735
L4 IT,AQP4,499,0.023923807007017815,0.02279567019784447,0.076,0.02067905461520722,0.055,24,5258,5974,24,-0.014467033990010335,0.024152866557982253,0.03764140613222843
Oligodendrocyte,AQP4,499,0.0283050131532355,0.022222888989972232,0.123,0.018406380750819046,0.16,16,595,2240,16,-0.02811283916909745,0.025308463948916976,0.07660187052962036
Astrocyte,DLC1,499,0.02275841018874329,0.021722675525062733,0.002,0.018307224115959354,0.005,17,1720,1720,17,-0.006553128947940635,0.01765785344781628,0.03425632808740642
L2/3 IT,DLC1,499,0.04713852982098767,0.03710994949494213,0.001,0.03784802097448394,0.001,26,11805,14197,26,-0.006141356129451262,0.0375289398764313,0.08045208420020072
L4 IT,DLC1,499,0.0240768109248903,0.02264315772055268,0.002,0.020398074242119823,0.01,24,5611,5974,24,-0.016253497066190153,0.02071644999414954,0.04249692293584007
Oligodendrocyte,DLC1,499,0.021672676876572015,0.021509040217703595,0.293,0.012246505200205288,0.582,16,2240,2240,16,-0.00795497220063692,0.009143149873316417,0.03465224457504835
Astrocyte,HSPA6,499,0.022100058133426054,0.021754857253496563,0.189,0.017476212753498994,0.372,17,1720,1720,17,-0.007654288928923419,0.016322120945977868,0.034819915343235364
L2/3 IT,HSPA6,499,0.03849405787212129,0.03724178806666706,0.001,0.03075021979464802,0.001,26,14197,14197,26,-0.012666660308583185,0.030812498361041534,0.06769818975438305
L4 IT,HSPA6,499,0.023157196350683366,0.022664601890486833,0.002,0.019774723924661716,0.012,24,5974,5974,24,-0.015160113010422674,0.02120569016259076,0.035440805838720175
Oligodendrocyte,HSPA6,499,0.021689948738363423,0.02146836113247906,0.24,0.012451076005735001,0.384,16,2240,2240,16,-0.008845388565906833,0.00913825740110303,0.03548351576605264
Astrocyte,LINC01446,485,0.020315903669235563,0.017276330133262997,0.362,0.02095540438986271,0.344,17,70,1720,17,-0.034639384856231,0.009164597078756519,0.1519607843137228
L2/3 IT,LINC01446,485,0.04019357238391845,0.037772289868386606,0.16,0.031816464852658315,0.261,26,2037,14197,26,-0.02358632262908689,0.031083218071966595,0.06960448760738283
L4 IT,LINC01446,485,0.02172070677714689,0.023360528732758935,0.682,0.017336035426573172,0.69,24,1076,5974,24,-0.03544833830659054,0.01940722977438935,0.04856267288452229
Oligodendrocyte,LINC01446,485,0.01545789701813095,0.023197919118642354,0.787,0.009193278174929119,0.64,11,67,2240,16,-0.03587285576690607,0.0063912343582867475,0.07705127296150031
Astrocyte,MS4A4A,484,0.014068385817844043,0.015249586019748856,0.572,0.017588789344880246,0.411,7,15,1720,17,-0.04114740237095147,-0.005376344086026446,0.1567460317460295
L2/3 IT,MS4A4A,484,0.04163833089771539,0.0368222567070757,0.03,0.0380010847382535,0.008,26,2110,14197,26,0.0004269186393287534,0.040190362320682044,0.08264195616569132
L4 IT,MS4A4A,484,0.026034800103541884,0.020945595875277622,0.108,0.025308690166777836,0.074,24,701,5974,24,-0.01797411127413854,0.0159441465166887,0.08674058657207083
Oligodendrocyte,MS4A4A,484,0.020274247212705595,0.028275218032877775,0.717,-0.0017164186929056785,0.929,7,38,2240,16,-0.04838709677419355,-0.00801282051282692,0.03163513715058973
Astrocyte,PTGER3,495,0.01774516617707577,0.02481996616058462,0.818,0.014816128899420588,0.706,14,215,1720,17,-0.07239677801461507,0.02229197551649948,0.059419787463796024
L2/3 IT,PTGER3,495,0.04016999697941318,0.03721931374823327,0.01,0.03123041797687981,0.206,26,8587,14197,26,-0.02313917060959087,0.03464375881552082,0.07081849512028845
L4 IT,PTGER3,495,0.0243009241109965,0.02265059739754632,0.317,0.019508489559871976,0.478,24,1447,5974,24,-0.05556417972035919,0.022604557235035953,0.05145135557670248
Oligodendrocyte,PTGER3,495,0.03844224980265117,0.018056242633717284,0.015,0.027126125470388777,0.104,15,101,2240,16,-0.04782705193299544,0.011600480652317191,0.16562500000000385
Astrocyte,SMYD1,470,0.03216872832236119,0.011207584669512166,0.158,0.03647024656958534,0.119,6,11,1720,17,-0.02713178294573711,0.0238864698883025,0.15674603174602958
L2/3 IT,SMYD1,470,0.04511364865363058,0.038595604235805485,0.011,0.036063987528529046,0.059,26,1371,14197,26,-0.02980518532864713,0.03428834147857743,0.10540938850014434
L4 IT,SMYD1,470,0.022698839593961264,0.021929741993822995,0.424,0.025763605421424366,0.113,24,344,5974,24,-0.02325581395348905,0.017306587763122914,0.17088086029120123
Oligodendrocyte,SMYD1,470,0.023396071937776722,0.020687925644721734,0.355,0.006788296428008035,0.74,16,107,2240,16,-0.05746891333823581,0.00481002825878215,0.06829452512556991
