subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC010967.1,499,0.022092794057489516,0.021696348555014962,0.151,0.017537097182998555,0.304,17,1720,1720,17,-0.007305342119597909,0.015063994903436297,0.03589824478502798
L2/3 IT,AC010967.1,499,0.0382903827158797,0.03718559217920529,0.001,0.03045703636900359,0.001,26,14197,14197,26,-0.013742132143344833,0.030713596837771702,0.06740707808831081
L4 IT,AC010967.1,499,0.023006991320905168,0.02265313309759339,0.015,0.019520073466623173,0.133,24,5974,5974,24,-0.01682989585854517,0.020742973935855294,0.034927486870113135
Oligodendrocyte,AC010967.1,499,0.02142852506985695,0.0215119374254683,0.623,0.012040561588423888,0.778,16,2240,2240,16,-0.007282870788858286,0.00887829688472041,0.03553714362522591
Astrocyte,AC096637.1,499,0.02197986477494572,0.021720093468059413,0.217,0.017649109602890636,0.182,17,1720,1720,17,-0.004601412068884933,0.01695003617615171,0.03613686905919611
L2/3 IT,AC096637.1,499,0.03852473397957906,0.03718607547121046,0.001,0.030889932006155488,0.001,26,14197,14197,26,-0.009796347479651723,0.030618373972636392,0.06787172062736606
L4 IT,AC096637.1,499,0.023099708423333483,0.022658739695562338,0.004,0.01956270840791762,0.1,24,5974,5974,24,-0.01734012411713661,0.020090384024358948,0.03493614739907385
Oligodendrocyte,AC096637.1,499,0.02155451022887125,0.021501002348953278,0.418,0.012273236778383295,0.567,16,2240,2240,16,-0.00754274287457588,0.009524463314191068,0.03527564253357967
Astrocyte,AL139379.1,493,0.007837669790003847,0.014444995492741603,0.727,0.010790820888447896,0.734,15,54,1720,17,-0.031007751937985172,-0.003610221385054699,0.15412186379927884
L2/3 IT,AL139379.1,493,0.0674742903217768,0.037757797629707955,0.001,0.051524010301994355,0.001,26,5883,14197,26,-0.04212283790320282,0.05563384437868034,0.1135976548451731
L4 IT,AL139379.1,493,0.021767013100524608,0.022602309626124483,0.629,0.01796739090134336,0.691,24,2822,5974,24,-0.026555914478725882,0.020893849158404323,0.04202098909314675
Oligodendrocyte,AL139379.1,493,0.02800858350671608,0.021065505316190825,0.172,0.01751324888432913,0.3,16,166,2240,16,-0.07426924542626555,0.006981684046712705,0.1291666666666672
Astrocyte,C5orf17,499,0.022714448107444028,0.021716006696834784,0.008,0.018294491974055964,0.031,17,1720,1720,17,-0.007610872799199221,0.017785310129521132,0.03691665900134039
L2/3 IT,C5orf17,499,0.038410980525696255,0.037209005620276826,0.001,0.03074540694623685,0.001,26,14197,14197,26,-0.01080541383144779,0.029948208170422524,0.06713931736038939
L4 IT,C5orf17,499,0.023137237747626202,0.022676033704268413,0.004,0.019595313936224892,0.075,24,5974,5974,24,-0.01684503057091024,0.021094527549441675,0.03538759360188401
