subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC034268.2,498,0.02284120677343704,0.021598016259820205,0.321,0.018452444426342307,0.338,17,1273,1720,17,-0.02189897789469245,0.01922274362918465,0.04229174062055732
L2/3 IT,AC034268.2,498,0.038693066554067984,0.037162694440085464,0.001,0.03089063927973621,0.001,26,14197,14197,26,-0.014437825924874328,0.030684753624019588,0.06700981767509177
L4 IT,AC034268.2,498,0.023362992778300843,0.022675300073097572,0.001,0.01999634916850652,0.001,24,5974,5974,24,-0.014475823388071206,0.0212509119713497,0.034850040198127624
Oligodendrocyte,AC034268.2,498,0.024373964809690122,0.021662000194319693,0.157,0.014159007510464498,0.269,16,1513,2240,16,-0.014054057969290667,0.01577466404690703,0.03729068750016589
Astrocyte,AC117453.1,498,0.02876069699605813,0.021780155662427966,0.166,0.023593998842704824,0.218,17,233,1720,17,-0.05762286807688901,0.017495065953228424,0.1428318417461595
L2/3 IT,AC117453.1,498,0.03895100081542682,0.03715511648821445,0.001,0.031562351679732994,0.001,26,13828,14197,26,-0.006763684483294864,0.03127871204903078,0.06699626204917024
L4 IT,AC117453.1,498,0.023287940057609802,0.0226577453669055,0.005,0.019880502209992098,0.01,24,5870,5974,24,-0.016056327666123606,0.0204598741771312,0.03507268694358358
Oligodendrocyte,AC117453.1,498,0.017754715253731852,0.02417847530616048,0.803,0.01406988970301563,0.495,14,150,2240,16,-0.043963096708704866,0.020825913867586563,0.061892407068776675
Astrocyte,AL445255.1,495,0.02504564728761316,0.019836261035652905,0.239,0.019956711853703835,0.381,17,160,1720,17,-0.028129568495528213,0.02332680044052799,0.04805143788180328
L2/3 IT,AL445255.1,495,0.039447173234534026,0.03833379246695309,0.25,0.029232033103013602,0.575,26,6277,14197,26,-0.04036888949416383,0.030412561982558116,0.06422504298836496
L4 IT,AL445255.1,495,0.02174728638555393,0.022789249694522583,0.613,0.01802533009427439,0.636,24,1445,5974,24,-0.04414398812229705,0.02247044620535188,0.05837361683506622
Oligodendrocyte,AL445255.1,495,0.016628770078950444,0.018804903491167986,0.605,0.018032115617112966,0.245,16,242,2240,16,-0.030821305182990755,0.001014125731705505,0.15816326530612035
Astrocyte,CHRM2,499,0.0164756124028543,0.020517199515087025,0.691,0.022908273205092568,0.332,16,197,1720,17,-0.06328859742764086,0.017509931421850165,0.15804597701149165
L2/3 IT,CHRM2,499,0.04322387093259572,0.0372598854811114,0.001,0.03464774201184648,0.001,26,10261,14197,26,-0.0083105426098406,0.03374593274506128,0.07351102043852314
L4 IT,CHRM2,499,0.03156073630056516,0.022140298221026127,0.001,0.025939038631842857,0.01,24,2881,5974,24,-0.05363347339141683,0.022466036649262243,0.07144018120636328
Oligodendrocyte,CHRM2,499,0.026765319005939467,0.02201896833374023,0.223,0.019909313513665122,0.164,16,292,2240,16,-0.026424016010359697,0.021706696675560164,0.10205997318725125
Astrocyte,GAD2,497,0.030244540034357465,0.020077766283409584,0.051,0.021319335696380594,0.257,17,425,1720,17,-0.021736903747431265,0.012625265821312704,0.08772011161948809
L2/3 IT,GAD2,497,0.039640564984778755,0.036793954699450265,0.034,0.03081905669503367,0.311,26,6742,14197,26,-0.058784861124078,0.03534244610219875,0.06261143142508274
L4 IT,GAD2,497,0.02048737590992259,0.022256672134419044,0.755,0.016016675298821073,0.88,24,2597,5974,24,-0.02578620737427749,0.018218947648052618,0.04556167604823688
Oligodendrocyte,GAD2,497,0.02322215528779597,0.020502474447611354,0.26,0.01217910880469885,0.479,16,599,2240,16,-0.03354958285008684,0.0162987793913015,0.05214802404815119
Astrocyte,LINC00698,495,0.027809050989579573,0.01989616941527136,0.163,0.012703250023483622,0.662,17,157,1720,17,-0.027443855736535832,0.005543516554391516,0.08551098354431749
L2/3 IT,LINC00698,495,0.042456607417729414,0.037981325333607596,0.009,0.03456673577250164,0.049,26,4867,14197,26,-0.022042583932174523,0.0388297269168202,0.06035642377826291
L4 IT,LINC00698,495,0.02053565928949342,0.022638235095510398,0.74,0.019041623902026125,0.553,24,1299,5974,24,-0.017561675443136745,0.01974276834905892,0.05746935218609547
Oligodendrocyte,LINC00698,495,0.01650363124903586,0.019212964057271034,0.595,0.018683685251868642,0.371,12,70,2240,16,-0.027762385609309142,-0.006204351428311218,0.1439393939393945
Astrocyte,LNCAROD,493,0.013154085649085705,0.023205888448290413,0.915,0.014871096285108507,0.69,14,208,1720,17,-0.029166666666666168,0.011865331440989228,0.08989613173801188
L2/3 IT,LNCAROD,493,0.043223637638956994,0.03700778612046667,0.002,0.041401056717874564,0.001,26,3653,14197,26,0.0014454173703025383,0.040608698586304046,0.07422836491208863
L4 IT,LNCAROD,493,0.019849497106853315,0.02183441015965598,0.731,0.018951677309847946,0.529,24,1268,5974,24,-0.023961472098436645,0.017108962105098394,0.046738703335096936
Oligodendrocyte,LNCAROD,493,0.015616346529833718,0.020404183922276015,0.725,0.003214352817347104,0.871,16,144,2240,16,-0.04657384362443354,-0.008982431995275137,0.09508484694806732
Astrocyte,PCSK5,498,0.02179793306506246,0.021778035362586056,0.479,0.01701809378993205,0.718,17,1720,1720,17,-0.005012102523180032,0.014452573222781363,0.03741759571069396
L2/3 IT,PCSK5,498,0.03868259447761078,0.03710118736686573,0.002,0.030560309905224046,0.116,26,12573,14197,26,-0.019062935970882613,0.030548788125059262,0.06697174128637216
L4 IT,PCSK5,498,0.023464275200894415,0.022668708974606596,0.168,0.020309840598103288,0.135,24,5223,5974,24,-0.011102824664420998,0.022321882940904605,0.035942398195150424
Oligodendrocyte,PCSK5,498,0.020466682396748166,0.021582461145251947,0.679,0.008626860799610038,0.9,16,1638,2240,16,-0.03641888608444101,0.01125743660993611,0.04331543921414265
Astrocyte,SERPINE1,499,0.02225712855764463,0.021715271793463865,0.07,0.017869399895838356,0.12,17,1720,1720,17,-0.008677764907964085,0.01763370238619092,0.0367186856518839
L2/3 IT,SERPINE1,499,0.03844379270962429,0.03720078833002715,0.001,0.030635027223201612,0.001,26,14197,14197,26,-0.014062194148736022,0.031109706644098567,0.06768654587634837
L4 IT,SERPINE1,499,0.023049947991380867,0.022652509981267603,0.006,0.019553408304847437,0.099,24,5974,5974,24,-0.01760242696682065,0.021340002572258522,0.035921206901181994
Oligodendrocyte,SERPINE1,499,0.021770717647349773,0.021504908010357496,0.18,0.012791672521606918,0.098,16,2240,2240,16,-0.011051915409170913,0.009508639121872718,0.034686980929873004
Astrocyte,TRPM3,499,0.022164325050217037,0.021686629614017988,0.118,0.01769790116283984,0.229,17,1720,1720,17,-0.006413573966953575,0.015888162729822655,0.03674667851131692
L2/3 IT,TRPM3,499,0.03900007136742077,0.037183868768794474,0.001,0.031085295551190047,0.001,26,14197,14197,26,-0.013174783788011495,0.03133630639086335,0.06806203734049517
L4 IT,TRPM3,499,0.023204301616568477,0.022658088252669763,0.001,0.019833657383140225,0.002,24,5974,5974,24,-0.013902995486478964,0.020995811468239277,0.0349092085777516
Oligodendrocyte,TRPM3,499,0.021939030207215778,0.02151366943327374,0.079,0.012819390416259863,0.102,16,2240,2240,16,-0.005963167486144939,0.008625685263207658,0.03561832002366528
