subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC010343.3,495,0.029285149304386356,0.018345007187565945,0.104,0.023061694037285547,0.267,17,159,1720,17,-0.06837606739659163,0.025659974401730797,0.12518940632186845
L2/3 IT,AC010343.3,495,0.043530120731330224,0.03725983376678899,0.001,0.03584459162145439,0.017,26,6633,14197,26,-0.0688817831428765,0.03763031647226793,0.0868978066722415
L4 IT,AC010343.3,495,0.020619546145597172,0.02186029282784705,0.666,0.01733317641015722,0.713,24,2314,5974,24,-0.03182010238968733,0.02115621243495109,0.046981797746489626
Oligodendrocyte,AC010343.3,495,0.008691666790627989,0.01881401948133083,0.925,0.00355468757389152,0.879,16,181,2240,16,-0.05879532177988563,0.006170924929379817,0.07381990786986126
Astrocyte,AC096570.1,499,0.032496216190440894,0.022165236028287415,0.069,0.0350380570263526,0.018,17,293,1720,17,-0.03030303030302964,0.02699156914136698,0.14278191795345066
L2/3 IT,AC096570.1,499,0.05034799713899312,0.03728150687959291,0.001,0.03808792316571373,0.001,26,11010,14197,26,-0.04201049931125936,0.03813014218980247,0.07796141689578263
L4 IT,AC096570.1,499,0.023481310789643144,0.0226623966484075,0.105,0.019343752568730225,0.486,24,5439,5974,24,-0.02202469125055639,0.020323508973192413,0.03466508101539286
Oligodendrocyte,AC096570.1,499,0.02148186456156623,0.020376813165898157,0.394,0.017218323330783422,0.229,16,472,2240,16,-0.038898261919922926,0.022679390290021622,0.06481973704542103
Astrocyte,AL138927.1,498,0.024471290846825883,0.02116192718503727,0.322,0.01621614994976703,0.533,17,245,1720,17,-0.03526353664922869,0.017114565217756592,0.09733345528457721
L2/3 IT,AL138927.1,498,0.05373414456447498,0.037006922575959424,0.001,0.042873159032952635,0.001,26,5643,14197,26,-0.01833812985446105,0.05267687466596574,0.07520035086381273
L4 IT,AL138927.1,498,0.02683466594744532,0.022662898729049374,0.023,0.023649496745004595,0.035,24,3518,5974,24,-0.01913711562613316,0.023319388560847303,0.054399624921062185
Oligodendrocyte,AL138927.1,498,0.019652258028950917,0.019527743357251482,0.469,0.01846719698925317,0.245,16,195,2240,16,-0.017275879166819084,0.01596518221800738,0.07459575114575338
Astrocyte,C10orf90,499,0.022234530652703862,0.021711697817871568,0.073,0.01776426337504286,0.172,17,1720,1720,17,-0.007345886219627509,0.01663505106451673,0.036328753161060004
L2/3 IT,C10orf90,499,0.03881960627504323,0.03718917242891913,0.001,0.03086400425785932,0.001,26,14197,14197,26,-0.014045644084556393,0.03084524845573764,0.06840292077879997
L4 IT,C10orf90,499,0.023241257085890896,0.022656087678490536,0.001,0.01977564553828094,0.009,24,5974,5974,24,-0.016159050517747933,0.020365158581054584,0.03519328436767475
Oligodendrocyte,C10orf90,499,0.021044571334421298,0.02152328262303292,0.939,0.011936873885130244,0.852,16,2240,2240,16,-0.00907083275000002,0.00816495959328873,0.03479577162752167
Astrocyte,ETNPPL,495,0.021835690118360708,0.02171315334600656,0.365,0.01758863854262339,0.236,17,1720,1720,17,-0.004041765755855612,0.017083126997223638,0.036069610119652484
L2/3 IT,ETNPPL,495,0.0495292901342092,0.036223857573638635,0.001,0.04204593032148993,0.001,26,2242,14197,26,0.0005751953736500999,0.04314079981871572,0.08748564131201139
L4 IT,ETNPPL,495,0.0334613461729409,0.023113852402676098,0.004,0.031116226209311027,0.006,24,796,5974,24,-0.001823472904750737,0.02503008664204899,0.0920456659262554
Oligodendrocyte,ETNPPL,495,0.020272974200143564,0.018841305951187923,0.414,0.010591774136610468,0.533,16,145,2240,16,-0.03778709457686007,0.007689425566033772,0.07122532422152122
Astrocyte,ITGA8,499,0.022534128360966847,0.021655599981351,0.017,0.018165295235002474,0.042,17,1720,1720,17,-0.00828435323563358,0.019010401549360158,0.03485271906405041
L2/3 IT,ITGA8,499,0.03911172153488877,0.03719167533283099,0.001,0.03123277696241337,0.001,26,14197,14197,26,-0.010387687019650267,0.031465775252853156,0.06835488882219663
L4 IT,ITGA8,499,0.023760154736759402,0.022653324029954878,0.001,0.020327227939955023,0.001,24,5974,5974,24,-0.01629385017981077,0.02194431419435995,0.035476534965977066
Oligodendrocyte,ITGA8,499,0.021854623774083527,0.021499194266654933,0.126,0.01265333246611107,0.231,16,2240,2240,16,-0.008268325315827767,0.009920875546583753,0.03549303877208262
Astrocyte,LINC02055,499,0.022724514949454773,0.021708597754611914,0.005,0.01818484589854119,0.04,17,1720,1720,17,-0.0033881686759382416,0.01796820166961525,0.035801004938733526
L2/3 IT,LINC02055,499,0.038852976142144266,0.037198213192993594,0.001,0.030997255370951167,0.001,26,14197,14197,26,-0.010186335345050873,0.03141589914319041,0.06786071944450654
L4 IT,LINC02055,499,0.02325325416618997,0.02263648676052685,0.001,0.01972526673463164,0.012,24,5974,5974,24,-0.019094632526825337,0.02119928318277196,0.03598715817414369
Oligodendrocyte,LINC02055,499,0.021696079468436963,0.02149549944101744,0.272,0.013038063056921838,0.043,16,2240,2240,16,-0.007150632395998841,0.009952831485738198,0.034839120559652936
Astrocyte,NKAIN3,499,0.02172312180138618,0.02165195266022006,0.413,0.017450896476032367,0.369,17,1720,1720,17,-0.0021518972829299068,0.014949510322461466,0.03465728469794647
L2/3 IT,NKAIN3,499,0.03900062434693544,0.03718895144189546,0.001,0.032130921128519854,0.004,26,12601,14197,26,-0.021118440671345665,0.031165819587969202,0.06450547231381398
L4 IT,NKAIN3,499,0.023151919196129234,0.02265834574548895,0.001,0.01960827788869692,0.057,24,5967,5974,24,-0.018355061811171556,0.02112921105454515,0.034849590473080415
Oligodendrocyte,NKAIN3,499,0.024479055485564533,0.020769343472076953,0.209,0.014100991986086104,0.392,16,664,2240,16,-0.03419642683117952,0.025571365752516166,0.040702936447181086
Astrocyte,RGS20,499,0.022422920594527773,0.021690724337350087,0.031,0.0177118232374402,0.186,17,1720,1720,17,-0.0051348805656472145,0.017389496561714825,0.03701605620661301
L2/3 IT,RGS20,499,0.04063088130485093,0.03714481387153182,0.001,0.03252573689899576,0.001,26,11874,14197,26,-0.014505671568757287,0.03186845147736673,0.06788050723666554
L4 IT,RGS20,499,0.02501924983820947,0.022392011356263977,0.116,0.020586807457547863,0.308,24,3458,5974,24,-0.02861429412414569,0.020942311251386007,0.04354431277128622
Oligodendrocyte,RGS20,499,0.01923928184680506,0.020198208300820416,0.561,0.0075966886372183335,0.759,16,293,2240,16,-0.055829364999853456,0.007691960838501686,0.0684282111784809
