subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
L2/3 IT,FLI1,499,0.03866360467554668,0.037188159768464416,0.001,0.03096913906850495,0.001,26,14197,14197,26,-0.01336402770963498,0.030902771835981217,0.06773822279625338
L4 IT,FLI1,499,0.02283972993671595,0.02265338977788714,0.124,0.019418119042323934,0.335,24,5974,5974,24,-0.017432549830097933,0.02045877609963747,0.03489276199131394
Oligodendrocyte,FLI1,499,0.021542689858351092,0.02153471075489708,0.48,0.012454378362601999,0.41,16,2240,2240,16,-0.0068650566278229295,0.009983566698737862,0.03484905439740105
Astrocyte,LINC00343,499,0.037191745455321785,0.0201361074091417,0.01,0.0250189493808884,0.152,17,297,1720,17,-0.04835128696295234,0.021977221045820977,0.07754449481819546
L2/3 IT,LINC00343,499,0.05225279230523132,0.037290422199222746,0.001,0.04145999973836353,0.001,26,9671,14197,26,-0.0003067625795890377,0.04236084713046937,0.09980812281964449
L4 IT,LINC00343,499,0.02526635074244264,0.022689349759629798,0.001,0.021609393760591945,0.002,24,5261,5974,24,-0.015928324197834524,0.022912704783379704,0.042799946267530746
Oligodendrocyte,LINC00343,499,0.01782650771283652,0.02072920376078388,0.647,0.023305761560470963,0.096,16,213,2240,16,-0.056048208581013136,0.006772748155782511,0.22626396629382156
Astrocyte,LINC02645,497,0.016101856023096436,0.020462070439085128,0.686,0.023211249119860004,0.284,17,104,1720,17,-0.023664182252903617,0.01353931186435535,0.1630824372759814
L2/3 IT,LINC02645,497,0.03935292993614317,0.037224119717138335,0.009,0.032271469012342575,0.039,26,11337,14197,26,0.005233820382059825,0.03126591101866703,0.0681881001753091
L4 IT,LINC02645,497,0.024715941788075346,0.022552341625020407,0.043,0.02107693545666442,0.119,24,4736,5974,24,-0.027488148121602815,0.02498494009552333,0.0434151383024696
Oligodendrocyte,LINC02645,497,0.01667366183205533,0.02144738229453643,0.715,0.005459329203768458,0.836,14,105,2240,16,-0.039903976594485746,0.014500944828985571,0.03431998864202951
Astrocyte,PARD3,499,0.02257140191282777,0.021761853956292904,0.024,0.017695785400247493,0.24,17,1720,1720,17,-0.004804014286596308,0.01570352539698445,0.03661835977838336
L2/3 IT,PARD3,499,0.038108729346654456,0.03719849147250636,0.005,0.030452907887022294,0.066,26,13205,14197,26,-0.013687449453354313,0.030286416377842625,0.06869346873766363
L4 IT,PARD3,499,0.023009145114820374,0.022667732742071407,0.39,0.019133378275729945,0.591,24,4855,5974,24,-0.02716101852812256,0.021651857523555463,0.03551679439194309
Oligodendrocyte,PARD3,499,0.028437582053189473,0.02141396253998334,0.025,0.021497236952568013,0.017,16,1163,2240,16,-0.010649098327600859,0.019223453098934737,0.055639308413094474
Astrocyte,SDK1,498,0.022135967944709938,0.02172840615979115,0.21,0.01773532742790053,0.24,17,1700,1720,17,-0.01008775266206752,0.019687363161073692,0.035955666729026246
L2/3 IT,SDK1,498,0.03800502879786979,0.037236244988321336,0.001,0.030293771918801983,0.001,26,14189,14197,26,-0.011832767959316093,0.030746287175992832,0.0672393306673458
L4 IT,SDK1,498,0.022860528712541194,0.0226734019318829,0.141,0.019393833560108407,0.396,24,5964,5974,24,-0.017774867908178,0.02050709847005517,0.0352004956008911
Oligodendrocyte,SDK1,498,0.021170652893032004,0.021603282903288668,0.566,0.010868937658304005,0.661,16,1575,2240,16,-0.0347729647875168,0.010410888659936838,0.03968387723481577
Astrocyte,TMEM132C,499,0.02737160464526501,0.02170707295756626,0.001,0.018957129400057244,0.151,17,1579,1720,17,-0.011498014482223717,0.01626404754229881,0.04615870554628791
L2/3 IT,TMEM132C,499,0.045787892278276676,0.03713411824537953,0.001,0.034153669286105366,0.001,26,12338,14197,26,-0.02602370501143788,0.03337709384999288,0.08290759518003785
L4 IT,TMEM132C,499,0.022980572612453,0.022643950966362233,0.15,0.019477841593555815,0.32,24,5732,5974,24,-0.02040383029962019,0.02012330844196397,0.03686569563184026
Oligodendrocyte,TMEM132C,499,0.022468799589589875,0.021568943073016864,0.068,0.013668253654148982,0.082,16,2164,2240,16,-0.007875591847172559,0.008959508585025672,0.041017731777467974
