subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,ERVMER61-1,499,0.024739998501959293,0.022028616899997137,0.138,0.01640642430634323,0.597,17,1295,1720,17,-0.03965308939710631,0.0203661422241122,0.05279947817467866
L2/3 IT,ERVMER61-1,499,0.041090464256475154,0.037100314027056706,0.001,0.032082451085715356,0.089,26,10214,14197,26,-0.012349987961431073,0.03179932855318185,0.07325089665779255
L4 IT,ERVMER61-1,499,0.02314567223274753,0.022526650877043076,0.378,0.019739692568425476,0.422,24,3949,5974,24,-0.014375576531010403,0.020711539105622408,0.04814337109384963
Oligodendrocyte,ERVMER61-1,499,0.0235853850403972,0.020804257650582317,0.303,0.009646302065212393,0.651,16,388,2240,16,-0.06310206690306028,0.011941105763082448,0.07152352470000733
Astrocyte,IQGAP2,498,0.02612742885898454,0.020580649100375825,0.166,0.026525848718314603,0.066,17,480,1720,17,-0.016375568872108778,0.0347457052179768,0.07565281954507674
L2/3 IT,IQGAP2,498,0.04261733111988083,0.036820983707242995,0.001,0.03460159315553082,0.023,26,6907,14197,26,-0.022684593073310177,0.03800579033305827,0.0835014778668734
L4 IT,IQGAP2,498,0.028486148624860364,0.022780086524059412,0.033,0.02694743020082105,0.022,24,2102,5974,24,-0.00950220644153421,0.021250398141709835,0.11362403130553936
Oligodendrocyte,IQGAP2,498,0.031358198651172016,0.01925569268243427,0.065,0.021474745787588945,0.221,15,150,2240,16,-0.023404341094370968,0.024200862538002604,0.10323753666063823
Astrocyte,LINC02008,498,0.04829402475806724,0.02205485783583238,0.001,0.031469932243765486,0.017,17,369,1720,17,-0.018040457210763777,0.035469472328528845,0.10801800822996133
L2/3 IT,LINC02008,498,0.05056236123210189,0.037498379095415355,0.001,0.040625946227901895,0.001,26,9109,14197,26,0.004052623337541335,0.045676496978939225,0.07838995861995848
L4 IT,LINC02008,498,0.0231417826720038,0.02256348057078609,0.362,0.020790609633190724,0.217,24,3930,5974,24,-0.02068985021684585,0.022630222946341462,0.03568144279369634
Oligodendrocyte,LINC02008,498,0.021734579117096007,0.019184707383453188,0.349,0.012703948477729793,0.492,16,177,2240,16,-0.06270110825409501,0.018708109562862812,0.058595519777115156
Astrocyte,NHSL1,499,0.02198371301916152,0.021705675665185803,0.216,0.017187590092376547,0.584,17,1720,1720,17,-0.00935604435745468,0.015300465219892088,0.03539785173279267
L2/3 IT,NHSL1,499,0.03841909662930576,0.03718984646301203,0.001,0.030694535145999964,0.001,26,14197,14197,26,-0.010314874346774305,0.03082651732411113,0.06742794084459523
L4 IT,NHSL1,499,0.023086672467520206,0.02265540811581657,0.005,0.019595939486661374,0.068,24,5974,5974,24,-0.01635609054937089,0.020371623613095646,0.034439021468708586
Oligodendrocyte,NHSL1,499,0.021658875395699006,0.021479466251108265,0.275,0.013244352207919165,0.009,16,2240,2240,16,-0.008625481063188655,0.011224687367571498,0.03417625959315154
Astrocyte,RGS1,433,-0.00016300126720607069,0.010318672177166999,0.99,0.009090613119479797,0.682,9,19,1720,17,-0.0353464009768775,-0.005133405664047827,0.1536796536796488
L2/3 IT,RGS1,433,0.04060289704057075,0.035523349684721706,0.154,0.04259095417254177,0.032,25,262,14197,26,-0.008665518628768116,0.039995507483128724,0.14506172839506223
L4 IT,RGS1,433,0.025639707966909314,0.021972903738015446,0.297,0.025119939794913768,0.298,23,131,5974,24,-0.014288187275807659,0.024845411847453768,0.10293738581191327
Oligodendrocyte,RGS1,433,0.017562481359772276,0.012001681460227363,0.356,0.012929794753814911,0.51,10,30,2240,16,-0.06501166102372735,-0.0007960852950198516,0.081171917801523
Astrocyte,STON2,496,0.022297703717170977,0.021697099857394916,0.071,0.01798346608979957,0.079,17,1720,1720,17,-0.005528521282708521,0.016609018466433503,0.03614528040522083
L2/3 IT,STON2,496,0.04441570976743278,0.03719249064325853,0.001,0.03592521325496753,0.007,26,6994,14197,26,-0.026596714356430445,0.03902260820443423,0.07469427950904244
L4 IT,STON2,496,0.02503496923472517,0.021848232678868654,0.176,0.01924697287492259,0.505,24,1414,5974,24,-0.0401636209534126,0.020697805186030885,0.07947954421759056
Oligodendrocyte,STON2,496,0.016343786846215486,0.019740391280256234,0.72,0.0030696376534084645,0.917,16,440,2240,16,-0.05917317554338052,0.0002296843234468383,0.0475103198176263
