subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC079163.2,496,0.015181521982819477,0.021036540688109805,0.738,0.013861538906694023,0.679,15,114,1720,17,-0.047469760341536285,0.01849444462432673,0.07889269335677859
L2/3 IT,AC079163.2,496,0.04523330361764666,0.0365855689572675,0.001,0.03809230088223259,0.004,26,5007,14197,26,-0.03724399402937997,0.041218024556112565,0.08671023360206107
L4 IT,AC079163.2,496,0.029644404262932966,0.02274690697154281,0.01,0.027385105025136313,0.008,24,2253,5974,24,-0.004993493856473812,0.030427963017698317,0.051079555831864326
Oligodendrocyte,AC079163.2,496,0.01760367061299236,0.019469942294149042,0.593,0.008722442566014683,0.62,15,119,2240,16,-0.048155439555096845,0.009077363749110359,0.07232136723255025
Astrocyte,ADAMTS6,498,0.02711529625923648,0.02210397333463295,0.132,0.020901852389797942,0.246,17,900,1720,17,-0.02264842767437885,0.026660787734213938,0.040238204840295375
L2/3 IT,ADAMTS6,498,0.043473835450100966,0.03679057736199379,0.001,0.036633091132407716,0.001,26,8517,14197,26,-0.010569482809784217,0.03588098541202413,0.09077276851858222
L4 IT,ADAMTS6,498,0.027090825704224754,0.022524568378376113,0.005,0.02216401388709972,0.104,24,3837,5974,24,-0.03387932159345669,0.023414305405265186,0.059533361445535664
Oligodendrocyte,ADAMTS6,498,0.02792006170290366,0.02114460342943701,0.131,0.02442338759967942,0.044,16,378,2240,16,-0.03157877276731696,0.02586026477464896,0.09784491390501376
Astrocyte,ANKRD1,470,0.002129881680565232,0.023799204124478973,0.957,-0.007805626505968794,0.773,8,25,1720,17,-0.031007751937985172,-0.007346805525237985,0.01201477923498423
L2/3 IT,ANKRD1,470,0.04289119249617066,0.038710128712246224,0.066,0.032355828694450556,0.244,26,1217,14197,26,-0.06355932203389694,0.03325951775218919,0.09217014194349314
L4 IT,ANKRD1,470,0.031042133417838087,0.024293367148983197,0.092,0.022907836582865382,0.274,24,354,5974,24,-0.02737649127677582,0.02994875509062316,0.07775394313884343
Oligodendrocyte,ANKRD1,470,,,,,,0,0,2240,16,,,
Astrocyte,CRHBP,499,0.022947997549850274,0.02165635565966723,0.002,0.018330829721786603,0.009,17,1720,1720,17,-0.005964394499240478,0.017854042218932862,0.03621876476346397
L2/3 IT,CRHBP,499,0.038701042110437636,0.03717813008931209,0.001,0.030892028486218207,0.001,26,14197,14197,26,-0.011503929776065442,0.031087281457687167,0.0681804487097747
L4 IT,CRHBP,499,0.023631656380120058,0.022654398570704788,0.001,0.020062187344829247,0.001,24,5974,5974,24,-0.017150430171564864,0.0215291914045374,0.03651837453104804
Oligodendrocyte,CRHBP,499,0.021004536161760592,0.021489627189037953,0.947,0.012150148213951144,0.68,16,2240,2240,16,-0.0058087015509898175,0.009498477707358184,0.03388406242902893
Astrocyte,GRIK1,498,0.023175995163071176,0.021775027949308436,0.098,0.01847043195605733,0.217,17,1593,1720,17,-0.0030210664021207774,0.014932591665412028,0.038183297791546666
L2/3 IT,GRIK1,498,0.038645430921596814,0.037189437182011724,0.001,0.031868245757052036,0.001,26,13559,14197,26,-0.0037148394923946036,0.0302026219209965,0.06913011449646808
L4 IT,GRIK1,498,0.02124725137631796,0.02260187101936963,0.952,0.01795845282884664,0.935,24,5209,5974,24,-0.025941446620335634,0.020209707002356504,0.040902525486467986
Oligodendrocyte,GRIK1,498,0.017460666977199925,0.0213319191562754,0.927,0.009292841878071076,0.841,16,1536,2240,16,-0.009915447536292457,0.008724232433700732,0.03253043593159061
Astrocyte,LINC01266,499,0.022061017741448245,0.021749421675184063,0.263,0.017961641322497824,0.177,17,1710,1720,17,-0.0052775041376606656,0.01625218977568049,0.03645421082296104
L2/3 IT,LINC01266,499,0.03811687923811861,0.037202780513332444,0.001,0.030670830258560152,0.001,26,14065,14197,26,-0.0077659658923990025,0.030308869417018162,0.06705336414557637
L4 IT,LINC01266,499,0.023190334029943638,0.022661865810121057,0.003,0.019686874931798413,0.043,24,5938,5974,24,-0.018443108892141697,0.020416416383947082,0.036094502013800336
Oligodendrocyte,LINC01266,499,0.02094486082620736,0.02153190168060645,0.613,0.009690717994170584,0.909,16,1811,2240,16,-0.016890143591945583,0.006843589418391239,0.04059935346057211
Astrocyte,MERTK,499,0.022160791886369026,0.02179027113095622,0.197,0.017052247438859608,0.694,17,1719,1720,17,-0.008946355116681615,0.0161784573676192,0.034988650059056034
L2/3 IT,MERTK,499,0.06050529181753346,0.03738760110914982,0.001,0.049843389542537635,0.001,26,9549,14197,26,-0.0029406796282646676,0.052138514871554464,0.10039830227725961
L4 IT,MERTK,499,0.02308988260580337,0.02265044981752566,0.005,0.019666710135977164,0.036,24,5954,5974,24,-0.02035429325861978,0.02131279425023582,0.03655081787672687
Oligodendrocyte,MERTK,499,0.017609814068455007,0.020121773535880242,0.64,0.021974784203377822,0.12,16,198,2240,16,-0.04231141134081765,0.019984437037184728,0.08957441683919647
