subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
L4 IT,PLCE1,496,0.023476752031655397,0.02255632196794698,0.312,0.019796090561947543,0.397,24,4105,5974,24,-0.018942985631581557,0.020879183971691175,0.04081836554225952
Oligodendrocyte,PLCE1,496,0.028830543436428418,0.020000779638835398,0.035,0.02202010087809919,0.05,16,680,2240,16,-0.011197427797657039,0.017988481440557855,0.06185498837123325
Astrocyte,SLC27A6,494,0.011105213680812787,0.020120261200929027,0.933,0.009767048087502896,0.859,17,332,1720,17,-0.04488004067847159,0.009778356192381198,0.04375602371299774
L2/3 IT,SLC27A6,494,0.042794972884957955,0.037418678103222275,0.002,0.0326384253190979,0.109,26,6897,14197,26,-0.032266281464914205,0.03634273470270145,0.08110280331479479
L4 IT,SLC27A6,494,0.019157870677323666,0.022207958300246144,0.903,0.016365591368052303,0.852,24,3039,5974,24,-0.03749414082935879,0.017260129847069074,0.036256390774071626
Oligodendrocyte,SLC27A6,494,0.022166277116849247,0.022823991120773806,0.602,0.00676032598572854,0.916,16,1336,2240,16,-0.028594250173237863,0.007542588393921272,0.037950214528435985
Astrocyte,ZNF208,499,0.023030329129627623,0.02170600552708601,0.001,0.018310510372844327,0.02,17,1720,1720,17,-0.00556454246018568,0.01727971723462477,0.039416277637270646
L2/3 IT,ZNF208,499,0.03852003908837172,0.03717714431388451,0.001,0.030875672436578697,0.001,26,14197,14197,26,-0.010409918166647852,0.030965059814682186,0.06758557906794889
L4 IT,ZNF208,499,0.02315519993429587,0.022667634207544533,0.001,0.019881095022455508,0.001,24,5974,5974,24,-0.014698234615962863,0.02087423526525849,0.034942077105426475
Oligodendrocyte,ZNF208,499,0.021447191787719207,0.021520047658300942,0.568,0.012489061466671482,0.367,16,2240,2240,16,-0.007882355948114041,0.009528020560489424,0.03426666694047448
