subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC012405.1,497,0.023654875281444773,0.02168175829999956,0.001,0.01890523480209676,0.003,17,1703,1720,17,-0.004198138050164461,0.017754039273885813,0.037008789773621924
L2/3 IT,AC012405.1,497,0.04298487858264658,0.036969971316044514,0.001,0.037352078266203,0.001,26,7486,14197,26,-0.0036376037995636303,0.039440777776357946,0.07532589204659854
L4 IT,AC012405.1,497,0.027998973440970503,0.022409300365841763,0.023,0.023130642087066434,0.122,24,2274,5974,24,-0.0627889729500001,0.026163832445578197,0.06226427480469336
Oligodendrocyte,AC012405.1,497,0.014784037640114614,0.018737753376227538,0.704,0.003716032014547049,0.852,14,170,2240,16,-0.05332400047894716,0.0006952127152306713,0.06534472680624075
Astrocyte,AC097528.1,494,0.03757675654007375,0.02106774986730352,0.065,0.0418319616002472,0.028,15,80,1720,17,-0.02615603979451837,0.03664201239162435,0.1458333333333338
L2/3 IT,AC097528.1,494,0.03991986814596984,0.03753854771048131,0.119,0.02987580799401938,0.472,26,4096,14197,26,-0.05276767945546939,0.03274515823914271,0.0771893583303708
L4 IT,AC097528.1,494,0.030685503443218614,0.022750054415106198,0.001,0.023956915374101745,0.046,24,2967,5974,24,-0.03758161003026516,0.023611689399155415,0.07044932671248257
Oligodendrocyte,AC097528.1,494,0.012356857150216477,0.019046976526479315,0.789,0.001669688423254513,0.933,16,150,2240,16,-0.07828273887497024,0.009178883195281186,0.04406188137255793
Astrocyte,AL162493.1,499,0.022211008288137504,0.023755775105524825,0.591,0.01402521917030141,0.653,17,447,1720,17,-0.034153134199194995,0.012371757972819577,0.062240765562147256
L2/3 IT,AL162493.1,499,0.03769199884005235,0.03734520069855441,0.211,0.0297903234434587,0.469,26,12828,14197,26,-0.015648105628205136,0.029935542126077033,0.06834852161529845
L4 IT,AL162493.1,499,0.02527765279267602,0.022684870109094722,0.013,0.021222533753275596,0.037,24,4822,5974,24,-0.01835153242341705,0.02185554137767913,0.04051062038907916
Oligodendrocyte,AL162493.1,499,0.006933733424743934,0.01923292192310535,0.975,0.006127644180558977,0.805,16,256,2240,16,-0.03385499173320508,0.006525760343394022,0.04075853980244677
Astrocyte,CALCR,464,0.014361874068125176,0.022057302322259352,0.705,0.023537340806760537,0.341,10,33,1720,17,-0.020312697525378856,0.0012347400441150346,0.15925017715695042
L2/3 IT,CALCR,464,0.04668347045536405,0.03748912607275806,0.002,0.04168110194516293,0.004,26,967,14197,26,-0.0006935508966624243,0.04263313426711433,0.07004165779168298
L4 IT,CALCR,464,0.024312217048424928,0.02142272266883268,0.257,0.023067284538869543,0.192,24,424,5974,24,-0.029483579694013516,0.025134581252313666,0.09542228950105941
Oligodendrocyte,CALCR,464,0.0386120409303852,0.022380007388677188,0.189,0.055044354048025684,0.038,8,16,2240,16,-0.03973591047766589,0.031027265554966668,0.16302765647743117
Astrocyte,F11-AS1,499,0.022113750114084906,0.021648710555994273,0.09,0.01735404508209507,0.437,17,1717,1720,17,-0.008308704003624025,0.016660941995698633,0.034835978613100615
L2/3 IT,F11-AS1,499,0.04640661604362742,0.0368859288085693,0.001,0.04217948618483415,0.001,26,9074,14197,26,-0.004518064980859373,0.04394999883133009,0.07998870285197597
L4 IT,F11-AS1,499,0.03298564017335206,0.022427483750388735,0.001,0.02625376255376014,0.004,24,3140,5974,24,-0.05135573057821295,0.03213271949699695,0.059803903551250544
Oligodendrocyte,F11-AS1,499,0.020481817267759557,0.02105510011012108,0.521,0.014992959158290223,0.396,15,201,2240,16,-0.02429315462526072,-0.003496935820257119,0.1468386092597077
Astrocyte,KCNIP1,499,0.02233807765865945,0.021681259860729215,0.042,0.017780993337304547,0.165,17,1720,1720,17,-0.009512059737314879,0.018458267275575993,0.03699124765220531
L2/3 IT,KCNIP1,499,0.039697588935395364,0.037192354605894845,0.001,0.03166675990184181,0.001,26,14197,14197,26,-0.013761270349560938,0.03152117313959163,0.06903928869541481
L4 IT,KCNIP1,499,0.0236889548231201,0.02266345449641536,0.001,0.020240123652694522,0.001,24,5974,5974,24,-0.016431721784612344,0.021295283587818892,0.034854902284060664
Oligodendrocyte,KCNIP1,499,0.021615828267085663,0.0214850057640115,0.335,0.012539925998939282,0.287,16,2240,2240,16,-0.007270728537212387,0.009862713739656706,0.03514835373788485
Astrocyte,LINC02196,499,0.02216836701195742,0.02264671120595125,0.583,0.011787134282496373,0.934,17,1307,1720,17,-0.06574758167809427,0.015545850010608332,0.03982763691742349
L2/3 IT,LINC02196,499,0.03779126322359433,0.03715478021862286,0.208,0.030488185487555698,0.234,26,11395,14197,26,-0.02575536840500847,0.030582315350504576,0.06286614461606682
L4 IT,LINC02196,499,0.022186374382236994,0.02266190111281923,0.758,0.018868774660387482,0.78,24,5406,5974,24,-0.01902721587449521,0.019565340031861778,0.0362537753279072
Oligodendrocyte,LINC02196,499,0.016872198467740452,0.020355810868374628,0.685,0.005986840460021699,0.792,16,231,2240,16,-0.08648861879251366,0.006155105134343992,0.07840855015895241
Astrocyte,NPNT,493,0.021244341030630255,0.021748217747634507,0.68,0.01674621943502057,0.747,17,1609,1720,17,-0.006206940368134491,0.015172532365326606,0.03307575100421481
L2/3 IT,NPNT,493,0.044834566276718564,0.03704347311140335,0.001,0.0366042532509212,0.018,26,3091,14197,26,-0.028019390180615715,0.03606640153354854,0.08446512926210742
L4 IT,NPNT,493,0.0330158639143291,0.022876570293298072,0.002,0.028569245420268993,0.006,24,1825,5974,24,-0.031163972919304013,0.026978165538743843,0.068934664956079
Oligodendrocyte,NPNT,493,0.038881021457633995,0.026059648722177607,0.067,0.02737678131917022,0.1,13,120,2240,16,-0.021604938271604254,0.019299357271938246,0.1318838097766505
Astrocyte,ROR1,499,0.022389929245325513,0.02173202840213204,0.034,0.017609263947608145,0.228,17,1720,1720,17,-0.0045385279874215565,0.015769207295079534,0.0350429728459139
L2/3 IT,ROR1,499,0.03857783047317437,0.03718491853980748,0.001,0.030787134792827228,0.001,26,14197,14197,26,-0.012427767008480275,0.03126945682269442,0.06737463206515061
L4 IT,ROR1,499,0.023342305339353834,0.022665892878812356,0.001,0.019792889806256545,0.009,24,5974,5974,24,-0.017927813807573086,0.019807710887036666,0.03550480465784222
Oligodendrocyte,ROR1,499,0.02152102295683154,0.021452551135076218,0.427,0.012825782502906606,0.094,16,2240,2240,16,-0.008662302217506078,0.00919534942539329,0.034363398158036816
Astrocyte,TACR1,496,0.026346194023138206,0.021761255958161276,0.202,0.014279687782938871,0.668,17,598,1720,17,-0.031433947604988854,0.013746317368469077,0.062408584269545354
L2/3 IT,TACR1,496,0.053279475640416726,0.03769239124766945,0.001,0.04112584308382978,0.001,26,8633,14197,26,-0.017133819850077028,0.044252533917177504,0.08411588435573884
L4 IT,TACR1,496,0.023694150744509184,0.022711454429954127,0.248,0.02096453066108642,0.164,24,4480,5974,24,0.0029186642216548625,0.019901502321316693,0.041068240882305075
Oligodendrocyte,TACR1,496,0.025655937361780765,0.02207557998088156,0.127,0.020916096146199277,0.041,16,1304,2240,16,-0.024217055768290422,0.02758202587024689,0.055600418272979256
