subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
L4 IT,KCNH8,498,0.02467025750129947,0.022576882510639315,0.046,0.021124291408978563,0.071,24,4755,5974,24,-0.0053693418646881905,0.020757524105333068,0.0472118865644629
Oligodendrocyte,KCNH8,498,0.02140253284752979,0.021493330465684725,0.615,0.012486588528103141,0.339,16,2240,2240,16,-0.008233222952754575,0.00875903018903728,0.03470304397588102
Astrocyte,LINC02147,499,0.022104026146748355,0.02168959160878438,0.115,0.017527361585242835,0.301,17,1720,1720,17,-0.010191085278783086,0.0174764738667068,0.038094174027101614
L2/3 IT,LINC02147,499,0.038215688956619503,0.037189306784279424,0.001,0.030559975816661165,0.001,26,14197,14197,26,-0.010868082187207521,0.03047634770792183,0.06738436589846503
L4 IT,LINC02147,499,0.02273226094104874,0.022662853558736845,0.317,0.0192047806503845,0.798,24,5974,5974,24,-0.01901372839150305,0.020503333706747763,0.035255492147869015
Oligodendrocyte,LINC02147,499,0.021442782199648135,0.021487804682431638,0.571,0.012661340828327436,0.187,16,2240,2240,16,-0.008625178169371686,0.0094682847397509,0.033969684640223645
Astrocyte,NPFFR2,491,0.026935036167311934,0.01848139387621095,0.226,0.013807774824073804,0.667,13,72,1720,17,-0.04331251118330243,-0.0013136674094002669,0.11090917962430999
L2/3 IT,NPFFR2,491,0.0467272887628261,0.03765873928411156,0.001,0.03596662126203969,0.019,26,4581,14197,26,-0.026928999377158702,0.03636631397905898,0.09197504322666672
L4 IT,NPFFR2,491,0.04252535188836015,0.02242915851751178,0.001,0.03545175569140981,0.001,24,1240,5974,24,-0.04297889246056043,0.03883059156656634,0.08061218952119713
Oligodendrocyte,NPFFR2,491,0.01957701826652491,0.02057256544607889,0.528,0.025475344990765883,0.166,13,57,2240,16,-0.04838434268964752,0.011496669860953131,0.15937500000000396
Astrocyte,RNF220,499,0.022605228676932702,0.02170411873911004,0.01,0.018188741852831855,0.035,17,1720,1720,17,-0.006031120169479759,0.018305740833629732,0.035701844676199045
L2/3 IT,RNF220,499,0.03914437874177336,0.03718889369247592,0.001,0.031301640745193544,0.001,26,14197,14197,26,-0.009590724986042303,0.03106731788750726,0.06865580194465148
L4 IT,RNF220,499,0.023488770477233693,0.022666895747314,0.001,0.020029986547592388,0.001,24,5974,5974,24,-0.01584891763146258,0.020862745814343345,0.03509779246540986
Oligodendrocyte,RNF220,499,0.021927879941087178,0.02148105733994954,0.056,0.012626124666377197,0.224,16,2240,2240,16,-0.010979460692100804,0.010116274856695846,0.03570446916600529
Astrocyte,TAC1,499,0.022621156760799968,0.02167881099286521,0.006,0.018125383761327104,0.041,17,1720,1720,17,-0.006364462248221209,0.015106600923618119,0.03715607370717135
L2/3 IT,TAC1,499,0.038431221217075394,0.037196687633358864,0.001,0.03079851511298239,0.001,26,14197,14197,26,-0.009062899987345227,0.030971650950485596,0.06778773274777405
L4 IT,TAC1,499,0.023112736467556336,0.022656701343013185,0.001,0.019798768575403053,0.005,24,5974,5974,24,-0.014933276108983817,0.020987049678914176,0.035279151135782845
Oligodendrocyte,TAC1,499,0.021883815360488064,0.021493856242100158,0.099,0.012746991016546524,0.153,16,2240,2240,16,-0.0059589158980657584,0.010183380194224578,0.03485535914232861
