subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC002429.2,499,0.021941918460527447,0.02161636759002582,0.168,0.01737152752266978,0.4,17,1717,1720,17,-0.008974546626360266,0.017672682910991614,0.03862108496795346
L2/3 IT,AC002429.2,499,0.038214624464942296,0.03721982569834904,0.001,0.030810125437208628,0.004,26,13795,14197,26,-0.008448506060250839,0.030136626661654783,0.06711223543465089
L4 IT,AC002429.2,499,0.023211620433540688,0.022650151469670678,0.001,0.01984623617659495,0.001,24,5961,5974,24,-0.01733004498533905,0.02128802543439334,0.03419465663075471
Oligodendrocyte,AC002429.2,499,0.02324503326652018,0.021620765277028196,0.103,0.014643985964981985,0.134,16,1975,2240,16,-0.006424694844387589,0.007258459067066696,0.06735903456628527
Astrocyte,AC079793.1,497,0.02232926256379943,0.017912924356536603,0.252,0.023632966821700446,0.204,17,249,1720,17,-0.05422688982147923,0.018682304325442343,0.1060304710607191
L2/3 IT,AC079793.1,497,0.04439968274858756,0.03724261888008096,0.001,0.03449931503969132,0.011,26,9264,14197,26,-0.03218961601190676,0.03144457073566967,0.08441413097755701
L4 IT,AC079793.1,497,0.02750730013108757,0.022431551732935658,0.001,0.023515390352324656,0.01,24,4057,5974,24,-0.009544225000654476,0.02146322453041033,0.055812137730139974
Oligodendrocyte,AC079793.1,497,0.02312626378369339,0.02017131535977735,0.352,0.01272454222718262,0.489,16,144,2240,16,-0.07188523442054029,0.01664743569755732,0.06747541209777187
Astrocyte,ADARB2,498,0.023108791797633095,0.022094749841137594,0.158,0.020785638950409503,0.099,17,1621,1720,17,0.0007794781835304504,0.02050030576263407,0.04706333735419552
L2/3 IT,ADARB2,498,0.03836349177761996,0.037192349999278417,0.001,0.030417274776779777,0.06,26,13307,14197,26,-0.010781007708336914,0.030919866977701493,0.06806797481933834
L4 IT,ADARB2,498,0.02365155510887824,0.022652863168683,0.124,0.020033010828894398,0.179,24,5258,5974,24,-0.013128719380029796,0.01970515080791372,0.03840283944631812
Oligodendrocyte,ADARB2,498,0.021812990887279837,0.02152224118554972,0.175,0.013277002236010757,0.014,16,2240,2240,16,-0.009629875720081445,0.011225613309528688,0.03407068915557857
Astrocyte,AP003464.1,499,0.017751964568325982,0.022041773528013044,0.937,0.011138000699738566,0.957,17,1190,1720,17,-0.05211554599748765,0.016264478546788492,0.04691125894554084
L2/3 IT,AP003464.1,499,0.03829333346299064,0.03720564028218833,0.001,0.030434854681155497,0.036,26,13637,14197,26,-0.011923831397858083,0.030407158840823817,0.06910977856488483
L4 IT,AP003464.1,499,0.022809352888538782,0.022498611616752765,0.406,0.018938608714179836,0.585,24,4595,5974,24,-0.023711148395063227,0.023662399033585878,0.03764632117662132
Oligodendrocyte,AP003464.1,499,0.028467918257660922,0.02175902166993385,0.145,0.016853477523924687,0.266,16,251,2240,16,-0.05063858681553249,0.01767075729692709,0.08568460133751393
Astrocyte,CYSLTR2,460,0.056276396977625695,0.017449309832097727,0.038,0.07455055505323473,0.011,7,12,1720,17,-0.02048393678017828,0.09964155643982911,0.16194968553459513
L2/3 IT,CYSLTR2,460,0.044883696115240734,0.03725685756320311,0.006,0.039277801040123836,0.022,25,911,14197,26,-0.028397388188391656,0.043314800950710025,0.0858875271345943
L4 IT,CYSLTR2,460,0.019415196873324138,0.022814633916371754,0.727,0.016799522942966355,0.634,24,222,5974,24,-0.024215639105778116,0.007950925926237007,0.08278355890051448
Oligodendrocyte,CYSLTR2,460,0.057908839765168085,0.022548001108386062,0.133,0.06061012777405454,0.1,5,7,2240,16,-0.04838709677419355,0.05082400196929518,0.15384615384614844
Astrocyte,HPSE2,499,0.022540995426637955,0.021633949918389135,0.009,0.017996287222515405,0.073,17,1720,1720,17,-0.009028510983508771,0.016112643423922622,0.03652633360892725
L2/3 IT,HPSE2,499,0.038631984046595604,0.03718697677819551,0.001,0.030920361214527965,0.001,26,14197,14197,26,-0.010259044364514852,0.031464517393641776,0.06736678306184306
L4 IT,HPSE2,499,0.023169342669882863,0.0226534554728761,0.001,0.019562054372875868,0.102,24,5974,5974,24,-0.017591292384736,0.02067376546473713,0.03554900906552038
Oligodendrocyte,HPSE2,499,0.02170030436606364,0.021499319732777217,0.265,0.012733171155801071,0.152,16,2240,2240,16,-0.006699081054266565,0.010137875846888515,0.035095168585962525
Astrocyte,LINC01344,499,0.022314133826385953,0.021686100876842574,0.051,0.017849585194570007,0.129,17,1720,1720,17,-0.0032457328148037565,0.018086128088349036,0.037428339963351244
L2/3 IT,LINC01344,499,0.038389342728331804,0.0371900921514257,0.001,0.030613778390033757,0.001,26,14197,14197,26,-0.014454725655664833,0.030826639317688465,0.06758858952142803
L4 IT,LINC01344,499,0.02333174682944541,0.02266138434297204,0.001,0.019876458902747262,0.001,24,5974,5974,24,-0.015686832180019938,0.021248901197873322,0.035241080514446896
Oligodendrocyte,LINC01344,499,0.02123551543881221,0.02149127613064309,0.799,0.011851708023207775,0.905,16,2240,2240,16,-0.009488841374699436,0.009159383916031046,0.03469855484480311
Astrocyte,MIR924HG,495,0.02316062465257898,0.019406314534297826,0.29,0.028882657189401785,0.064,17,284,1720,17,-0.029906217812361958,0.03355367199061153,0.06611047464080833
L2/3 IT,MIR924HG,495,0.0466637981981681,0.037195710504058746,0.001,0.03688348528467696,0.003,26,6611,14197,26,-0.06387791650260481,0.03887275388644251,0.07744191130727648
L4 IT,MIR924HG,495,0.03654109393927682,0.022383359473245715,0.001,0.03134105550832093,0.001,24,2685,5974,24,-0.021422227578159175,0.03569673847374495,0.08211786342801264
Oligodendrocyte,MIR924HG,495,0.03185558177913146,0.023275031521028982,0.101,0.01096621655317791,0.581,16,187,2240,16,-0.06552485161993668,0.01645691421366692,0.0707590618113604
Astrocyte,PRELID2,499,0.02207515101523107,0.021760812926904672,0.237,0.017717786683458775,0.186,17,1696,1720,17,-0.01080791038669883,0.015962548234938423,0.03917393580719797
L2/3 IT,PRELID2,499,0.038327017320342334,0.03718532093696076,0.001,0.030469924665219028,0.001,26,14197,14197,26,-0.015075104691591979,0.03062378652061338,0.06724487719587192
L4 IT,PRELID2,499,0.023399294488158553,0.022656614946259035,0.001,0.019802950202118974,0.029,24,5854,5974,24,-0.016441102873312692,0.02117801972405949,0.03578380055112129
Oligodendrocyte,PRELID2,499,0.021589146440024083,0.021566372597128205,0.485,0.012215364327767386,0.532,16,2023,2240,16,-0.009221619533117644,0.007550903846271979,0.03698651644697539
Astrocyte,SLCO1A2,494,0.026314266177028596,0.020237323959690436,0.143,0.02262790464099977,0.214,17,513,1720,17,-0.014837161696808144,0.02477630830343801,0.07214929550148672
L2/3 IT,SLCO1A2,494,0.03873240773449441,0.03694941652511529,0.18,0.028897975656340467,0.648,26,4845,14197,26,-0.04557460106266783,0.03318618122522067,0.06877727363231617
L4 IT,SLCO1A2,494,0.02119968083556001,0.02244999769169184,0.659,0.015428315929910957,0.894,24,1586,5974,24,-0.055884055125114296,0.02221005974677659,0.042896627350115374
Oligodendrocyte,SLCO1A2,494,0.021638706949480266,0.021496775528261385,0.331,0.012571664876510385,0.267,16,2240,2240,16,-0.006649899973986843,0.010179982708731468,0.03489791531713205
