subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC022523.1,499,0.02240399910667913,0.021681383400120612,0.015,0.017901398198208913,0.062,17,1720,1720,17,-0.006310193841482954,0.017104364163435252,0.03643155975587807
L2/3 IT,AC022523.1,499,0.03832264502641369,0.03717227613411815,0.001,0.030772324851372438,0.001,26,14197,14197,26,-0.009859767612675043,0.030518946994123997,0.0671999614757354
L4 IT,AC022523.1,499,0.023180718365461848,0.022653023595139522,0.002,0.019694426407337925,0.018,24,5974,5974,24,-0.016676255542940676,0.020971543805396134,0.03557740762012316
Oligodendrocyte,AC022523.1,499,0.021339795271707974,0.02150119514715208,0.735,0.011993323656101857,0.845,16,2240,2240,16,-0.00867391593455893,0.010361432425857166,0.03479107957589602
Astrocyte,AC113137.1,493,0.030376434997497787,0.02289900679271404,0.215,0.015396363092337292,0.623,15,80,1720,17,-0.04431045977399945,0.012639518538512915,0.10215208212043589
L2/3 IT,AC113137.1,493,0.06226095689873253,0.03733417428194847,0.001,0.052620530784117575,0.001,26,5141,14197,26,0.002951025934940475,0.05236073115506358,0.09405763604444646
L4 IT,AC113137.1,493,0.03319424739465744,0.022189523265063515,0.001,0.03146333105535567,0.001,24,1785,5974,24,-0.0171741653109,0.031326976614923153,0.08302797432393648
Oligodendrocyte,AC113137.1,493,0.031627274242235125,0.021906410227766827,0.081,0.017909796504257156,0.224,16,234,2240,16,-0.037292932442705776,0.019602131750674053,0.05953017127720377
Astrocyte,AL392172.2,470,0.011297942403357008,0.01672083312892275,0.676,0.005954996754972447,0.796,11,56,1720,17,-0.03527194376363074,-0.0033594071967105064,0.1063366664808402
L2/3 IT,AL392172.2,470,0.0422769275275576,0.03781772584394158,0.06,0.0346383729912343,0.135,26,1188,14197,26,-0.03888888888888917,0.04067813781168883,0.0892019801412549
L4 IT,AL392172.2,470,0.030825204737369317,0.021786588197079664,0.034,0.029043453635323593,0.04,24,311,5974,24,-0.05396158925113009,0.03150113912328749,0.07278008260015317
Oligodendrocyte,AL392172.2,470,0.009059365571929741,0.018567636249096433,0.842,0.009079186853752268,0.571,13,64,2240,16,-0.058767797610909056,-0.007570667794176809,0.12903225806451613
Astrocyte,CERNA2,499,0.022482472870185847,0.021702147238043902,0.016,0.018022101844617916,0.061,17,1720,1720,17,-0.010203946304090791,0.01730346490330212,0.037667988655727264
L2/3 IT,CERNA2,499,0.03832220992283238,0.037187892127272956,0.001,0.03061562074355314,0.001,26,14197,14197,26,-0.012125652372726732,0.030538764462089973,0.06736130119794526
L4 IT,CERNA2,499,0.023222321370194737,0.02266508799263486,0.001,0.01979554174950141,0.009,24,5974,5974,24,-0.014499019084854445,0.02063762203866426,0.03448641295215516
Oligodendrocyte,CERNA2,499,0.02186560663833126,0.02149898267463994,0.135,0.013238535886296877,0.013,16,2240,2240,16,-0.006821589569766604,0.009471964511571248,0.03466893809301466
Astrocyte,FMO2,435,0.005967421015228403,0.019410231235742183,0.98,0.0019873192596460403,0.966,16,209,1720,17,-0.037301046399599025,-0.002654015356312999,0.058804342292345164
L2/3 IT,FMO2,435,0.0502195192643659,0.035836027996686864,0.003,0.05519136496902979,0.001,24,291,14197,26,-0.007446839404311958,0.05292745875453074,0.15921409214092866
L4 IT,FMO2,435,0.024304409917130558,0.022673307159170736,0.371,0.020643752255192164,0.426,23,181,5974,24,-0.05114685130794818,0.011350461214883265,0.14814814814814206
Oligodendrocyte,FMO2,435,0.08481608406020275,0.013077183331510023,0.024,0.07731837705504285,0.028,3,5,2240,16,-0.024999999999997597,0.0958440200540176,0.16111111111110857
Astrocyte,LINC00395,472,0.014845200940622551,0.022484294260084484,0.687,0.005719796692490377,0.799,10,41,1720,17,-0.03685603243806127,-0.009206349206348366,0.0718877786801498
L2/3 IT,LINC00395,472,0.04341790835273913,0.042875611335715956,0.423,0.027948377995959565,0.644,26,1532,14197,26,-0.022830293360051653,0.028260319233262558,0.08387700879494941
L4 IT,LINC00395,472,0.025409422938279577,0.02266026124986256,0.293,0.020894436656780525,0.371,24,290,5974,24,-0.026441973933528595,0.01616123913080588,0.07887430821854541
Oligodendrocyte,LINC00395,472,0.02439861879621567,0.02868409634318334,0.686,0.018420899429214363,0.395,10,142,2240,16,-0.022727272727272065,0.016126269909272843,0.06842671773453989
Astrocyte,LINC02694,498,0.02663400779824469,0.021188833691040836,0.168,0.025139944653574664,0.121,17,512,1720,17,-0.0203256962247048,0.0246335378540949,0.08626908633698924
L2/3 IT,LINC02694,498,0.03804182439216693,0.03722157856387836,0.001,0.030658298819048836,0.007,26,13499,14197,26,-0.011006857555054272,0.03101521337150677,0.06673132910184716
L4 IT,LINC02694,498,0.022548336425691453,0.02268946749458993,0.613,0.019281594142426754,0.539,24,5604,5974,24,-0.014798159285306362,0.020798453270699097,0.0346062200375319
Oligodendrocyte,LINC02694,498,0.021415356169882938,0.024107567783844583,0.682,0.01209810835646543,0.48,16,472,2240,16,-0.056756045847026884,0.020638945683293997,0.05573097298794033
Astrocyte,PAWR,497,0.02955089404047298,0.02129630061349446,0.004,0.023677950043498572,0.043,17,1139,1720,17,-0.021451609520298346,0.027109250095934703,0.0557348655419533
L2/3 IT,PAWR,497,0.0438473142526906,0.03643976397576892,0.001,0.035433269412607715,0.011,26,6106,14197,26,-0.031336497343235827,0.036812604969542626,0.0785965159953765
L4 IT,PAWR,497,0.027577699199025918,0.02247365263786176,0.002,0.025025966422520234,0.002,24,4063,5974,24,-0.01897406217502777,0.027444177297714457,0.05553471834136487
Oligodendrocyte,PAWR,497,0.01165962652366571,0.020293498210689882,0.884,0.0017442036734767606,0.932,15,173,2240,16,-0.05162163155920913,0.0033262387900073725,0.03411681974038585
Astrocyte,SEMA3E,499,0.02244928816869284,0.0217171969570831,0.025,0.01756702835837745,0.276,17,1720,1720,17,-0.0063763749241617365,0.016576345205041636,0.03567212583837323
L2/3 IT,SEMA3E,499,0.03864020601849368,0.037191620103354875,0.001,0.030855029163836086,0.001,26,14197,14197,26,-0.013508170329550241,0.030761154475840435,0.06737599059571271
L4 IT,SEMA3E,499,0.023134643802535042,0.02267615239353172,0.003,0.019596857493081436,0.086,24,5974,5974,24,-0.0170669025909089,0.020358653680715745,0.034718781054751256
Oligodendrocyte,SEMA3E,499,0.021728057465341843,0.02147871764934807,0.214,0.01271985465046066,0.128,16,2240,2240,16,-0.00637572715121921,0.009222833530297701,0.03516951999230713
Astrocyte,TNC,499,0.022912807822412097,0.021719435708018455,0.002,0.018052768967809954,0.058,17,1720,1720,17,-0.005291407804929259,0.017171822285464582,0.035611358246977476
L2/3 IT,TNC,499,0.03839875335886263,0.037193683180623355,0.001,0.03074979967988273,0.001,26,14197,14197,26,-0.011262603517634027,0.030631158590596053,0.06749284871026655
L4 IT,TNC,499,0.023248085101137305,0.022667174937069823,0.001,0.019775618921367973,0.007,24,5974,5974,24,-0.017819336937126902,0.021454926314605383,0.034792296068493024
Oligodendrocyte,TNC,499,0.021536387822732272,0.021476190261164402,0.406,0.012047163945142814,0.769,16,2240,2240,16,-0.006557975728885557,0.008798229116249598,0.03523679426592337
