subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC016687.3,496,0.008762425614759333,0.01899667983386588,0.869,0.00798161142491171,0.868,15,88,1720,17,-0.046128486858421545,0.006094432698468631,0.056943158156258715
L2/3 IT,AC016687.3,496,0.040957418548922785,0.0373385573843766,0.023,0.03184595100667686,0.206,26,4965,14197,26,-0.021290131111692104,0.03306537029008673,0.07346832768640765
L4 IT,AC016687.3,496,0.029126984779513587,0.02265535949936932,0.001,0.025288798564415422,0.001,24,5447,5974,24,-0.018812208279708535,0.02801045413960951,0.04382823123546194
Oligodendrocyte,AC016687.3,496,0.029701728709662006,0.019912925589184203,0.154,0.016690635777096417,0.396,14,80,2240,16,-0.06967265553161396,0.014772223467272777,0.09330255670825142
Astrocyte,AC105402.3,499,0.02107291662724423,0.01897490458349725,0.278,0.020824413731651146,0.177,17,862,1720,17,-0.00471829645436983,0.020168128162432068,0.05097319795721179
L2/3 IT,AC105402.3,499,0.038291425402731366,0.037169781813673995,0.001,0.030366669004561413,0.004,26,13864,14197,26,-0.014037592087500108,0.03009048773652559,0.07134229008564817
L4 IT,AC105402.3,499,0.022799294952373313,0.022666624293074797,0.217,0.019380641779602494,0.441,24,5947,5974,24,-0.01533870955754106,0.019860783510442622,0.03448282723917907
Oligodendrocyte,AC105402.3,499,0.018943190896160055,0.021450326682815116,0.84,0.011375046322281784,0.613,16,1547,2240,16,-0.0148337852927099,0.011588912694692404,0.04020325608083524
Astrocyte,AL355612.1,495,0.04224600091625342,0.0214697202340229,0.002,0.034811444593406224,0.006,17,511,1720,17,-0.020590697429534295,0.04125810246079721,0.08875490012115692
L2/3 IT,AL355612.1,495,0.04406757228129978,0.03728087715787268,0.001,0.035073165788778185,0.003,26,9626,14197,26,-0.033081551829357785,0.03952168188469831,0.07114161259288662
L4 IT,AL355612.1,495,0.02542347310114367,0.02238515048059714,0.151,0.021144628761940825,0.294,24,1866,5974,24,-0.05827252663449565,0.025533552177328826,0.055110533604735876
Oligodendrocyte,AL355612.1,495,0.008655967948133947,0.021158440485244154,0.971,-0.0018992799938244275,0.943,16,249,2240,16,-0.07133520027266398,0.004705070280947606,0.060236688577299295
