subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC008825.1,491,0.015617978752039149,0.016733679864584145,0.542,0.008262858750008257,0.811,16,145,1720,17,-0.04956683337564029,0.010244845433284144,0.08638856399900716
L2/3 IT,AC008825.1,491,0.04400601629017252,0.03638541750944894,0.001,0.03576768248351034,0.015,26,5462,14197,26,-0.009472344096020567,0.03733971712369461,0.08126918311173058
L4 IT,AC008825.1,491,0.027568147092223154,0.02202331274507944,0.014,0.02413306758290104,0.068,24,2243,5974,24,-0.03576321892388799,0.026409710280693496,0.06416801534627364
Oligodendrocyte,AC008825.1,491,0.017430897768375808,0.020237692693816166,0.644,0.00832204306041751,0.688,16,174,2240,16,-0.049281576849188186,0.011199036263135861,0.048373852438591596
Astrocyte,AC093898.1,497,0.01624684351085503,0.01953097400821757,0.675,0.011436278459531908,0.864,15,248,1720,17,-0.015378872793099357,0.012527733529997925,0.05309803141264036
L2/3 IT,AC093898.1,497,0.041305766085804,0.037216006399632656,0.019,0.033565376441148036,0.071,26,5040,14197,26,-0.055313578835407426,0.03534910499928426,0.07583431659103435
L4 IT,AC093898.1,497,0.03523910319866358,0.022284848326269258,0.001,0.03092656937432142,0.001,24,2087,5974,24,-0.012150374807473961,0.031534424836270544,0.07263127391480523
Oligodendrocyte,AC093898.1,497,0.02102813236996039,0.020052292764479594,0.426,0.017810580898809457,0.232,16,278,2240,16,-0.048976837149054375,0.02166054921152408,0.08346407099475897
Astrocyte,AL137139.2,499,0.02259757074273356,0.021701084168369508,0.005,0.017808388777741505,0.139,17,1720,1720,17,-0.010564480876953063,0.01633234514702365,0.03748939309645888
L2/3 IT,AL137139.2,499,0.03910935352629195,0.037197129191897146,0.001,0.0312584946794959,0.001,26,14197,14197,26,-0.011705538820219257,0.03213638371703606,0.06855648127501314
L4 IT,AL137139.2,499,0.02358889841727559,0.0226716041477828,0.001,0.0200706401843268,0.001,24,5974,5974,24,-0.015679330846375652,0.02172715691506376,0.034843443428001976
