subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC018680.1,496,0.021264708992754695,0.024227309354095006,0.656,0.012792773771211245,0.696,17,278,1720,17,-0.038161820830882556,0.021090904149593963,0.0705124012414554
L2/3 IT,AC018680.1,496,0.04201523350897264,0.037878051030575136,0.013,0.03170626138603088,0.226,26,5477,14197,26,-0.025970702603269433,0.03634311076808775,0.07591407309891192
L4 IT,AC018680.1,496,0.025823963488136387,0.022774836978959184,0.076,0.02094419672655412,0.225,24,3382,5974,24,-0.009342278320630677,0.022991026876948067,0.042701384888329696
Oligodendrocyte,AC018680.1,496,0.03092319246190209,0.02193440534477551,0.151,0.02861489614462504,0.127,13,75,2240,16,-0.03316491672221642,0.030268915968393508,0.1522435897435843
Astrocyte,AC109466.1,499,0.021136155416888094,0.02111973942094617,0.48,0.015302527155765626,0.678,17,1093,1720,17,-0.028484354621504004,0.017457448882602943,0.046467553921729646
L2/3 IT,AC109466.1,499,0.03802191049845641,0.03720622212093348,0.001,0.030312534061371747,0.001,26,14163,14197,26,-0.01339810422470245,0.030829319360833617,0.06714944216430972
L4 IT,AC109466.1,499,0.023239747800713716,0.02269322446681527,0.001,0.019717237086174243,0.017,24,5972,5974,24,-0.014958945526725529,0.020867313954023504,0.03571729758632419
Oligodendrocyte,AC109466.1,499,0.023849909471794925,0.02132577038934947,0.207,0.016182729918599814,0.124,16,1406,2240,16,-0.017101665182500784,0.009877706516161594,0.04937388907269738
Astrocyte,AL356108.1,499,0.02298298397893425,0.020652524045997055,0.316,0.013983623772185552,0.705,17,619,1720,17,-0.05613104258874278,0.02130507422440032,0.08205523340863108
L2/3 IT,AL356108.1,499,0.044322567880818745,0.03741401694318121,0.001,0.03410172118001689,0.018,26,8151,14197,26,-0.03155475386482856,0.03895454626465498,0.07554855253080256
L4 IT,AL356108.1,499,0.023206242566944254,0.022582237067073654,0.343,0.020191808092490934,0.337,24,4249,5974,24,-0.012477807235382195,0.019912035229128516,0.043583296089564814
Oligodendrocyte,AL356108.1,499,0.015547393520274932,0.0186669729927956,0.666,0.011982292134970922,0.481,16,189,2240,16,-0.041832455760280066,0.013945738103054963,0.07416677319354456
Astrocyte,CCN2,476,0.016633895242988146,0.02108363681684054,0.662,0.026802101142708187,0.177,16,80,1720,17,-0.04324471559825419,0.01832947892966512,0.1526717557251928
L2/3 IT,CCN2,476,0.044442812766012474,0.03475634585617029,0.006,0.04045756126215005,0.026,25,428,14197,26,-0.0036837816691269874,0.036859863037547735,0.08687026797604581
L4 IT,CCN2,476,0.0343589762126375,0.022127637807372733,0.004,0.0318552937174821,0.005,24,544,5974,24,-0.02325581395348905,0.031947308124297746,0.10846195640773493
Oligodendrocyte,CCN2,476,0.039270152321823674,0.023802686187827035,0.069,0.03463026350306197,0.053,13,56,2240,16,-0.02651515151515084,0.04769548909174049,0.14814814814814864
Astrocyte,FBXL7,499,0.02251227060010206,0.021738740982835576,0.03,0.017994640778908146,0.076,17,1720,1720,17,-0.006415024610426041,0.01644517572782968,0.03685821655717398
L2/3 IT,FBXL7,499,0.03992282734402698,0.03703021758927908,0.001,0.031232639626429408,0.066,26,12061,14197,26,-0.03232605713754529,0.0315915342319549,0.07281458873236656
L4 IT,FBXL7,499,0.0239653003686125,0.022417397543915023,0.15,0.02029862373376168,0.271,24,4288,5974,24,-0.029361251433943927,0.0213962537657141,0.043878439991446784
Oligodendrocyte,FBXL7,499,0.02119502191624185,0.021494039325097258,0.82,0.011597287202454943,0.963,16,2240,2240,16,-0.013367661920711824,0.008385154438024959,0.03509714127597782
Astrocyte,LHFPL3,497,0.02792714747982805,0.021753898543416385,0.065,0.025505272747080338,0.062,17,895,1720,17,-0.015077888689193754,0.020106777334940627,0.12164135149216666
L2/3 IT,LHFPL3,497,0.038812510182996585,0.03713134703231532,0.003,0.030197219666444706,0.286,26,12021,14197,26,-0.017450756343411433,0.030096709737200154,0.0713144174099554
L4 IT,LHFPL3,497,0.021503394499021666,0.02253500835505512,0.792,0.01779067021736788,0.909,24,4745,5974,24,-0.019951395458314494,0.019468396477587746,0.03636379762850159
Oligodendrocyte,LHFPL3,497,0.02415710234416256,0.021922298461905652,0.2,0.01645555642110092,0.134,16,1538,2240,16,-0.026423434296186613,0.019284473347051197,0.0720060895338204
Astrocyte,LINC02307,497,0.038245824260799095,0.019410365080757958,0.001,0.03177217316876548,0.017,17,414,1720,17,-0.016291772475140846,0.022794711292333836,0.10155730467302324
L2/3 IT,LINC02307,497,0.049561903820538294,0.03713297254855976,0.001,0.038071148588859065,0.001,26,8853,14197,26,-0.03805569480061974,0.04066610581567494,0.08718009406353733
L4 IT,LINC02307,497,0.0248974044576583,0.022620750099320297,0.059,0.021940230216655986,0.061,24,4304,5974,24,0.002092063950345589,0.022565290475318953,0.042937090953913064
Oligodendrocyte,LINC02307,497,0.017279250521371033,0.02111472092940606,0.721,0.008686477223481488,0.681,16,228,2240,16,-0.045970683172336775,0.011515218139724805,0.04858440810770047
Astrocyte,NXPH2,499,0.022339769867702388,0.021734202900829707,0.048,0.017421572507598335,0.383,17,1720,1720,17,-0.01319246466005589,0.015572093633496922,0.035126577384350065
L2/3 IT,NXPH2,499,0.0385117040954085,0.03718564826261969,0.001,0.03083590887261478,0.001,26,14197,14197,26,-0.011855801792144243,0.030905291029386404,0.06754633647299971
L4 IT,NXPH2,499,0.023119625706397806,0.022645921515959122,0.002,0.019652524727177267,0.03,24,5974,5974,24,-0.017825173872291322,0.020425187919786956,0.03496384173806654
Oligodendrocyte,NXPH2,499,0.021556108054941285,0.021500717676215746,0.44,0.012963576726597512,0.054,16,2240,2240,16,-0.005942405789552728,0.010930028582303906,0.03442525636250214
Astrocyte,SAMD3,498,0.029843147638659036,0.020978175224779325,0.058,0.022474526226922687,0.204,17,548,1720,17,-0.02343661677691347,0.025498330332470356,0.06250644990964181
L2/3 IT,SAMD3,498,0.038296791271546046,0.03718968609951979,0.005,0.030511910787290444,0.041,26,13034,14197,26,-0.014148813348037415,0.02968436713691886,0.06758316579103299
L4 IT,SAMD3,498,0.02320464921244515,0.02237181818928744,0.343,0.018925729093148894,0.547,24,3506,5974,24,-0.021486490235801473,0.018772381906136802,0.04137990375736579
Oligodendrocyte,SAMD3,498,0.01799593416642108,0.02185703549775215,0.726,0.006667650352503277,0.769,16,225,2240,16,-0.05328844923683308,0.003159217163121864,0.06473452693054571
Astrocyte,THEMIS,495,0.019806378740107444,0.02158082034708287,0.606,0.022551324393790966,0.25,17,215,1720,17,-0.032998690009946506,0.032216913285128296,0.06339730261687132
L2/3 IT,THEMIS,495,0.06339098951226844,0.03695752130060923,0.001,0.049545475473979625,0.001,26,5809,14197,26,-0.035582194837569504,0.05576771098063561,0.09590729763210422
L4 IT,THEMIS,495,0.025556409573348537,0.022672328387235242,0.016,0.023058572611988386,0.014,24,4641,5974,24,0.002564784111502339,0.024345266198809834,0.03857493643965596
Oligodendrocyte,THEMIS,495,0.01936087759580573,0.02172063504418623,0.866,0.012179842755521482,0.528,16,1731,2240,16,-0.02006899297975961,0.007615568833273259,0.044519645437214
