subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Oligodendrocyte,ENPP2,498,0.021295778538039052,0.02148543657073183,0.718,0.011813255922224038,0.896,16,2240,2240,16,-0.011816392403338363,0.008478089449046806,0.035200333848367245
Astrocyte,IL1RL1,362,,,,,,0,0,1720,17,,,
L2/3 IT,IL1RL1,362,0.05348622737532444,0.03829089200592699,0.005,0.04184320332060139,0.096,23,150,14197,26,-0.027777777777777096,0.03967492239296717,0.10718429393517559
L4 IT,IL1RL1,362,0.024971288920897984,0.022235762173567028,0.383,0.025246644243108442,0.314,22,56,5974,24,-0.020530125971077343,-0.00307100307099253,0.15887850467289905
Oligodendrocyte,IL1RL1,362,,,,,,0,0,2240,16,,,
Astrocyte,LINC01885,498,0.005189212473026349,0.02122365090357523,0.981,-0.007626509721321817,0.852,17,143,1720,17,-0.056599521209366836,-0.00032429584900660997,0.04885963339617286
L2/3 IT,LINC01885,498,0.05132536370606226,0.03731768602246512,0.001,0.042644783993554536,0.001,26,9108,14197,26,0.014496963497002153,0.038165674565133444,0.08638392849589865
L4 IT,LINC01885,498,0.031125962686679356,0.022670578228162094,0.001,0.02761574549513157,0.003,24,2635,5974,24,-0.006472143926559076,0.031054410056281324,0.06607740487663963
Oligodendrocyte,LINC01885,498,0.020819999189257723,0.02363829265719429,0.621,0.00808563119926137,0.69,14,72,2240,16,-0.0712121708539084,0.012875025286576483,0.05105439951682208
Astrocyte,NDST4,492,0.01590616754710017,0.02403979011316567,0.829,0.01874117823690815,0.502,15,131,1720,17,-0.03831226406392925,0.005695713221477083,0.15708812260536162
L2/3 IT,NDST4,492,0.04104258929562367,0.03736042316983121,0.03,0.0323410817653978,0.18,26,4664,14197,26,-0.013252968184378603,0.030972308193726737,0.08800578307511042
L4 IT,NDST4,492,0.021278025803178027,0.02151828601935654,0.514,0.019689754262904573,0.419,24,1452,5974,24,-0.012593148980676152,0.016800392226434868,0.04296409055928582
Oligodendrocyte,NDST4,492,0.01803171202023285,0.019525144802431893,0.585,0.004448878304014381,0.857,16,244,2240,16,-0.04115025474799412,0.009509124370766408,0.07291204613518396
Astrocyte,RELN,496,0.02022674835171339,0.01997794970849187,0.483,0.019677283192102622,0.326,17,574,1720,17,-0.03396768112218707,0.020734815678674294,0.07206210079625891
L2/3 IT,RELN,496,0.03873951852576054,0.037141714993759956,0.005,0.030255721312623256,0.276,26,11751,14197,26,-0.018121594686922336,0.03333607661003689,0.0735838838569098
L4 IT,RELN,496,0.024368170956496595,0.02264736331709006,0.171,0.022013717748619332,0.125,24,3991,5974,24,-0.010624579617831732,0.02145320275927403,0.05353865605161745
Oligodendrocyte,RELN,496,0.0217230445534642,0.02153079511766841,0.416,0.01213952528775477,0.549,16,2029,2240,16,-0.008764314201434092,0.011566817987531626,0.035322502647573896
Astrocyte,SRGN,486,0.01656462625240387,0.023301248306381438,0.8,0.007493329695268832,0.866,16,154,1720,17,-0.05499350038850027,-0.0028993934112802864,0.10664659537379845
L2/3 IT,SRGN,486,0.037079853428206966,0.035692884296812555,0.265,0.030908090277688764,0.34,26,2599,14197,26,-0.008324194700754869,0.030726457081566398,0.08213350989590995
L4 IT,SRGN,486,0.02144065579641836,0.02183020108509218,0.538,0.0221506940846757,0.24,24,868,5974,24,-0.03271466856681287,0.015925736553663222,0.09126929277352011
Oligodendrocyte,SRGN,486,0.032335846515002875,0.017622736502104424,0.05,0.036585029017090466,0.015,15,108,2240,16,-0.024999999999997597,0.01888765083456481,0.15555555555555808
