subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC011246.1,499,0.02080418037930445,0.02057002902522078,0.481,0.02253098097155567,0.155,17,770,1720,17,-0.01649135431033067,0.02409469899526789,0.06979293055852238
L2/3 IT,AC011246.1,499,0.03867395313297782,0.03725992776350231,0.001,0.030960766159526067,0.001,26,14183,14197,26,-0.009549112046929173,0.03078625361450339,0.06771289681737262
L4 IT,AC011246.1,499,0.023066985363637497,0.022663199259787346,0.082,0.01935520000628499,0.455,24,5801,5974,24,-0.021977049899934046,0.020217360561447992,0.034856644249436755
Oligodendrocyte,AC011246.1,499,0.029968143233952763,0.020677929474407993,0.018,0.019359250279863127,0.09,16,890,2240,16,-0.022768582474136257,0.016507309484579107,0.052055599174590766
Astrocyte,AC097512.1,498,0.013256370005879781,0.01850133638619594,0.76,0.009858080757864514,0.829,17,223,1720,17,-0.043897848599378814,0.014839039223007874,0.05766861252275984
L2/3 IT,AC097512.1,498,0.042401189086618225,0.03715215523054433,0.001,0.033682940268401865,0.001,26,13376,14197,26,-0.014289775637501657,0.034795469408386626,0.07025031522010566
L4 IT,AC097512.1,498,0.024712927142241048,0.022693477828143297,0.003,0.02087512298007063,0.008,24,5501,5974,24,-0.01692457708741065,0.020658468675944234,0.037960157189679496
Oligodendrocyte,AC097512.1,498,0.049011365726717125,0.02584123284046736,0.001,0.01950183509123576,0.212,15,285,2240,16,-0.029360282543085054,0.021665061739719407,0.08425929527900598
Astrocyte,AL160272.1,494,0.022577505596354068,0.021697738813934248,0.02,0.01810525834500768,0.093,17,1720,1720,17,-0.0044334918656224525,0.01950246418937672,0.03718630473548033
L2/3 IT,AL160272.1,494,0.03828670658146528,0.037382642569358686,0.343,0.026095777462738792,0.889,26,3251,14197,26,-0.062357519791201306,0.029484862540845654,0.06715058566401125
L4 IT,AL160272.1,494,0.03022286826682424,0.022334803107123196,0.017,0.024483965921569595,0.091,24,978,5974,24,-0.042140328388380395,0.018249916204931695,0.06071464098680219
Oligodendrocyte,AL160272.1,494,0.018228384592311967,0.02188084054983821,0.975,0.008208441915172166,0.89,16,1817,2240,16,-0.010985341003667866,0.009293826860090964,0.03572284305086639
Astrocyte,C7,499,0.022170252924252194,0.021666395684686236,0.1,0.017561129703784928,0.278,17,1720,1720,17,-0.007138188651627351,0.016103562437457804,0.03809386576504363
L2/3 IT,C7,499,0.03908698818423888,0.037184328746879165,0.001,0.03123530966872593,0.001,26,14197,14197,26,-0.010424699079249094,0.03129786265850514,0.06822183043311802
