subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC018742.1,496,0.009548161167627668,0.018872086652561567,0.854,0.007193402305359298,0.857,16,121,1720,17,-0.04065148170387767,0.01549420709299077,0.06922226942826727
L2/3 IT,AC018742.1,496,0.0637528782160435,0.03704613384415716,0.001,0.05512443497579745,0.001,26,5474,14197,26,0.015687005041477617,0.05976430668495504,0.1099754173747257
L4 IT,AC018742.1,496,0.026105707580410222,0.02237473780199572,0.062,0.0240253986427801,0.044,24,3004,5974,24,-0.012358244075401346,0.020640667417477693,0.04338049328697487
Oligodendrocyte,AC018742.1,496,0.020285807073244552,0.02029959871684534,0.501,0.007611360748615681,0.776,16,686,2240,16,-0.03159478694440342,0.006193303061148504,0.04200819371206076
Astrocyte,AC109492.1,493,0.025310857298159583,0.021626056115264365,0.188,0.02294126648352176,0.139,17,909,1720,17,-0.015111862443588031,0.025550700245206222,0.10002065430201848
L2/3 IT,AC109492.1,493,0.05453233184559582,0.03781467769955511,0.001,0.041805566110638244,0.001,26,4700,14197,26,-0.05514243153274071,0.045592485643074075,0.07958672185065911
L4 IT,AC109492.1,493,0.020361548246914246,0.021871051054502846,0.702,0.016344664400655334,0.81,24,2090,5974,24,-0.0316987433930988,0.020507837331010283,0.0660955105756237
Oligodendrocyte,AC109492.1,493,0.018720358544955677,0.020910524555268657,0.705,0.014319272324898418,0.32,16,1204,2240,16,-0.028208269641335847,0.01984282552905796,0.04092433428495294
Astrocyte,AL356295.1,499,0.02833853433029566,0.021802314661526528,0.092,0.021351633842335276,0.226,17,611,1720,17,-0.014580936543283822,0.02199973793010209,0.05657917205665582
L2/3 IT,AL356295.1,499,0.038152021335690206,0.0371749910779677,0.001,0.030591148588586133,0.004,26,14003,14197,26,-0.013110312888901349,0.03019803571038219,0.06679267648116576
L4 IT,AL356295.1,499,0.024183274773321103,0.022651144780950823,0.001,0.020578373423132255,0.002,24,5728,5974,24,-0.015730277814700735,0.02030222460165325,0.03614559932119565
Oligodendrocyte,AL356295.1,499,0.015821216652608366,0.01913316187129413,0.701,0.009802374047763334,0.582,16,447,2240,16,-0.0132307568454379,0.006634313707597653,0.04265628888748565
Astrocyte,CCN4,499,0.022019716172954163,0.021667849250011625,0.205,0.01726524282946824,0.509,17,1720,1720,17,-0.008159218611308831,0.016208434522652974,0.03580920643598577
L2/3 IT,CCN4,499,0.03971857017121986,0.03719527846151527,0.001,0.03174729351844462,0.001,26,14197,14197,26,-0.011341525289037908,0.032079646148902935,0.06866598315526766
L4 IT,CCN4,499,0.02377364050744056,0.022665163608067907,0.001,0.02013275659315558,0.001,24,5974,5974,24,-0.01884833087456664,0.021748026462761763,0.03529941961841129
Oligodendrocyte,CCN4,499,0.02126318499502586,0.02150402431433144,0.761,0.012311011955259962,0.514,16,2240,2240,16,-0.005375454746633126,0.009381863287719302,0.03477960899317364
Astrocyte,FCGBP,490,0.023955609358016362,0.022536821448645446,0.402,0.020502889915843658,0.296,17,573,1720,17,-0.04633679612439671,0.020142501307939646,0.0875770492769265
L2/3 IT,FCGBP,490,0.044540452474755805,0.0376126791495683,0.002,0.03476506576359996,0.05,26,4113,14197,26,-0.06810970529891455,0.0346728223552831,0.07658930181837174
