subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC016766.1,492,0.033557432352085484,0.022461786132522147,0.014,0.025191805035031503,0.084,17,810,1720,17,-0.01204340882217103,0.01912083691513247,0.07972125109172296
L2/3 IT,AC016766.1,492,0.04492806536417326,0.03667180620496623,0.001,0.0341968386937136,0.034,26,6515,14197,26,-0.058743647064990565,0.03536095137489119,0.080325095622805
L4 IT,AC016766.1,492,0.02288940790106582,0.022031799023560044,0.357,0.019442933580645808,0.474,24,2285,5974,24,-0.03574315659207259,0.022422487221708122,0.04805050201262252
Oligodendrocyte,AC016766.1,492,0.021046576669892642,0.02290286265000098,0.623,0.016669735933595727,0.255,16,437,2240,16,-0.034455354824637165,0.022040964456871016,0.07183556705015043
Astrocyte,AC106845.1,499,0.022844780459170766,0.021679243774125466,0.005,0.01818371902085608,0.061,17,1715,1720,17,-0.00616119786031644,0.016705086170535222,0.037005895221999895
L2/3 IT,AC106845.1,499,0.0947954185802177,0.03792017309441077,0.001,0.07761125275652714,0.001,26,5654,14197,26,-0.01811304533284936,0.07769327288756923,0.12518448854210826
L4 IT,AC106845.1,499,0.02941517124523689,0.02270621305593823,0.002,0.025571362242168872,0.016,24,3047,5974,24,-0.014215952271848941,0.024571597620597924,0.05556348570189646
Oligodendrocyte,AC106845.1,499,0.026596518575926622,0.02143930923949227,0.011,0.019185732933225508,0.005,16,1741,2240,16,-0.01054835442135458,0.020752650356592777,0.060871041900331845
Astrocyte,AL355672.1,497,0.04262595819519182,0.02369162904344624,0.009,0.03482551813815844,0.031,16,144,1720,17,-0.029488112859595843,0.03511938624845167,0.14252243278078203
L2/3 IT,AL355672.1,497,0.040486931141521035,0.035844553283239246,0.031,0.03797887898534078,0.011,26,2113,14197,26,-4.901683530872909e-05,0.03361238994038404,0.0785824350396612
L4 IT,AL355672.1,497,0.02529130011487884,0.022597104789292267,0.003,0.02153430162652718,0.006,24,5233,5974,24,-0.015189321237725399,0.020415549938233198,0.04019766880664605
Oligodendrocyte,AL355672.1,497,0.032156133083315025,0.01722460128559639,0.079,0.04692573686113812,0.006,14,56,2240,16,-0.04357764435855361,0.043054171255250184,0.16025641025640483
Astrocyte,CCDC26,499,0.02208883677674849,0.02170544815397929,0.131,0.017914466417951462,0.083,17,1720,1720,17,-0.0008606902940862356,0.016476740007588312,0.034900548225053264
L2/3 IT,CCDC26,499,0.03835636765549836,0.0372055502662324,0.001,0.030702222696244973,0.001,26,14197,14197,26,-0.010268606199558085,0.03098770941661183,0.06742315778163067
L4 IT,CCDC26,499,0.023259151560889767,0.022664899923348043,0.001,0.01979025285571552,0.006,24,5974,5974,24,-0.016477578105395106,0.020872422817292048,0.034751987190955215
Oligodendrocyte,CCDC26,499,0.021358001435817977,0.021479020945642708,0.653,0.012268815015141897,0.548,16,2240,2240,16,-0.010280536377613848,0.010833961151189616,0.03479941014541534
Astrocyte,FBN2,495,0.03412652880802467,0.023279920066690045,0.064,0.032808245597108085,0.053,16,227,1720,17,-0.03249470033392571,0.029890582975120563,0.13703710201921235
L2/3 IT,FBN2,495,0.0415086774309931,0.037113783045666565,0.002,0.03404558228343716,0.046,26,6123,14197,26,-0.045275816528228784,0.04005848607438671,0.05978210371270787
L4 IT,FBN2,495,0.021780320989992562,0.02265460172839243,0.652,0.02036635868346019,0.407,24,2969,5974,24,-0.01851538629950099,0.022422248143072157,0.044293361193614385
Oligodendrocyte,FBN2,495,0.01914104422824157,0.02252521540573048,0.695,0.012668172860921771,0.487,16,232,2240,16,-0.051319244524561436,0.017415382917500166,0.06683370303512741
Astrocyte,LEF1,487,0.022595444520710377,0.021662941442352538,0.055,0.018244922458459514,0.096,17,1720,1720,17,-0.005474854886183926,0.018170948230516147,0.03886403728374673
L2/3 IT,LEF1,487,0.03822241958960273,0.03719372469529843,0.001,0.03061883163952891,0.001,26,14197,14197,26,-0.012006058978238166,0.031154699852690086,0.06734194804745441
L4 IT,LEF1,487,0.022681921370070402,0.022652943774277762,0.441,0.019368521146669277,0.449,24,5974,5974,24,-0.012795144941877537,0.020087943898966024,0.035039691781363146
Oligodendrocyte,LEF1,487,0.0210435201260814,0.021480576888118778,0.782,0.011692577514305044,0.845,16,2240,2240,16,-0.008507413082050807,0.008558331593446582,0.03449345872924697
Astrocyte,LINC02306,499,0.02302257965294688,0.020728454213140048,0.286,0.021864382435613474,0.194,17,816,1720,17,-0.03376781447237749,0.020378857282484706,0.10757916292183951
L2/3 IT,LINC02306,499,0.03916624951714858,0.03721251110203726,0.001,0.031337896523227,0.001,26,14069,14197,26,-0.01090233352749807,0.03170185970634629,0.06771570620677443
L4 IT,LINC02306,499,0.023318501682620126,0.022654851452036506,0.001,0.01991914723750063,0.001,24,5939,5974,24,-0.017582260208189125,0.022159301145626017,0.03524026678563161
Oligodendrocyte,LINC02306,499,0.02529264285215975,0.02079455925642737,0.182,0.02102242986676135,0.084,16,591,2240,16,-0.015856787138876217,0.021501192658498973,0.08103431760420549
Astrocyte,NXPH1,499,0.02222898621419867,0.021703390577488095,0.084,0.017773742553817886,0.162,17,1720,1720,17,-0.004815346894766947,0.017203692718231713,0.037211279089055894
L2/3 IT,NXPH1,499,0.03868448226541663,0.03720745838302169,0.001,0.03076988223312103,0.001,26,14197,14197,26,-0.01288635084894474,0.03147801183991861,0.06787702583043335
L4 IT,NXPH1,499,0.023203535835173428,0.022661844862434756,0.001,0.019571787229184463,0.087,24,5974,5974,24,-0.018543795427958126,0.020640001073281716,0.03523375638473595
Oligodendrocyte,NXPH1,499,0.021283573957949383,0.021519741550721828,0.768,0.01180553125688822,0.909,16,2240,2240,16,-0.009443042117230651,0.008545241694394988,0.03487397407536902
