subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
L4 IT,CDC14A,496,0.0216306907938062,0.022228586762747738,0.565,0.016886517648749943,0.803,24,1846,5974,24,-0.03847159006894032,0.020800281324247744,0.04903735926766608
Oligodendrocyte,CDC14A,496,0.02101078161749672,0.02165963893331084,0.571,0.00969515289692438,0.687,16,1147,2240,16,-0.038437137864400076,0.017646479941670894,0.04516564835702832
Astrocyte,FLT1,499,0.022332631649838404,0.0216812599451962,0.04,0.017643421005278576,0.223,17,1720,1720,17,-0.00938132987350562,0.015726249485446424,0.03732841256608734
L2/3 IT,FLT1,499,0.03904577242105352,0.037194132634375175,0.001,0.031194453358264117,0.001,26,14197,14197,26,-0.011885496091865221,0.0315347224246989,0.0685809188265448
L4 IT,FLT1,499,0.0231784725636461,0.022656488105296982,0.001,0.019804451639160996,0.01,24,5974,5974,24,-0.014713301147970332,0.021048103185629802,0.03469071060867978
Oligodendrocyte,FLT1,499,0.02120370393635324,0.02149056573419147,0.803,0.012603065642565667,0.259,16,2240,2240,16,-0.008030933748321985,0.010221255162315281,0.03400108965563855
Astrocyte,LINC00378,498,0.022735539823856146,0.0216833788104096,0.289,0.01579246514634328,0.752,17,1445,1720,17,-0.010226010392176478,0.012279567457174623,0.050426157431266924
L2/3 IT,LINC00378,498,0.046243906767539825,0.037139410026234276,0.001,0.03467394261636228,0.005,26,9697,14197,26,-0.05219505242035942,0.039229063401822334,0.07180220118992187
L4 IT,LINC00378,498,0.023243221910283444,0.02244147347856811,0.279,0.01876535996945035,0.633,24,4548,5974,24,-0.044860221067040316,0.019173088056892135,0.04042194794171855
Oligodendrocyte,LINC00378,498,0.02797436054005778,0.02028338410540949,0.126,0.021037853694182655,0.133,16,270,2240,16,-0.02337086313176847,0.021117028663150926,0.0574633546379238
Astrocyte,LINC02653,499,0.02246983426330236,0.021658412255037115,0.01,0.018172446518229707,0.017,17,1720,1720,17,-0.007545827905652699,0.01877799827227723,0.03493069289359465
L2/3 IT,LINC02653,499,0.038560499977210005,0.03718250782761706,0.001,0.030817755519135473,0.001,26,14197,14197,26,-0.01269723516558934,0.031056962196406003,0.06796530413351205
L4 IT,LINC02653,499,0.023349511206049087,0.022650233043506347,0.001,0.019813119308924047,0.008,24,5974,5974,24,-0.018843166249444262,0.020457518090416738,0.03573349073017361
Oligodendrocyte,LINC02653,499,0.02130869439758468,0.021498461782029403,0.747,0.012222674929088156,0.614,16,2240,2240,16,-0.00613458935796292,0.008060751041527278,0.03419335945252605
Astrocyte,PARD3B,499,0.023181568558158717,0.02172763697176445,0.002,0.01892247300485857,0.003,17,1720,1720,17,-0.004308656925837157,0.017487937845081257,0.03884203908876666
L2/3 IT,PARD3B,499,0.03837521634533862,0.03719245185673318,0.001,0.03066621124978914,0.001,26,14197,14197,26,-0.011117910877700168,0.030986890619150415,0.06717699908664874
L4 IT,PARD3B,499,0.023038446629755904,0.02267018519695875,0.004,0.019519728700300505,0.166,24,5974,5974,24,-0.018355834629533163,0.020112253799573567,0.03573467553439431
Oligodendrocyte,PARD3B,499,0.022035492643272266,0.021536886233595568,0.047,0.01286133574723815,0.09,16,2240,2240,16,-0.006886604382779872,0.010337902148339875,0.035422951651315066
Astrocyte,SEMA3A,499,0.022829765684776182,0.02185553886510926,0.143,0.018682306517391428,0.202,17,1649,1720,17,-0.0006001850995712724,0.018547273724816602,0.03617284520374301
L2/3 IT,SEMA3A,499,0.04466552802841398,0.03689093654992163,0.001,0.035411811701548966,0.001,26,12348,14197,26,-0.005379999609094264,0.034033172336466674,0.09509195664040354
L4 IT,SEMA3A,499,0.023188167537652828,0.022664772614333265,0.004,0.019763304327951658,0.02,24,5884,5974,24,-0.016269155518117622,0.02061406286646279,0.034288911354895965
Oligodendrocyte,SEMA3A,499,0.016244675648688343,0.02085364879653669,0.866,0.008930437463139063,0.753,16,923,2240,16,-0.038832169100345815,0.00951755211822431,0.04924409322624806
Astrocyte,TMEM144,499,0.022312208791312026,0.021785974604714174,0.071,0.017980155497318778,0.064,17,1719,1720,17,-0.006678046185648583,0.01823427410193264,0.035639455474609026
L2/3 IT,TMEM144,499,0.04767429745497036,0.0372410185936844,0.001,0.036891561006983264,0.001,26,10986,14197,26,-0.021877123939439743,0.038903675067273796,0.07952700790348767
L4 IT,TMEM144,499,0.022782228902881587,0.022664793853029414,0.263,0.019513941513942555,0.194,24,5922,5974,24,-0.015681381593243594,0.02071305043065952,0.03398548478238361
Oligodendrocyte,TMEM144,499,0.021109810711268013,0.02152072752729116,0.899,0.011979150038412736,0.808,16,2240,2240,16,-0.009925929074615139,0.009783238789671831,0.033941545071641675
