subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC022325.2,498,0.0159739403231676,0.019920738740369027,0.661,0.01762581108579429,0.555,15,110,1720,17,-0.048447030942025945,0.01734689164860373,0.0814578167762854
L2/3 IT,AC022325.2,498,0.0380480374870047,0.037187688666952774,0.001,0.030629355428305857,0.002,26,13980,14197,26,-0.006152601551306221,0.03031101513625148,0.06668548634045265
L4 IT,AC022325.2,498,0.02039097149611006,0.022608317867502444,0.919,0.01928266765868359,0.53,24,4140,5974,24,-0.0005110502996740974,0.01685299883862102,0.0448776423151983
Oligodendrocyte,AC022325.2,498,0.01949222613166804,0.022793407286608964,0.712,0.012159758048184047,0.527,16,341,2240,16,-0.037576202325527455,0.014852956132767301,0.07350938055549651
Astrocyte,AC112770.1,499,0.022024491438751452,0.021716782165012473,0.177,0.017459492278305542,0.375,17,1720,1720,17,-0.006825573400802746,0.016031731994170077,0.03521514546633485
L2/3 IT,AC112770.1,499,0.038536233138819175,0.03718332463674487,0.001,0.03075902166679379,0.001,26,14197,14197,26,-0.011303996959449955,0.030856172091543226,0.0679826597646694
L4 IT,AC112770.1,499,0.023333330249991808,0.022662278089080296,0.001,0.019893854984776523,0.001,24,5974,5974,24,-0.017162726193429765,0.021227711145666964,0.034524782596069725
Oligodendrocyte,AC112770.1,499,0.021636347035856276,0.021510256569575587,0.333,0.012350529752399577,0.475,16,2240,2240,16,-0.010084259737046021,0.008950778154455493,0.03469608496767841
Astrocyte,AL391117.1,498,0.023698056265155212,0.02193823285922781,0.298,0.01536459614858989,0.651,17,1042,1720,17,-0.031735132674754724,0.009803115050719092,0.05925766680368739
L2/3 IT,AL391117.1,498,0.050275052146142384,0.037042537810013404,0.001,0.04035415104752572,0.001,26,9669,14197,26,-0.0034735647530243475,0.03641731011055638,0.08669721411424895
L4 IT,AL391117.1,498,0.021310694475821304,0.022641903723273793,0.82,0.017416771686381092,0.874,24,4474,5974,24,-0.04780447028986516,0.01972799582854559,0.040293444860804724
Oligodendrocyte,AL391117.1,498,0.022096002535196627,0.023119154387750473,0.565,0.013502058925816272,0.414,16,523,2240,16,-0.0365942999177172,0.01717765375810302,0.05855479122239496
Astrocyte,CDC14A,496,0.021850685267022503,0.02174930953300856,0.389,0.017359957416098342,0.425,17,1720,1720,17,-0.007866640407833397,0.014898570185556032,0.038228511851647023
L2/3 IT,CDC14A,496,0.03859854371269608,0.03621794470591855,0.119,0.0301203537391674,0.412,26,4550,14197,26,-0.06301169956123051,0.0285274732245395,0.082695958750541
