subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC008415.1,499,0.02399462973147572,0.021458462916965407,0.266,0.01939719635750534,0.317,17,917,1720,17,-0.007917250127793183,0.01846713254861707,0.05618782364041757
L2/3 IT,AC008415.1,499,0.03815599765922679,0.03710136769014049,0.017,0.02985975301221903,0.409,26,12598,14197,26,-0.027361548364394115,0.030713810599098813,0.06814091076161691
L4 IT,AC008415.1,499,0.023355496271671338,0.022698582544945216,0.001,0.01982644251113986,0.004,24,5962,5974,24,-0.01676339600404494,0.021250236478251285,0.03420271564427626
Oligodendrocyte,AC008415.1,499,0.0216024278835038,0.020737624219999633,0.404,0.01532761966159262,0.266,16,1038,2240,16,-0.020743414846021612,0.011129555118909704,0.04512493585777124
Astrocyte,AC092957.1,496,0.034693452388386795,0.020296279369318954,0.063,0.040553324660320286,0.018,16,126,1720,17,-0.025513989302219934,0.04116395727486335,0.1436781609195376
L2/3 IT,AC092957.1,496,0.04764111585086847,0.03658776622342006,0.001,0.03792858820093853,0.007,26,4577,14197,26,-0.02749638283836606,0.03635039326604963,0.10066545085772867
L4 IT,AC092957.1,496,0.03011524015344606,0.02234703243653711,0.014,0.026756961412796803,0.027,24,1377,5974,24,-0.008599260205543774,0.024912447365463802,0.06230968924051164
Oligodendrocyte,AC092957.1,496,0.004873495989565995,0.020238820409963543,0.975,-0.002896973994755167,0.907,15,125,2240,16,-0.05952613161756677,-0.010365465514122589,0.08521865940146442
Astrocyte,AL136119.1,498,0.03246838444749637,0.02384990600564793,0.017,0.020563113317010405,0.348,16,810,1720,17,-0.019093740953664208,0.018723387095795154,0.06409650669551492
L2/3 IT,AL136119.1,498,0.04158012533639448,0.03759978636292629,0.001,0.032198665178692736,0.013,26,11520,14197,26,-0.008898319277023638,0.032994068183002115,0.07420867787507462
L4 IT,AL136119.1,498,0.024645702210506038,0.022756055544398444,0.078,0.019710518314881843,0.414,24,4389,5974,24,-0.02510027454933325,0.02190852769216757,0.04572533005874213
Oligodendrocyte,AL136119.1,498,0.01696796639994164,0.018902483658576566,0.579,0.0056129473921145865,0.789,16,119,2240,16,-0.044843452388875216,-0.0007639154706852989,0.06662084784286844
Astrocyte,BEST3,482,0.00940246087380709,0.018221097899087647,0.93,0.007792035913706443,0.923,17,378,1720,17,-0.03648356403919305,0.01113177468279058,0.04323924406595062
L2/3 IT,BEST3,482,0.04108383318449318,0.037139414373819,0.045,0.031238885177943432,0.3,26,2222,14197,26,-0.02895925397938148,0.034439058030901554,0.07196935592091838
L4 IT,BEST3,482,0.026066522383654856,0.02225792153659182,0.142,0.023540781285428025,0.156,24,703,5974,24,-0.052925523495763266,0.0272877484777191,0.06374555964001
Oligodendrocyte,BEST3,482,0.005643878922438457,0.019174444411003588,0.882,-0.002286920963901585,0.87,14,32,2240,16,-0.05739674140866672,-0.011507936507936564,0.0706935753431851
Astrocyte,EGFR,495,0.021609595678378755,0.0217798067594032,0.672,0.016992749127505372,0.754,17,1720,1720,17,-0.006788522542586205,0.014351063078241768,0.035929805822675305
L2/3 IT,EGFR,495,0.04190735418808279,0.03629130736966569,0.001,0.03407712883530579,0.06,26,5345,14197,26,-0.033330548074313036,0.03590544832777404,0.0705751930688563
L4 IT,EGFR,495,0.02287806460481626,0.02199821692171129,0.384,0.0231378172166254,0.136,24,1690,5974,24,-0.012516319410850017,0.022749995874316437,0.0658383574959152
Oligodendrocyte,EGFR,495,0.01680923640762097,0.02043599414815889,0.742,0.011143403030726959,0.558,16,457,2240,16,-0.021069266129575305,0.012077177951906198,0.042972441621185645
Astrocyte,IL1B,413,0.037205032669151844,0.010095345629123068,0.276,0.03703960269027181,0.285,3,3,1720,17,-0.02713178294573711,-0.010638297872338871,0.1488888888888914
L2/3 IT,IL1B,413,0.045721896269968525,0.03612171318732299,0.03,0.039197723657126364,0.096,23,281,14197,26,-0.01274117268050582,0.04616217261781543,0.08927371783162226
L4 IT,IL1B,413,0.028208254357559047,0.024650247017292907,0.263,0.022559497704428243,0.305,23,198,5974,24,-0.02942589073537958,0.025484409997437264,0.08624672652860539
Oligodendrocyte,IL1B,413,0.021478666383689404,0.019947309374862263,0.486,0.032910679791165943,0.17,8,13,2240,16,-0.03763440860215053,-0.004601029451772018,0.1574074074074049
Astrocyte,LINC01876,499,0.02259599799980986,0.02171002536586783,0.01,0.018314081661405305,0.035,17,1720,1720,17,-0.0003188536021668217,0.0170529902040315,0.03713119617586878
L2/3 IT,LINC01876,499,0.03842297793178217,0.037196371849585345,0.001,0.030509963043601793,0.001,26,14197,14197,26,-0.013192799551423839,0.030669147031428635,0.06756319193974814
L4 IT,LINC01876,499,0.023222576437431704,0.022658344001761307,0.001,0.019745815745829388,0.009,24,5974,5974,24,-0.016343180862233794,0.02073338867910269,0.035464673335532916
Oligodendrocyte,LINC01876,499,0.021650062585316033,0.02149651028293497,0.322,0.012838433609369032,0.087,16,2240,2240,16,-0.009372854143807858,0.009837115851614602,0.035156574125499516
Astrocyte,NCKAP5,499,0.02250980851819444,0.021690800406136655,0.016,0.017656703804988433,0.222,17,1720,1720,17,-0.008526851914222764,0.015526240580181257,0.037876856288840285
L2/3 IT,NCKAP5,499,0.03838116201684974,0.03719821930427338,0.001,0.030590900223773036,0.001,26,14197,14197,26,-0.013247284229955199,0.030784313399428137,0.06783720371179845
L4 IT,NCKAP5,499,0.023121489649169366,0.022659377876630964,0.001,0.019790962670235845,0.003,24,5974,5974,24,-0.0157174819432841,0.02054315590958595,0.035456822227981806
Oligodendrocyte,NCKAP5,499,0.021244134930404713,0.02151427649970569,0.801,0.011992548029208964,0.799,16,2240,2240,16,-0.0073823325175400535,0.00936137057212181,0.035024506310526976
Astrocyte,RBM47,497,0.02774898074292141,0.020623224391113706,0.115,0.02620424015495219,0.097,17,484,1720,17,-0.03194419205964785,0.02992039561258858,0.07481423238494295
L2/3 IT,RBM47,497,0.04090896884440695,0.037095384573961554,0.001,0.033139199220954235,0.006,26,10615,14197,26,-0.01072830144216391,0.03443077695054435,0.07309668580637013
L4 IT,RBM47,497,0.022279313561968234,0.022596695805335455,0.57,0.018791660129439627,0.623,24,4508,5974,24,-0.010627586833615997,0.01868927197480991,0.037971392247562324
Oligodendrocyte,RBM47,497,0.01995572380701248,0.021742772985141358,0.606,0.012053241852755421,0.506,16,411,2240,16,-0.04773142026371267,0.016577787939170467,0.04664467057170944
Astrocyte,SPP1,499,0.022454630439052114,0.02168577350770444,0.016,0.01801704735109828,0.052,17,1720,1720,17,-0.0032272514466666386,0.016601887731533354,0.035840845545709064
L2/3 IT,SPP1,499,0.03846577636831317,0.0371943526854315,0.001,0.030713170092155778,0.001,26,14197,14197,26,-0.013834894597568408,0.030958759882013652,0.06724925283244802
L4 IT,SPP1,499,0.023104352123380544,0.022654997340867962,0.003,0.019756263359942364,0.01,24,5974,5974,24,-0.015013970134226775,0.021475509412703896,0.034400190095523205
Oligodendrocyte,SPP1,499,0.0211730794042069,0.02150461321469289,0.859,0.011945186381073274,0.862,16,2240,2240,16,-0.010187236503262889,0.008347673208404413,0.03495902611149707
