subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC016687.2,498,0.013233348662589194,0.020108247385639804,0.874,0.006146726148680948,0.964,17,460,1720,17,-0.06417381078599575,0.011221370446103385,0.06649957424866997
L2/3 IT,AC016687.2,498,0.0386644055248342,0.03695856047715483,0.058,0.03029402173783182,0.328,26,9655,14197,26,-0.01410771482202618,0.028032056746351612,0.07193068208065932
L4 IT,AC016687.2,498,0.02585032210354235,0.022670424825423526,0.001,0.021878152190328768,0.001,24,5673,5974,24,-0.018440204874837548,0.02304626768698146,0.036386933911688846
Oligodendrocyte,AC016687.2,498,0.013550879090524234,0.020204080873456758,0.939,0.005701885347380577,0.915,16,776,2240,16,-0.05119236807790905,0.007618623069641131,0.07193540043504264
Astrocyte,AC104574.2,499,0.02174645369740186,0.02174381204191502,0.487,0.01715649679673193,0.593,17,1720,1720,17,-0.0038670389837420866,0.015161916385227873,0.034736565765225526
L2/3 IT,AC104574.2,499,0.038365686348392415,0.03717506775412002,0.001,0.03065858105525034,0.001,26,14197,14197,26,-0.013338012406707015,0.030318351934040144,0.06771263697964447
L4 IT,AC104574.2,499,0.023199581381412968,0.022661459999349164,0.001,0.0197218140255985,0.01,24,5974,5974,24,-0.015593240691010278,0.020229936786082474,0.03455144626636098
Oligodendrocyte,AC104574.2,499,0.021425991207678106,0.021442291503289832,0.502,0.012021022533018774,0.759,16,2240,2240,16,-0.008701557191938197,0.008209650515775917,0.03567545336180865
Astrocyte,AL353811.1,484,0.012750584571485514,0.011418295569190542,0.559,0.003009434525808667,0.914,6,7,1720,17,-0.016666666666666156,-0.009999999999996963,0.07117349027173563
L2/3 IT,AL353811.1,484,0.04315630554400405,0.037018064488055606,0.026,0.04135271663950473,0.007,26,985,14197,26,-0.05382430375294274,0.044214174769789054,0.13333333333333316
L4 IT,AL353811.1,484,0.061418231267637735,0.023022575049360765,0.001,0.0568239451954734,0.001,24,692,5974,24,-0.02325581395348905,0.055169039993176086,0.1543332306135082
Oligodendrocyte,AL353811.1,484,0.05006688772658868,0.01606021232830842,0.025,0.05891471059470039,0.023,8,35,2240,16,-0.005501927291976405,0.04164208705438041,0.16340933767645327
Astrocyte,CASC17,490,0.021846839319769336,0.021980952982060292,0.55,0.015570225228444326,0.763,17,1643,1720,17,-0.047488612342488114,0.01665629553666786,0.03388461044941966
L2/3 IT,CASC17,490,0.038477476689747166,0.0380790936020253,0.404,0.029515456760401095,0.542,26,2522,14197,26,-0.031903356005886396,0.030653681069994866,0.071124848765419
L4 IT,CASC17,490,0.02356766512474259,0.02156768682553461,0.269,0.020305246621827956,0.397,24,1100,5974,24,-0.0365106373105682,0.0228498801320206,0.05299445385359087
Oligodendrocyte,CASC17,490,0.0037332847727816927,0.022043468424300206,0.959,-0.014789074802090182,0.374,8,42,2240,16,-0.06606747997386507,-0.024587156007349252,0.063725726838209
Astrocyte,FAM230F,499,0.022359822970930202,0.021712959278814295,0.033,0.017935713816194583,0.089,17,1720,1720,17,-0.003959365058693193,0.016781770087164322,0.03498572518318629
L2/3 IT,FAM230F,499,0.03851988879024534,0.03719567210938933,0.001,0.03085514870556634,0.001,26,14197,14197,26,-0.008941370676515795,0.030837164506336386,0.0676654533626495
L4 IT,FAM230F,499,0.023049614096577808,0.022653223892635767,0.01,0.019628835318671146,0.054,24,5974,5974,24,-0.01816182692706136,0.020388898482977126,0.03468449033763943
Oligodendrocyte,FAM230F,499,0.021224968424885478,0.02149894027491305,0.794,0.011969632216618448,0.829,16,2240,2240,16,-0.007629416854377033,0.010172696389162229,0.03440087974681077
Astrocyte,KYNU,487,0.021435632539783585,0.022845667862252436,0.559,0.017053283204370863,0.578,13,108,1720,17,-0.04114739146362885,0.023125533850392788,0.07027413519428566
L2/3 IT,KYNU,487,0.041311593534890015,0.03768026723096931,0.055,0.03385819086525092,0.087,26,2884,14197,26,-0.028837068974453515,0.031355627626367615,0.06689676785706707
L4 IT,KYNU,487,0.018552856627414446,0.02180392910929691,0.841,0.014257862143377186,0.934,24,1552,5974,24,-0.04944784774647572,0.015326849001159819,0.042294215510475665
Oligodendrocyte,KYNU,487,0.01184502248458063,0.017914432081428858,0.687,0.011371764818561565,0.471,12,48,2240,16,-0.043010752688172046,-0.005186098711311244,0.16229985443958547
Astrocyte,LINC02267,499,0.022650861362345672,0.021688190365893336,0.002,0.017705026535353597,0.154,17,1720,1720,17,-0.009235268279851027,0.015353585305128595,0.03610629970332964
L2/3 IT,LINC02267,499,0.03889407348343769,0.037181271866193785,0.001,0.03117323756500911,0.001,26,14197,14197,26,-0.012032619992880182,0.03113573897773987,0.067778125384882
L4 IT,LINC02267,499,0.023547843228727595,0.022650132927579496,0.001,0.02000954427511049,0.001,24,5974,5974,24,-0.018659615902596717,0.022121876584217694,0.03557463593470861
Oligodendrocyte,LINC02267,499,0.021323356015409915,0.021505502475446196,0.724,0.012528406370168216,0.279,16,2240,2240,16,-0.008413775514112857,0.009905262112569882,0.03421211503978943
Astrocyte,NR2F2-AS1,495,0.013857530119002679,0.019730308775817666,0.837,0.013874293811282745,0.712,17,404,1720,17,-0.03739047143474242,0.014042406775885698,0.0600592284712458
L2/3 IT,NR2F2-AS1,495,0.0397923371555701,0.03723694286317086,0.001,0.03276281194097966,0.001,26,12562,14197,26,-0.013093801266304165,0.030824323781950103,0.0691343880735619
L4 IT,NR2F2-AS1,495,0.024993647612057253,0.022496149549889474,0.176,0.02607501413067792,0.023,24,2400,5974,24,-0.008887839492799372,0.021820348276853595,0.08482070792878994
Oligodendrocyte,NR2F2-AS1,495,0.017942384884516507,0.021706868233564904,0.69,0.015971159666444502,0.325,15,188,2240,16,-0.03944068650418254,0.021583076414839933,0.07703014373418028
Astrocyte,RXFP2,474,0.005488611434512668,0.016566657775301395,0.851,0.011094679737391276,0.673,9,29,1720,17,-0.03673440771572616,-0.005576208178454383,0.15367965367964878
L2/3 IT,RXFP2,474,0.046047925303267324,0.038911942104484294,0.007,0.03287687096701746,0.17,26,1428,14197,26,-0.04268793835197218,0.041658628967929795,0.07053655175008514
L4 IT,RXFP2,474,0.02200980334800682,0.02346084459225864,0.612,0.01969407050000419,0.451,24,283,5974,24,-0.02134025907175439,0.025145036580154084,0.07679096283987095
Oligodendrocyte,RXFP2,474,0.003961465466504742,0.020372988744575663,0.916,0.001845091457799073,0.916,10,31,2240,16,-0.03996753393709416,-0.004873655117945754,0.06320401335926387
Astrocyte,TENT5A,497,0.023917539793548995,0.021902875552292464,0.048,0.020631683344635096,0.086,17,1607,1720,17,-0.012970994357890578,0.022408544226539054,0.04405574174656948
L2/3 IT,TENT5A,497,0.039562661918535365,0.035874453644321555,0.028,0.03461581383437038,0.063,26,3500,14197,26,-0.012843957334162713,0.035538545538495794,0.0731724629715024
L4 IT,TENT5A,497,0.019820710414110224,0.022417355607465928,0.761,0.015128553058395439,0.871,24,1083,5974,24,-0.05551148384123672,0.018459671820372902,0.05572311003428629
Oligodendrocyte,TENT5A,497,0.0242234649801351,0.01914828037775143,0.21,0.02307499868599288,0.074,16,296,2240,16,-0.03583515634780539,0.0231186305318135,0.07752951719771176
