subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,LINC01687,463,0.0038992969185320963,0.023966216554004702,0.958,0.0012272528784286975,0.973,13,37,1720,17,-0.03887392701231747,-0.008888888888885853,0.07860059059968201
L2/3 IT,LINC01687,463,0.03433482997580259,0.037455902383902125,0.818,0.023960096479011154,0.906,26,572,14197,26,-0.06666666666666693,0.028961858864234934,0.05654828866240048
L4 IT,LINC01687,463,0.026280665424467615,0.02413316363412437,0.335,0.028758708277937906,0.071,24,245,5974,24,-0.03426492236185709,0.018429702690820837,0.1614622727091058
Oligodendrocyte,LINC01687,463,0.01892998070901129,0.024109506614857893,0.621,0.01322238912653929,0.542,9,26,2240,16,-0.022916666666663088,-0.008941547814854702,0.1481481481481487
Astrocyte,MYO16,499,0.021861566979264006,0.02168787438445436,0.318,0.017484443769426886,0.348,17,1720,1720,17,-0.0094356957927665,0.017466316964970495,0.03705093581901718
L2/3 IT,MYO16,499,0.03922016884666372,0.037195653063513,0.001,0.031209457913035792,0.001,26,14197,14197,26,-0.013335285944019582,0.03185353889207237,0.0684257575774088
L4 IT,MYO16,499,0.023351911974809566,0.022667744846059327,0.001,0.01986911541599189,0.003,24,5974,5974,24,-0.01690946622098965,0.020791677936418257,0.03611930023724064
Oligodendrocyte,MYO16,499,0.02166683507839793,0.021533985888032254,0.327,0.012781423450185604,0.123,16,2240,2240,16,-0.010344104927318368,0.009736131558768901,0.03449410609286211
Astrocyte,RASEF,499,0.022411859794825205,0.02167471648720363,0.027,0.017799861134564707,0.156,17,1720,1720,17,-0.008541561768558898,0.01589093460060212,0.03608621303287561
L2/3 IT,RASEF,499,0.03883912021716706,0.03718350516256947,0.001,0.030895510822843846,0.001,26,14197,14197,26,-0.011067491215105979,0.03139070456503353,0.06812862361162238
L4 IT,RASEF,499,0.023470563810611366,0.02266276033590694,0.001,0.019947360795708694,0.001,24,5974,5974,24,-0.01706352642035022,0.021165352088931395,0.03512248148352958
Oligodendrocyte,RASEF,499,0.02162524752966672,0.02150115680257884,0.334,0.012577623796946972,0.239,16,2240,2240,16,-0.008504273425620403,0.009697003732960025,0.03519981604079388
Astrocyte,SPHKAP,499,0.022496034048347515,0.021692376940969718,0.011,0.017987291512233272,0.065,17,1720,1720,17,-0.005395861076218252,0.016841545010880886,0.03674590188916289
L2/3 IT,SPHKAP,499,0.03896058116898678,0.03717973471916375,0.001,0.031076613346665914,0.001,26,14197,14197,26,-0.010732052381005596,0.030630736272947177,0.06906108719344436
L4 IT,SPHKAP,499,0.02306921077673919,0.022657875593742195,0.007,0.019711406235678405,0.023,24,5974,5974,24,-0.014665829273698965,0.020852823929961142,0.035862968272134886
Oligodendrocyte,SPHKAP,499,0.021538051607978316,0.021460813984532173,0.382,0.01233077032373757,0.486,16,2240,2240,16,-0.007949407096370167,0.008841231292140202,0.03535870937248157
