subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Astrocyte,AC046195.2,499,0.02251746487427948,0.021748710417940253,0.023,0.017994605428137994,0.078,17,1720,1720,17,-0.006696230958761297,0.01614815564374064,0.03757075290234142
L2/3 IT,AC046195.2,499,0.03819366021891053,0.037188031902403794,0.001,0.030577642799987845,0.001,26,14197,14197,26,-0.010105125873173736,0.030802876924090544,0.06714617530189843
L4 IT,AC046195.2,499,0.022914041214602672,0.02265068738419363,0.044,0.019507685377117768,0.136,24,5974,5974,24,-0.017082647200837568,0.020822902285430704,0.03423128793663799
Oligodendrocyte,AC046195.2,499,0.021223993147714514,0.021514067698939338,0.833,0.012277364337147972,0.539,16,2240,2240,16,-0.008378621797013335,0.010495191914195009,0.03370514461950858
Astrocyte,AC120193.1,499,0.02260092784321996,0.02176190498119879,0.022,0.01784860403280531,0.185,17,1720,1720,17,-0.010270299242730636,0.016166672047867637,0.035575063209047984
L2/3 IT,AC120193.1,499,0.03895784329674778,0.03718918882275146,0.001,0.031129863152151906,0.001,26,14197,14197,26,-0.010644243637863659,0.03124375202085437,0.06847077373846464
L4 IT,AC120193.1,499,0.02333004111690321,0.02264506241927494,0.001,0.019943665984001404,0.003,24,5974,5974,24,-0.01612504557411352,0.021721706338276664,0.03474557215538235
Oligodendrocyte,AC120193.1,499,0.021590151632122963,0.021539593343987855,0.442,0.012567988337361127,0.293,16,2240,2240,16,-0.008012349518472269,0.010386543052218433,0.03474195679718591
Astrocyte,AL445259.1,473,0.02144827176283681,0.02169206428997346,0.524,0.014758618855323409,0.839,17,1398,1720,17,-0.036710002684729855,0.014385912385442037,0.043668461651322495
L2/3 IT,AL445259.1,473,0.053731658587030634,0.03844708185246722,0.017,0.05474259794941618,0.01,20,129,14197,26,-0.0067920368159479026,0.05059399428217139,0.16145833333333526
L4 IT,AL445259.1,473,0.022453753798361637,0.02278979499252456,0.519,0.01954262747695561,0.484,24,153,5974,24,-0.012035373540871428,0.013059517029740942,0.08840334739688868
Oligodendrocyte,AL445259.1,473,0.018309170481958625,0.023902375491579576,0.556,0.021008509949717615,0.427,6,9,2240,16,-0.018939393939393256,-0.005861921695575549,0.14444444444444193
Astrocyte,CHRNA7,499,0.023648232823841736,0.02132061980630216,0.199,0.01649478345736669,0.633,17,1219,1720,17,-0.006737852862189531,0.021368011445393617,0.058589538895421046
L2/3 IT,CHRNA7,499,0.03792359366262575,0.03721323358772641,0.001,0.030415749802086826,0.003,26,13994,14197,26,-0.010516060926475957,0.029762687338901875,0.06657580369125134
L4 IT,CHRNA7,499,0.026569384259299732,0.02280034593959359,0.035,0.02211485744909503,0.14,24,3463,5974,24,-0.0256443627029481,0.02509742635638377,0.052341968863597876
Oligodendrocyte,CHRNA7,499,0.010076445839111747,0.020177163665583947,0.968,-0.0015258970913755708,0.965,16,434,2240,16,-0.07208537785577822,-0.004926621803926326,0.07059904420525763
Astrocyte,GDNF-AS1,499,0.021765063272610644,0.021726596175320995,0.446,0.017210496042185247,0.555,17,1720,1720,17,-0.006451895985635714,0.016376556415174506,0.036025894514459075
L2/3 IT,GDNF-AS1,499,0.03837128736488485,0.037197234426004734,0.001,0.030601124590316022,0.001,26,14197,14197,26,-0.013979493797318323,0.030376724783837475,0.06759045876766817
L4 IT,GDNF-AS1,499,0.023319467980461348,0.022658095041252303,0.001,0.01998558099522311,0.002,24,5974,5974,24,-0.016283175890582004,0.021590626278857043,0.035257612328422644
Oligodendrocyte,GDNF-AS1,499,0.021590561373555976,0.02149186313168225,0.369,0.0124277008774301,0.398,16,2240,2240,16,-0.008856763482139436,0.009374050513965379,0.03479343169865887
Astrocyte,LINC00702,465,0.009637522927462618,0.011970778055901214,0.629,0.01612782448129044,0.524,12,48,1720,17,-0.06426931644275805,-0.011271529888551703,0.15151515151514658
L2/3 IT,LINC00702,465,0.03643189454251166,0.031598039739464456,0.075,0.04507086523671706,0.003,26,923,14197,26,-0.016666666666666937,0.03730966405565973,0.14197530864197577
L4 IT,LINC00702,465,0.03946592900070432,0.021548810307660125,0.001,0.03700345082517122,0.003,23,452,5974,24,-0.031465332590741565,0.035840214090287835,0.10490626089240264
Oligodendrocyte,LINC00702,465,-0.007154878403797553,0.02901597871736478,0.777,-0.010479481573834526,0.691,3,6,2240,16,-0.022916666666663088,-0.00543179331327591,-0.003089984741564574
Astrocyte,LPAR1,499,0.022659830985179503,0.021690643314599595,0.019,0.01799698104115347,0.098,17,1720,1720,17,-0.0050726594830369145,0.018631125690975685,0.036771189004663744
L2/3 IT,LPAR1,499,0.039573674866065965,0.03718441764233298,0.001,0.03160395985240507,0.001,26,14197,14197,26,-0.009953728291419354,0.03283451659263675,0.06909866860241981
L4 IT,LPAR1,499,0.02340927836212953,0.02265460115204663,0.001,0.01977612654121452,0.012,24,5974,5974,24,-0.019226533656244733,0.020964103817997515,0.03471618299187864
Oligodendrocyte,LPAR1,499,0.021600149789775286,0.021492200577411486,0.366,0.01255910462779719,0.29,16,2240,2240,16,-0.008644830842346041,0.009491010537418493,0.03512597919699599
Astrocyte,PDE3A,499,0.02212700820393672,0.021688003966718203,0.1,0.017962921933450587,0.071,17,1720,1720,17,-0.005543909844026387,0.017744571269120567,0.0375526177776439
L2/3 IT,PDE3A,499,0.038942348180782786,0.03706834328237033,0.003,0.03079809537048032,0.148,26,11827,14197,26,-0.015157578681116066,0.03225803245293403,0.06997628953683029
