subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max
Oligodendrocyte,GPR17,426,0.022244389152735546,0.02177480767825755,0.48,0.012543981649474643,0.491,16,232,2240,16,-0.04305829076233727,0.01495526284396331,0.06462010237674408
Astrocyte,LINC01170,496,0.025071585469394374,0.02224874286464243,0.244,0.01921657242142617,0.359,17,932,1720,17,-0.016080832656452618,0.011815400555742261,0.07540212099293117
L2/3 IT,LINC01170,496,0.04074343163876932,0.037293291683160326,0.016,0.03253722338699634,0.134,26,6625,14197,26,-0.014916718492786125,0.03277303423906167,0.06712631492708629
L4 IT,LINC01170,496,0.018285129489194203,0.022108925627241503,0.924,0.01604480133154505,0.846,24,2112,5974,24,-0.011972866041405178,0.015896490113714204,0.04503523015939066
Oligodendrocyte,LINC01170,496,0.021751646016784656,0.021480921345810228,0.204,0.013020714138615573,0.045,16,2240,2240,16,-0.007232197515565991,0.010745302863481791,0.034976978755594065
Astrocyte,MEGF11,499,0.024361687564924378,0.021821852261934643,0.087,0.021161508794362766,0.06,17,1444,1720,17,-0.011671803187920297,0.02028068743769807,0.04817293012774619
L2/3 IT,MEGF11,499,0.03772666224515198,0.037182116760698554,0.001,0.030051744224084315,0.077,26,13940,14197,26,-0.010205078764155771,0.030203808316040193,0.06713414840763877
L4 IT,MEGF11,499,0.022753239461067425,0.022664171542820803,0.38,0.019347569340791244,0.469,24,5804,5974,24,-0.016272734372093083,0.020627684083865228,0.03456901960322297
Oligodendrocyte,MEGF11,499,0.014161157501795026,0.02157168730924652,0.99,0.0050337236541715315,0.948,16,1219,2240,16,-0.05127216612183602,0.005552757300399681,0.03320858345407807
Astrocyte,PLCH1,499,0.022122852652300688,0.02169772019403367,0.167,0.017890255863029267,0.168,17,1717,1720,17,-0.006255945150206192,0.015212300314939135,0.03556809070638373
L2/3 IT,PLCH1,499,0.03913015105923522,0.037178322227055804,0.001,0.03081277280087069,0.09,26,12706,14197,26,-0.015930130050332204,0.031310635721993,0.07142078028291025
L4 IT,PLCH1,499,0.02340205852236413,0.02262094239185654,0.102,0.020233394168148833,0.085,24,5463,5974,24,-0.017629404034319323,0.01898139327807137,0.03499439452323198
Oligodendrocyte,PLCH1,499,0.030824178717393062,0.021066293021234153,0.013,0.025522371046007634,0.006,16,1020,2240,16,-0.03179682213442689,0.026845487389499482,0.07971199064034838
Astrocyte,SLC30A8,499,0.022515881280376664,0.021663774454432544,0.007,0.018275365811397087,0.012,17,1720,1720,17,-0.0061619214680354575,0.0169008787227767,0.039317844562841375
L2/3 IT,SLC30A8,499,0.03868039188804421,0.03719984372586258,0.001,0.03085483100465806,0.001,26,14197,14197,26,-0.013657400971753404,0.03097030113173624,0.06771404399148685
L4 IT,SLC30A8,499,0.023232177081242127,0.022660810428220098,0.001,0.019766258030510755,0.009,24,5974,5974,24,-0.014494317366545302,0.020478792443560906,0.03593263402950173
Oligodendrocyte,SLC30A8,499,0.02155739060494581,0.021501040749673725,0.423,0.01250333922782039,0.314,16,2240,2240,16,-0.007837814462462275,0.010009577599461215,0.033835381853156515
Astrocyte,ZNF385D,498,0.021575492102184242,0.02167344539886662,0.507,0.0174510439086942,0.461,17,1520,1720,17,-0.013189583485227875,0.019683025204878055,0.03921776343157642
L2/3 IT,ZNF385D,498,0.03772694637880125,0.0371955260472364,0.001,0.030013924973408754,0.017,26,14094,14197,26,-0.012698581969634111,0.029812436308521158,0.06694627188339283
L4 IT,ZNF385D,498,0.023225193534575934,0.022662704408404632,0.001,0.01966593520547048,0.032,24,5960,5974,24,-0.01768839394389087,0.021148711936821125,0.035534171528360615
Oligodendrocyte,ZNF385D,498,0.022944787651019906,0.02168534667637715,0.238,0.013474145454513524,0.273,16,1885,2240,16,-0.026563089804333695,0.016944663319788587,0.034506129953742304
