subtype,regulator,d_edges,I_R,E_perm,p_perm,I_R_eqsec,p_eqsec,n_eqsec,n_active,n_cells_used,n_sections,I_s_min,I_s_median,I_s_max,q_fdr,q_eqsec
Astrocyte,PTPRZ1,499,0.0224347223227458,0.0217417968387304,0.028,0.0183096999171341,0.009,17,1720,1720,17,-0.0069497565682627,0.01895490702357,0.0371046133658,0.11066666666666668,0.2867272727272727
Astrocyte,AL359636.2,499,0.0224281781563882,0.0216733639891487,0.019,0.0177426595104192,0.172,17,1720,1720,17,-0.0078452463480728,0.0157659994856429,0.0368378928253556,0.09655102040816327,0.3984
Astrocyte,RGS20,499,0.0224229205945277,0.02169072433735,0.031,0.0177118232374402,0.186,17,1720,1720,17,-0.0051348805656472,0.0173894965617148,0.037016056206613,0.11875384615384615,0.409858407079646
Astrocyte,FAM189A2,499,0.0224201988413453,0.0217441663059733,0.034,0.0181233240120892,0.043,17,1720,1720,17,-0.0074457137601587,0.0167371062247038,0.0379851030320059,0.12450000000000001,0.32868
Astrocyte,AC016074.2,499,0.022415369958299,0.0216492090223927,0.035,0.0179434225780949,0.104,17,1720,1720,17,-0.0066528070437156,0.0160392290138948,0.0361498808970277,0.126304347826087,0.35232653061224484
Astrocyte,APOE,499,0.0224145820849543,0.02168832437445,0.04,0.0179490757302859,0.134,17,1720,1720,17,-0.0045384742986837,0.0179474035357806,0.0349778984397246,0.13551020408163267,0.37701694915254236
Astrocyte,RASEF,499,0.0224118597948252,0.0216747164872036,0.027,0.0177998611345647,0.156,17,1720,1720,17,-0.0085415617685588,0.0158909346006021,0.0360862130328756,0.10931707317073171,0.38515270935960594
Astrocyte,AC022523.1,499,0.0224039991066791,0.0216813834001206,0.015,0.0179013981982089,0.062,17,1720,1720,17,-0.0063101938414829,0.0171043641634352,0.036431559755878,0.08788235294117647,0.32868
Astrocyte,TGFBR2,499,0.0223961102551425,0.0217043556249422,0.026,0.0176558766999681,0.224,17,1720,1720,17,-0.0095380633420539,0.0166479520036664,0.0356136771637928,0.10700826446280991,0.448
Astrocyte,ROR1,499,0.0223899292453255,0.021732028402132,0.034,0.0176092639476081,0.228,17,1720,1720,17,-0.0045385279874215,0.0157692072950795,0.0350429728459139,0.12450000000000001,0.4505714285714286
Astrocyte,RUNX1,499,0.0223843947905981,0.0216941711079823,0.034,0.0178917166377208,0.115,17,1720,1720,17,-0.0070442047958809,0.0180313904784316,0.036029584245993,0.12450000000000001,0.3578443113772455
Astrocyte,PLD5,499,0.0223762267076481,0.0210974080348832,0.303,0.0179859118759267,0.377,17,1289,1720,17,-0.0160426520917714,0.0149976358089256,0.0420481939062961,0.4504298507462687,0.5742702702702702
Astrocyte,PRDM16,499,0.0223750738466976,0.0216998572032028,0.049,0.0177515578041515,0.188,17,1720,1720,17,-0.0085250691180163,0.017493347053718,0.0375470385984781,0.15276073619631902,0.4124405286343612
Astrocyte,AC112493.1,499,0.0223748913524993,0.0216924441518001,0.025,0.017870357306392,0.095,17,1720,1720,17,-0.0118185110396004,0.017585680964073,0.0367365886045403,0.10700826446280991,0.3428260869565218
Astrocyte,ALDH1A1,499,0.0223678877052181,0.0216813556930503,0.048,0.0182391036201465,0.06,17,1720,1720,17,-0.0029231601386442,0.0186417250023727,0.0361938015638454,0.15225477707006368,0.32868
Astrocyte,APBB1IP,499,0.0223673536568993,0.0216689721148152,0.021,0.0175925348936522,0.227,17,1720,1720,17,-0.0112252986387082,0.0170916252562942,0.03478323956738,0.10144444444444443,0.4503824701195219
Astrocyte,SAMMSON,499,0.0223656779155721,0.0217142743675762,0.035,0.0178941288924877,0.12,17,1720,1720,17,-0.0066336612880042,0.0158683432380319,0.0377622225692721,0.126304347826087,0.3578443113772455
Astrocyte,TBX18,459,0.0223650409559215,0.0217024328755324,0.131,0.0182221065282542,0.111,17,1720,1720,17,-0.0051572204110156,0.0179448534380261,0.0387054162871186,0.2716363636363637,0.3578443113772455
Astrocyte,AC079380.1,499,0.0223643700302578,0.0217130811390886,0.044,0.0176476317744037,0.215,17,1720,1720,17,-0.0080075289280879,0.0168510334569058,0.0363393911936904,0.1441578947368421,0.43881147540983606
Astrocyte,FAM230F,499,0.0223598229709302,0.0217129592788142,0.033,0.0179357138161945,0.089,17,1720,1720,17,-0.0039593650586931,0.0167817700871643,0.0349857251831862,0.12450000000000001,0.3383358778625954
Astrocyte,AC083837.1,492,0.0223480363527913,0.021732401948563,0.259,0.0182897178242653,0.234,17,1601,1720,17,-0.0089670586571066,0.0160597173549047,0.0369759941331812,0.4056037735849057,0.45520312500000004
Astrocyte,PIK3R5,499,0.022341995364106,0.0216864460670017,0.032,0.017681045502186,0.215,17,1720,1720,17,-0.002409686171657,0.0184680033115786,0.0363622194232937,0.12164885496183206,0.43881147540983606
Astrocyte,SV2C,499,0.0223397719451606,0.021727139974542,0.043,0.0178857991895865,0.112,17,1720,1720,17,-0.0060914011864246,0.0170604616723939,0.0353440310926089,0.14276,0.3578443113772455
Astrocyte,NXPH2,499,0.0223397698677023,0.0217342029008297,0.048,0.0174215725075983,0.383,17,1720,1720,17,-0.0131924646600558,0.0155720936334969,0.03512657738435,0.15225477707006368,0.5742702702702702
Astrocyte,KCNIP1,499,0.0223380776586594,0.0216812598607292,0.042,0.0177809933373045,0.165,17,1720,1720,17,-0.0095120597373148,0.0184582672755759,0.0369912476522053,0.1403758389261745,0.3965118483412322
Astrocyte,PENK,499,0.0223367761702636,0.021711323592829,0.04,0.0172475215720257,0.548,17,1720,1720,17,-0.0091438690296009,0.0160207722169654,0.0367914566693742,0.13551020408163267,0.714186046511628
Astrocyte,DOCK8,499,0.0223367063249525,0.0217210582899044,0.037,0.0173470078208954,0.456,17,1720,1720,17,-0.0100175625639852,0.0154202749859848,0.0353340438570567,0.13141666666666665,0.6339442896935934
Astrocyte,EFEMP1,495,0.0223331541809575,0.0217615741176452,0.088,0.0177999616631936,0.182,17,1720,1720,17,-0.005612369588434,0.0150031933745866,0.0389410214979989,0.21588177339901476,0.40643946188340807
Astrocyte,FLT1,499,0.0223326316498384,0.0216812599451962,0.04,0.0176434210052785,0.223,17,1720,1720,17,-0.0093813298735056,0.0157262494854464,0.0373284125660873,0.13551020408163267,0.4477983870967742
Astrocyte,PREX2,497,0.0223308530335202,0.0216904985040032,0.05,0.0178099658987569,0.139,17,1720,1720,17,-0.0061816695525959,0.0167239490547303,0.0372932798056497,0.15276073619631902,0.3824419889502763
Astrocyte,AC079793.1,497,0.0223292625637994,0.0179129243565366,0.252,0.0236329668217004,0.204,17,249,1720,17,-0.0542268898214792,0.0186823043254423,0.1060304710607191,0.3971392405063291,0.42865822784810126
Astrocyte,MYO5B,499,0.022328675779397,0.0217422779299934,0.059,0.0177891191118021,0.172,17,1720,1720,17,-0.0055129979007835,0.0160199800669027,0.0374317506844002,0.1708255813953488,0.3984
Astrocyte,NFIA,499,0.022320483008195,0.0217145141791464,0.069,0.017702712552078,0.205,17,1720,1720,17,-0.0096025223019098,0.0155930463061654,0.0363238882833914,0.18675,0.4289495798319327
Astrocyte,BCAS1,499,0.0223204152460013,0.0217403023191327,0.079,0.0176603199946549,0.231,17,1720,1720,17,-0.0101245133827457,0.0159828087419727,0.0377793722834639,0.19869696969696968,0.45112941176470595
Astrocyte,LINC01344,499,0.0223141338263859,0.0216861008768425,0.051,0.01784958519457,0.129,17,1720,1720,17,-0.0032457328148037,0.018086128088349,0.0374283399633512,0.15392727272727272,0.3713410404624278
Astrocyte,FGL1,499,0.0223134249101347,0.0217103494634554,0.046,0.0175511118952497,0.295,17,1720,1720,17,-0.0097865404658115,0.0152457980252089,0.0367001645250496,0.14972549019607845,0.5118333333333333
Astrocyte,TMEM144,499,0.022312208791312,0.0217859746047141,0.071,0.0179801554973187,0.064,17,1719,1720,17,-0.0066780461856485,0.0182342741019326,0.035639455474609,0.18807446808510636,0.32868
Astrocyte,MCTP2,499,0.0223108472635952,0.0216772341878505,0.03,0.0176458123381945,0.18,17,1720,1720,17,-0.0058092883038534,0.016549497830963,0.0371901517353159,0.11581395348837209,0.40643946188340807
Astrocyte,NTNG1,499,0.0223006933427228,0.0217595598169066,0.202,0.0175893844468138,0.363,17,1657,1720,17,-0.0055400841847011,0.0161588969661651,0.0404050226134979,0.33985135135135136,0.5702649842271293
Astrocyte,AC004852.2,493,0.022299531855016,0.0216415085878312,0.451,0.0213823321097798,0.423,14,105,1720,17,-0.0420631949620939,0.0128323066253869,0.14824588274316,0.598928,0.6117052023121388
Astrocyte,AC091576.1,499,0.0222993831339215,0.0217077285160453,0.026,0.0180883826976,0.024,17,1720,1720,17,-0.0033781975634595,0.0165929471405098,0.0369025458025967,0.10700826446280991,0.2988
Astrocyte,STON2,496,0.0222977037171709,0.0216970998573949,0.071,0.0179834660897995,0.079,17,1720,1720,17,-0.0055285212827085,0.0166090184664335,0.0361452804052208,0.18807446808510636,0.3383358778625954
Astrocyte,MRVI1,497,0.0222928217269722,0.0217523533910858,0.079,0.0178496499371967,0.148,17,1720,1720,17,-0.0065787743636642,0.0192135630658795,0.036384599688517,0.19869696969696968,0.38515270935960594
Astrocyte,AC087564.1,498,0.0222907947634956,0.0216911755255955,0.034,0.0176839752808786,0.176,17,1719,1720,17,-0.0007631508793948,0.014985899176283,0.0359909685061675,0.12450000000000001,0.4024931506849315
Astrocyte,AL163541.1,499,0.0222906018391203,0.0216815350142858,0.037,0.0180128998085631,0.066,17,1720,1720,17,-0.0051010784518425,0.0183329786185098,0.035398313012916,0.13141666666666665,0.32868
Astrocyte,PCDH11Y,498,0.022290549505352,0.0204925727062214,0.341,0.0167307410185921,0.55,17,819,1720,17,-0.0109188193039956,0.0161993421924695,0.0442518137087431,0.4908034682080925,0.714186046511628
Astrocyte,AP001977.1,499,0.0222828855306904,0.0216688951413306,0.065,0.0174520438295904,0.381,17,1720,1720,17,-0.0094579231182558,0.0155282025253628,0.0339912735290583,0.18083798882681568,0.5742702702702702
Astrocyte,AL161629.1,499,0.0222784878941148,0.0216550279022888,0.028,0.0178182397004244,0.11,17,1720,1720,17,-0.0035393967780239,0.0163823966059199,0.0383529265989172,0.11066666666666668,0.3578443113772455
Astrocyte,AL589740.1,499,0.0222737385752695,0.0216838863284855,0.079,0.0178742983825142,0.144,17,1720,1720,17,-0.0024072385043007,0.0153583681511339,0.0357240199799207,0.19869696969696968,0.38515270935960594
Astrocyte,AC073225.1,499,0.0222734683750641,0.02170450178018,0.055,0.0177522807668995,0.157,17,1720,1720,17,-0.0058591943612166,0.0172748033406371,0.034258738103524,0.16401197604790418,0.38515270935960594
Astrocyte,MRC1,499,0.0222649216255409,0.0216679185026144,0.044,0.0179001918602507,0.081,17,1720,1720,17,-0.0085904616605885,0.0172991296330574,0.0361607747136074,0.1441578947368421,0.3383358778625954
Astrocyte,ALDH1L1,499,0.022259657035597,0.021706871388681,0.066,0.0172412259950561,0.536,17,1720,1720,17,-0.0103566261638703,0.0182271827459632,0.0369363653050633,0.1826,0.7112393617021278
Astrocyte,SERPINE1,499,0.0222571285576446,0.0217152717934638,0.07,0.0178693998958383,0.12,17,1720,1720,17,-0.008677764907964,0.0176337023861909,0.0367186856518839,0.18741935483870972,0.3578443113772455
Astrocyte,TEX41,499,0.022245952873491,0.0216839666248703,0.041,0.0176854151086698,0.196,17,1720,1720,17,-0.0069061631660163,0.0160697873428915,0.0344852081830016,0.13795945945945945,0.4207241379310345
Astrocyte,AC080079.2,499,0.0222406343854035,0.0217043111624571,0.075,0.0179630973341104,0.085,17,1720,1720,17,-0.0052608400195012,0.01598510099698,0.035936503248203,0.19453125000000002,0.3383358778625954
Astrocyte,C10orf90,499,0.0222345306527038,0.0217116978178715,0.073,0.0177642633750428,0.172,17,1720,1720,17,-0.0073458862196275,0.0166350510645167,0.03632875316106,0.19033507853403142,0.3984
Astrocyte,NXPH1,499,0.0222289862141986,0.021703390577488,0.084,0.0177737425538178,0.162,17,1720,1720,17,-0.0048153468947669,0.0172036927182317,0.0372112790890558,0.20916,0.39354146341463414
Astrocyte,LINC00278,499,0.0222174297805568,0.0216931729170851,0.091,0.0177599382395572,0.168,17,1720,1720,17,-0.0114964495974767,0.0189004267923408,0.0355701023676354,0.21683253588516746,0.3965118483412322
Astrocyte,AL162493.1,499,0.0222110082881375,0.0237557751055248,0.591,0.0140252191703014,0.653,17,447,1720,17,-0.0341531341991949,0.0123717579728195,0.0622407655621472,0.7091999999999999,0.7854927536231885
Astrocyte,OTOGL,498,0.0222049653528218,0.0218249317698558,0.424,0.0158933668762426,0.662,17,1403,1720,17,-0.0093756360859685,0.0162601745801373,0.0335867529854994,0.5769180327868852,0.790589928057554
Astrocyte,ARHGAP24,499,0.0222042747541438,0.0217708267649264,0.153,0.0171110241806699,0.613,17,1716,1720,17,-0.0078534097203254,0.0151080157846619,0.0368768137584121,0.2999763779527559,0.7519064039408867
Astrocyte,AL445426.1,499,0.0222042282184983,0.0217293142164488,0.091,0.0174916924511358,0.347,17,1720,1720,17,-0.007736631169962,0.0158039833541353,0.0387319380909553,0.21683253588516746,0.5519235668789809
Astrocyte,RANBP3L,496,0.0221839694543948,0.0217063346242625,0.1,0.0173875589327073,0.421,17,1720,1720,17,-0.0077148687803711,0.0157936255344359,0.0344173287283786,0.22844036697247708,0.6117052023121388
Astrocyte,ARHGAP15,499,0.0221819229939925,0.0200353578417114,0.343,0.0165486359055874,0.543,17,464,1720,17,-0.026468526858585,0.016182396288097,0.0633188276224826,0.49084482758620696,0.7134934036939315
Astrocyte,AC007091.1,499,0.0221814416903511,0.0216644308855292,0.087,0.017783545073209,0.147,17,1720,1720,17,-0.0073957569789211,0.0164451580502066,0.0379246928111054,0.21448514851485148,0.38515270935960594
Astrocyte,AC002066.1,499,0.0221813108499413,0.0217106548689794,0.119,0.017762601516083,0.193,17,1720,1720,17,-0.0046333608012008,0.016745615999298,0.0343377678253326,0.25434334763948496,0.41788695652173913
Astrocyte,NEAT1,498,0.0221708466131602,0.0217349515005556,0.106,0.0174091575203693,0.417,17,1720,1720,17,-0.007224265953501,0.0171156326896247,0.0373950711803598,0.23778378378378376,0.6107823529411764
Astrocyte,C7,499,0.0221702529242521,0.0216663956846862,0.1,0.0175611297037849,0.278,17,1720,1720,17,-0.0071381886516273,0.0161035624374578,0.0380938657650436,0.22844036697247708,0.49799999999999994
Astrocyte,LINC02196,499,0.0221683670119574,0.0226467112059512,0.583,0.0117871342824963,0.934,17,1307,1720,17,-0.0657475816780942,0.0155458500106083,0.0398276369174234,0.7024927536231884,0.9570617283950618
Astrocyte,TRPM3,499,0.022164325050217,0.0216866296140179,0.118,0.0176979011628398,0.229,17,1720,1720,17,-0.0064135739669535,0.0158881627298226,0.0367466785113169,0.2532931034482758,0.4507588932806324
Astrocyte,AGBL1,499,0.0221624515153511,0.0216640277694462,0.07,0.0174875463857726,0.326,17,1720,1720,17,-0.0071956823858019,0.0178534061674444,0.0347409500604402,0.18741935483870972,0.5374455445544555
Astrocyte,MERTK,499,0.022160791886369,0.0217902711309562,0.197,0.0170522474388596,0.694,17,1719,1720,17,-0.0089463551166816,0.0161784573676192,0.034988650059056,0.33708163265306124,0.8037488372093022
Astrocyte,LINC00609,499,0.022150087010877,0.0216871349301739,0.111,0.017563142683249,0.295,17,1720,1720,17,-0.0061603804829322,0.0143873442179176,0.0349671627859516,0.24567999999999998,0.5118333333333333
Astrocyte,AL591463.1,499,0.0221493787813523,0.0217171655383104,0.113,0.0178655132485382,0.119,17,1720,1720,17,-0.0078934716450176,0.0170031577996409,0.0370073214397827,0.24790308370044054,0.3578443113772455
Astrocyte,ADAMTS9,499,0.0221486576972337,0.0216951057774229,0.099,0.0179575288759726,0.083,17,1720,1720,17,-0.0034875286154833,0.0168644853927874,0.04066293045581,0.22844036697247708,0.3383358778625954
Astrocyte,SDK1,498,0.0221359679447099,0.0217284061597911,0.21,0.0177353274279005,0.24,17,1700,1720,17,-0.0100877526620675,0.0196873631610736,0.0359556667290262,0.3486,0.46146718146718146
Astrocyte,AL442636.1,499,0.0221335521845497,0.0216994819972425,0.11,0.0175796360822781,0.279,17,1720,1720,17,-0.0113468730800427,0.0173885218024262,0.0380994246509346,0.24565022421524665,0.49799999999999994
Astrocyte,BNC2,499,0.0221295712870651,0.0216718130264197,0.123,0.0177476453748586,0.182,17,1720,1720,17,-0.0097555394461433,0.0177856950473908,0.0377280272950971,0.26176923076923075,0.40643946188340807
Astrocyte,PDE3A,499,0.0221270082039367,0.0216880039667182,0.1,0.0179629219334505,0.071,17,1720,1720,17,-0.0055439098440263,0.0177445712691205,0.0375526177776439,0.22844036697247708,0.3383358778625954
Astrocyte,PLCH1,499,0.0221228526523006,0.0216977201940336,0.167,0.0178902558630292,0.168,17,1717,1720,17,-0.0062559451502061,0.0152123003149391,0.0355680907063837,0.31171111111111116,0.3965118483412322
