regulator,target,w_c0,w_c1,dom_cluster,substantial,bucking
AC106845.1,PRDM16,2.4667255812364973e-05,8.872304048025932e-07,0,False,False
AC106845.1,RNF220,2.5947534328707308e-05,1.2450967120143514e-05,0,False,False
AC106845.1,AL358075.2,7.696829295814588e-06,1.1169391102767037e-05,0,False,False
AC106845.1,NFIA,2.4558122370818842e-05,1.4141409333103282e-05,0,False,False
AC106845.1,ROR1,3.2643465826213614e-05,4.1231883449616465e-06,0,True,False
AC106845.1,PTGER3,2.112131186591722e-05,1.5770864376263585e-05,0,False,False
AC106845.1,AL591463.1,5.691295600070367e-06,1.4299905198536014e-05,0,False,False
AC106845.1,IFI44L,2.0899855067278732e-06,0.0,0,False,False
AC106845.1,ADGRL4,2.2006323324534124e-05,1.7875770798280008e-05,0,False,False
AC106845.1,LINC01781,4.375561316288552e-06,9.249159396554133e-06,0,False,False
AC106845.1,CDC14A,1.3293354339631541e-05,2.7544202276320243e-07,0,False,False
AC106845.1,NTNG1,2.3397163310504225e-05,4.0078414669086555e-05,0,True,False
AC106845.1,AL445426.1,2.5060240510467747e-05,2.691646908077409e-05,0,False,False
AC106845.1,ATP1A2,2.0754282455360524e-05,1.041544736912119e-05,0,False,False
AC106845.1,HSPA6,3.2875081940021897e-07,1.3741809356883647e-06,0,False,False
AC106845.1,PRRX1,1.1700297346782909e-05,7.042480095994235e-06,0,False,False
AC106845.1,BX284613.2,2.7978877252670438e-05,4.941245249328715e-06,0,True,False
AC106845.1,FMO2,4.129456855090601e-07,0.0,0,False,False
AC106845.1,AL136114.1,2.5814122741858412e-05,7.793053812495157e-06,0,False,False
AC106845.1,LINC01344,2.2165318241233613e-05,1.4329033890101847e-05,0,False,False
AC106845.1,ERVMER61-1,3.651718103606536e-05,1.0216377850918158e-05,0,True,False
AC106845.1,LINC01035,9.412008691971114e-06,4.812134371909522e-07,0,False,False
AC106845.1,AL138927.1,1.8148922687422394e-05,1.9029048512231423e-06,0,False,False
AC106845.1,RGS1,5.282398208747713e-07,0.0,0,False,False
AC106845.1,AL136456.1,3.0155255718215454e-05,1.0230386150508854e-05,0,True,False
AC106845.1,AL353072.2,1.0028690384369467e-05,3.497936422385017e-06,0,False,False
AC106845.1,CFH,6.706087913290522e-06,3.764453616495493e-07,0,False,False
AC106845.1,AL450352.1,2.1177375201659744e-05,1.962757449967699e-06,0,False,False
AC106845.1,PTPRC,1.5062158736513159e-05,7.152462137999568e-07,0,False,False
AC106845.1,CHI3L1,2.5321093835558786e-05,1.673699468688147e-05,0,False,False
AC106845.1,AC096637.1,2.0290454475408684e-06,0.0,0,False,False
AC106845.1,AL356108.1,2.689654088304191e-05,8.840979626732915e-06,0,False,False
AC106845.1,AL392172.2,2.4542831299037728e-06,0.0,0,False,False
AC106845.1,ITPKB,2.6507223676756494e-05,2.8384643340488183e-05,0,True,False
AC106845.1,PLD5,2.7457458223459385e-05,2.721531202841635e-05,0,True,False
AC106845.1,SNTG2,2.1463217134918506e-05,1.0248799513285206e-05,0,False,False
AC106845.1,MIR3681HG,2.985587864778998e-05,5.2518901073542074e-06,0,True,False
AC106845.1,AC064875.1,1.9746728512983487e-05,2.3716948003049804e-06,0,False,False
AC106845.1,AC093912.1,1.3077575101807289e-05,9.738843362651648e-07,0,False,False
AC106845.1,LINC00276,2.642659682816882e-05,1.3003022463097787e-05,0,False,False
AC106845.1,AC018742.1,1.835021820433269e-05,1.4240885182669025e-06,0,False,False
AC106845.1,AC096570.1,2.8899921216214882e-05,2.1140697518456088e-05,0,True,False
AC106845.1,ALK,2.338471266315936e-05,2.460414860047303e-05,0,False,False
AC106845.1,LINC01320,2.6265895668685442e-05,2.4885280097100922e-05,0,False,False
AC106845.1,AC079352.1,1.679429585794646e-05,4.674644676934323e-07,0,False,False
AC106845.1,FSHR,2.221260455952716e-05,8.47765934502423e-06,0,False,False
AC106845.1,AC007402.1,2.640767238617349e-05,2.1153467070489665e-05,0,False,False
AC106845.1,AC010967.1,1.7209538297687946e-05,2.53984253706688e-05,0,False,False
AC106845.1,EFEMP1,4.183373257175696e-06,5.364346413029582e-07,0,False,False
AC106845.1,TACR1,2.6949810659358745e-05,2.6633874686917592e-05,0,False,False
AC106845.1,AC073091.3,2.2672581109684043e-05,2.0945386883877426e-05,0,False,False
AC106845.1,AC012494.1,3.0495707587888597e-05,2.444340678418975e-05,0,True,False
AC106845.1,SMYD1,4.994067858206108e-06,0.0,0,False,False
AC106845.1,IL1RL1,1.4493917590197252e-06,0.0,0,False,False
AC106845.1,LINC01885,2.1961015465696888e-05,1.913410291908518e-05,0,False,False
AC106845.1,MERTK,2.423345613712339e-05,5.277409566811978e-06,0,False,False
AC106845.1,IL1B,4.586869166517744e-07,0.0,0,False,False
AC106845.1,MARCO,2.4932031864205337e-06,0.0,0,False,False
AC106845.1,AC011246.1,2.578634315792047e-05,2.0469064006220317e-05,0,False,False
AC106845.1,GPR17,7.632453462622147e-07,0.0,0,False,False
AC106845.1,NCKAP5,2.236203366678359e-05,1.6252755992345127e-05,0,False,False
AC106845.1,THSD7B,2.616965806746706e-05,2.306072533833709e-06,0,False,False
AC106845.1,NXPH2,6.636706880550376e-06,1.978735910016673e-06,0,False,False
AC106845.1,AC013265.1,1.2647659222591533e-05,1.7810704697342377e-05,0,False,False
AC106845.1,KYNU,4.250896917608547e-06,5.364346413029582e-07,0,False,False
AC106845.1,ARHGAP15,2.7323778070110297e-05,1.3974185699154501e-05,0,True,False
AC106845.1,AC079793.1,1.9452854452566145e-05,1.0145596291828394e-05,0,False,False
AC106845.1,TEX41,2.6601427665187953e-05,2.2563694657217315e-05,0,False,False
AC106845.1,AC079163.2,1.4561465210966404e-05,1.0436100685506991e-05,0,False,False
AC106845.1,AC105402.3,2.3655124353749045e-05,1.5177020129383924e-05,0,False,False
AC106845.1,LINC01931,2.9890306879669693e-05,2.0620847834458244e-05,0,True,False
AC106845.1,AC073225.1,1.1287184428585199e-05,3.5870339994499197e-06,0,False,False
AC106845.1,LINC01876,2.480081336694193e-05,1.4531588903301633e-05,0,False,False
AC106845.1,AC016766.1,2.4041058269566356e-05,1.2781530135940194e-05,0,False,False
AC106845.1,LRP2,1.8217301279278494e-05,4.42011175641829e-06,0,False,False
AC106845.1,SCHLAP1,1.997148632845328e-05,1.559392258737783e-05,0,False,False
AC106845.1,AC007319.1,2.9498228179568984e-05,9.421124841653744e-06,0,True,False
AC106845.1,CALCRL,2.057369072418584e-05,1.2094955558430535e-05,0,False,False
AC106845.1,LINC01090,2.2846507348988438e-05,7.816450697101734e-06,0,False,False
AC106845.1,COL5A2,2.630911202728274e-05,2.497462063365198e-05,0,False,False
AC106845.1,PARD3B,3.111935762581893e-05,1.8731138422828915e-05,0,True,False
AC106845.1,ERBB4,2.511101068159454e-05,2.5391498910425744e-05,0,False,False
AC106845.1,SPHKAP,2.26680526687555e-05,5.413237438782201e-06,0,False,False
AC106845.1,LINC01266,2.5748779453158157e-05,1.8733089837235363e-05,0,False,False
AC106845.1,LMCD1,1.726682052762675e-05,6.907447433692922e-06,0,False,False
AC106845.1,KCNH8,2.149026881249242e-05,3.3700799143444065e-06,0,False,False
AC106845.1,SGO1-AS1,2.5726514852104462e-05,1.3725390573575726e-05,0,False,False
AC106845.1,ZNF385D,2.372914251022779e-05,1.7623997669795878e-05,0,False,False
AC106845.1,TGFBR2,1.8951255140341438e-06,3.5779011869773815e-06,0,False,False
AC106845.1,MOBP,2.3993345282401512e-05,4.601187358599437e-05,0,True,False
AC106845.1,LINC00698,1.1802933491494791e-05,3.912231629819204e-06,0,False,False
AC106845.1,ADAMTS9,1.6062911148932175e-05,1.4686563042865905e-05,0,False,False
AC106845.1,ADAMTS9-AS2,2.262175229645601e-05,9.959944097654377e-06,0,False,False
AC106845.1,TAFA4,2.5669882760741195e-05,1.3266866955450852e-05,0,False,False
AC106845.1,SAMMSON,1.3996037052901538e-05,1.8372285188631648e-05,0,False,False
AC106845.1,LINC02008,2.4412089613629085e-05,6.26414682506157e-06,0,False,False
AC106845.1,AC023503.1,1.3627845981652486e-06,0.0,0,False,False
AC106845.1,ABI3BP,2.359214982789126e-05,7.241291795067638e-06,0,False,False
AC106845.1,AC068633.1,3.0028996777337036e-05,1.0599695829519102e-05,0,True,False
AC106845.1,ALDH1L1,6.258151982235307e-06,7.061062701270764e-06,0,False,False
AC106845.1,AC092957.1,1.8686287561538438e-05,1.924374392676699e-06,0,False,False
AC106845.1,ZIC1,2.6145473726055756e-06,0.0,0,False,False
AC106845.1,AC069410.1,9.903098111770268e-06,4.674644676934323e-07,0,False,False
AC106845.1,LINC02006,2.7375717198092576e-05,2.1293230284666733e-05,0,True,False
AC106845.1,GPR149,6.2161117276278974e-06,1.7805299486999073e-06,0,False,False
AC106845.1,PLCH1,2.6943670018407377e-05,1.6461687538373138e-05,0,False,False
AC106845.1,AC112770.1,1.2994853819988322e-05,0.0,0,False,False
AC106845.1,AC128685.1,4.422466059177354e-06,7.03709973485565e-07,0,False,False
AC106845.1,LINC01324,4.945758692159945e-06,4.215101631911696e-06,0,False,False
AC106845.1,MECOM,2.746438493626816e-05,8.038101127067659e-06,0,True,False
AC106845.1,SLC7A14-AS1,3.1307986904563704e-05,1.7177870093039486e-05,0,True,False
AC106845.1,AC110992.1,2.3342245535200954e-05,2.750972681498867e-05,0,True,False
AC106845.1,AC117453.1,2.229731048947088e-05,3.0181218508930823e-05,0,True,False
AC106845.1,AC068308.1,2.911185126043963e-05,1.4818457802617434e-05,0,True,False
AC106845.1,SST,2.553276690934804e-06,9.753658602785816e-07,0,False,False
AC106845.1,APOD,2.8746322190718087e-05,1.984376623299057e-05,0,True,False
AC106845.1,AC093898.1,1.6412262144624447e-05,2.346732437303436e-06,0,False,False
AC106845.1,AC097512.1,2.7041519934772452e-05,1.2955195080480341e-05,0,False,False
AC106845.1,AC093607.1,2.2719802381089895e-05,2.1215813174475946e-05,0,False,False
AC106845.1,AC079772.1,1.5965111657085715e-05,2.2200791614796545e-05,0,False,False
AC106845.1,AC016687.3,1.3428123916429861e-05,5.030319389048476e-07,0,False,False
AC106845.1,AC016687.2,1.981072464299619e-05,1.1598921669776665e-05,0,False,False
AC106845.1,LINC02484,1.1313345499469766e-05,3.311192160911117e-06,0,False,False
AC106845.1,LINC02505,1.6038224387520298e-05,2.6820327538670242e-06,0,False,False
AC106845.1,RBM47,2.492178668230086e-05,2.5993478468071343e-05,0,False,False
AC106845.1,KIT,1.029601403184197e-05,2.167528439270508e-06,0,False,False
AC106845.1,IGFBP7,1.450696853699272e-05,1.2541643699054504e-05,0,False,False
AC106845.1,NPFFR2,1.676855752855178e-05,1.6497130687372926e-05,0,False,False
AC106845.1,CXCL10,0.0,0.0,0,False,False
AC106845.1,LINC01094,1.1607958263734223e-05,4.981093688292614e-06,0,False,False
AC106845.1,LINC01088,2.880975180416072e-05,2.9918087094779248e-05,0,True,False
AC106845.1,ARHGAP24,2.9902535962993187e-05,1.4976696690671872e-05,0,True,False
AC106845.1,MEPE,5.841674351451766e-06,0.0,0,False,False
AC106845.1,SPP1,1.8314904803131013e-05,6.372070351995879e-06,0,False,False
AC106845.1,BMPR1B,3.0571113228604236e-05,3.03903091525456e-05,0,True,False
AC106845.1,LINC02267,2.1669670776720188e-05,2.1622282850887646e-06,0,False,False
AC106845.1,STPG2-AS1,3.183862385765456e-05,1.4251193452759948e-05,0,True,False
AC106845.1,ADH1B,1.8187087564966737e-06,0.0,0,False,False
AC106845.1,NPNT,7.989262197284284e-06,2.7544202276320243e-07,0,False,False
AC106845.1,LEF1,6.384425573834997e-06,3.7340951023845205e-06,0,False,False
AC106845.1,ETNPPL,7.907137485893386e-06,7.990845972769625e-07,0,False,False
AC106845.1,COL25A1,2.5332935028278112e-05,1.7283432888682132e-05,0,False,False
AC106845.1,AC004704.1,1.3721629215329553e-05,5.112892746345106e-07,0,False,False
AC106845.1,NDST4,1.3358284935636722e-05,1.8249170119320748e-05,0,False,False
AC106845.1,AC093765.2,1.935587431498974e-05,6.7055960205939465e-06,0,False,False
AC106845.1,AC097528.1,1.7596912569304698e-05,1.7314823374825078e-05,0,False,False
AC106845.1,AC079380.1,1.0094758818384582e-05,7.204130960565002e-07,0,False,False
AC106845.1,AC018680.1,9.771490479333435e-06,2.3492900935426497e-05,0,False,False
AC106845.1,SLC7A11,2.7629906899443197e-05,2.152622064672083e-05,0,True,False
AC106845.1,LINC00499,2.3358210203287874e-05,1.0492080786759588e-05,0,False,False
AC106845.1,TLR2,9.767111640550345e-06,1.5504832159488887e-06,0,False,False
AC106845.1,TMEM144,3.2393989307941096e-05,1.9340656910848032e-05,0,True,False
AC106845.1,AC021134.1,1.2568669779850506e-05,7.080818335671973e-07,0,False,False
AC106845.1,AC080079.2,8.75530354259892e-06,0.0,0,False,False
AC106845.1,LINC01179,5.6480914444902585e-06,2.656696079035548e-06,0,False,False
AC106845.1,TLL1,2.0851141272610988e-05,4.767216971364721e-06,0,False,False
AC106845.1,AC022325.2,2.577230391933329e-05,2.4533586668431632e-05,0,False,False
AC106845.1,AC097518.2,1.3550722515549064e-05,4.076161526213034e-06,0,False,False
AC106845.1,LINC01099,1.4215287191829554e-05,0.0,0,False,False
AC106845.1,F11-AS1,2.8731788186015756e-05,1.2424077183118361e-05,0,True,False
AC106845.1,LINC01060,3.9933520729809226e-05,3.4295213262487143e-06,0,True,False
AC106845.1,LINC02196,3.0222735931578874e-05,1.6815366585785735e-05,0,True,False
AC106845.1,SEMA5A,2.5342062148520107e-05,1.7065899477772304e-05,0,False,False
AC106845.1,FBXL7,2.8474881802332432e-05,1.5334119084947902e-05,0,True,False
AC106845.1,C5orf17,2.550151474581488e-05,9.853681931444453e-06,0,False,False
AC106845.1,AC114930.1,2.2510041748009024e-05,7.250811714198713e-06,0,False,False
AC106845.1,LINC02211,9.553263395102885e-06,3.600369382183999e-06,0,False,False
AC106845.1,AC008825.1,1.3980169759940268e-05,4.674644676934323e-07,0,False,False
AC106845.1,LINC02109,2.3502334766743267e-05,3.31243890196241e-05,0,True,False
AC106845.1,AC099517.1,1.4951098512485615e-05,1.5671554823644966e-06,0,False,False
AC106845.1,AC010343.3,2.09962904096403e-05,1.1460326191590105e-05,0,False,False
AC106845.1,PRLR,1.571892262680714e-05,1.7641427588749053e-06,0,False,False
AC106845.1,IL7R,2.6742493489053935e-06,5.646680615213334e-07,0,False,False
AC106845.1,RANBP3L,3.776385644006059e-05,1.1219192861277044e-05,0,True,False
AC106845.1,SLC1A3,1.5119013872635503e-05,2.4698326204240892e-05,0,False,False
AC106845.1,GDNF-AS1,9.869413441599451e-06,8.417968264919906e-06,0,False,False
AC106845.1,FYB1,1.60365069447779e-05,2.2177578221899288e-06,0,False,False
AC106845.1,C7,3.430946956968353e-06,0.0,0,False,False
AC106845.1,AC022126.1,3.672771105338681e-05,5.562102148041244e-05,0,True,False
AC106845.1,ADAMTS6,2.598110491279079e-05,2.1420526298443196e-05,0,False,False
AC106845.1,AC092353.2,2.5921718056799958e-05,6.198958908677319e-06,0,False,False
AC106845.1,CARTPT,2.1639726899132822e-05,3.6618476884227177e-06,0,False,False
AC106845.1,LINC01331,2.6673225250149557e-05,1.351287358180636e-05,0,False,False
AC106845.1,SV2C,4.071332370697825e-05,2.2661460903573623e-05,0,True,False
AC106845.1,IQGAP2,2.08785166266668e-05,1.8066413516534107e-05,0,False,False
AC106845.1,S100Z,1.8313896087383168e-05,2.331588346741518e-05,0,False,False
AC106845.1,CRHBP,1.5650974200980273e-05,2.8207589426024264e-06,0,False,False
AC106845.1,VCAN,1.5425497929717663e-05,3.969017898128124e-06,0,False,False
AC106845.1,AC109492.1,1.9924072329354668e-05,6.962647350033848e-05,0,True,False
AC106845.1,AC114971.1,2.4973331280866474e-05,1.6953741981581358e-05,0,False,False
AC106845.1,ADGRV1,2.5643510223640845e-05,1.625915257869822e-05,0,False,False
AC106845.1,LINC02147,2.9695251216104894e-05,3.587893382898326e-05,0,True,False
AC106845.1,LINC02208,2.67405081474808e-05,6.0794153468485005e-05,0,True,False
AC106845.1,AC008568.1,3.68731040904644e-05,1.3769684340508062e-05,0,True,False
AC106845.1,LINC01170,1.923668764712435e-05,2.1552662145716983e-05,0,False,False
AC106845.1,GRAMD2B,1.689794003084444e-05,5.305329158978966e-06,0,False,False
AC106845.1,FBN2,1.5077008056509005e-05,5.285781870290749e-06,0,False,False
AC106845.1,SLC27A6,3.102427305339934e-05,3.6367457989342415e-06,0,True,False
AC106845.1,CXCL14,7.74786299467562e-06,1.464952334258169e-06,0,False,False
AC106845.1,AC132803.1,2.2662974046593773e-05,2.6646041699604072e-05,0,False,False
AC106845.1,PRELID2,2.4333442590266352e-05,1.0339961406742164e-05,0,False,False
AC106845.1,AC008571.2,3.475985932839519e-05,6.66040198318843e-05,0,True,False
AC106845.1,LINC01470,2.8039510644228647e-05,2.9851878129599745e-05,0,True,False
AC106845.1,EBF1,1.2611477393466904e-05,1.6286747325309285e-06,0,False,False
AC106845.1,AC109466.1,2.493993196700263e-05,1.0136896587778746e-05,0,False,False
AC106845.1,AC008415.1,2.7164123320220087e-05,3.483823905668408e-05,0,True,False
AC106845.1,KCNIP1,3.2794722457640314e-05,1.5494596163275363e-05,0,True,False
AC106845.1,AL033523.1,1.1750655343051648e-05,6.379304501424295e-07,0,False,False
AC106845.1,F13A1,3.4444033368734904e-05,2.2744810048988117e-05,0,True,False
AC106845.1,CASC15,2.5400969455297538e-05,1.2333054467666185e-05,0,False,False
AC106845.1,HSPA1A,2.297668566723473e-05,2.273477201231748e-05,0,False,False
AC106845.1,RUNX2,3.615457393572555e-05,1.9286305966979188e-05,0,True,False
AC106845.1,HCRTR2,3.029321879790466e-05,2.134333927828437e-05,0,True,False
AC106845.1,COL21A1,3.335834342413727e-05,1.1445529131826467e-05,0,True,False
AC106845.1,AL355612.1,3.35153028860026e-05,6.464982978391329e-06,0,True,False
AC106845.1,TENT5A,1.0641130275147663e-05,6.5924780789509184e-06,0,False,False
AC106845.1,TBX18,9.83088583761484e-07,0.0,0,False,False
AC106845.1,CNR1,2.3686829496488817e-05,6.7905588975466e-06,0,False,False
AC106845.1,AL589740.1,3.2923277582702114e-05,1.8114072516110473e-05,0,True,False
AC106845.1,ROS1,2.419973381095362e-05,4.23434752859769e-05,0,True,False
AC106845.1,GJA1,7.71802514853854e-06,2.523424953809837e-07,0,False,False
AC106845.1,AL445259.1,3.3700909365766816e-07,0.0,0,False,False
AC106845.1,TPD52L1,2.556452295786065e-05,1.6365163417739644e-05,0,False,False
AC106845.1,THEMIS,2.196164073965594e-05,1.2147798028813644e-05,0,False,False
AC106845.1,LAMA2,2.6327597713330125e-05,2.302960795253114e-05,0,False,False
AC106845.1,SAMD3,3.0305277011198738e-05,3.937014221967048e-05,0,True,False
AC106845.1,CCN2,3.383732240466515e-06,2.1138574903055597e-07,0,False,False
AC106845.1,AL133346.1,9.932183387050196e-06,1.1921056950981705e-06,0,False,False
AC106845.1,LINC00326,2.4131117930928176e-05,1.5504291824066176e-05,0,False,False
AC106845.1,EYA4,2.8993129061472228e-05,3.731829279424432e-05,0,True,False
AC106845.1,NHSL1,3.0970435300239807e-05,3.3315971328640576e-05,0,True,False
AC106845.1,VIP,1.4235785917607042e-06,3.764453616495493e-07,0,False,False
AC106845.1,AL589693.1,2.9490870332081412e-05,1.3048921654449473e-05,0,True,False
AC106845.1,SLC22A3,1.9342806582263083e-06,4.84138692141613e-06,0,False,False
AC106845.1,SDK1,3.2431380943994646e-05,2.3382119886171036e-05,0,True,False
AC106845.1,NXPH1,2.7384178456068927e-05,3.505633668301873e-05,0,True,False
AC106845.1,AC004852.2,1.724154491187489e-05,0.0,0,False,False
AC106845.1,AC004949.1,2.495199795351148e-05,4.0169302042516094e-05,0,True,False
AC106845.1,SCIN,7.597779335717823e-06,0.0,0,False,False
AC106845.1,AC007091.1,3.002885538289186e-05,1.9028560998165075e-05,0,True,False
AC106845.1,NPY,1.8214955854666782e-05,4.346871395663636e-06,0,False,False
AC106845.1,AC008080.4,1.9340315650749417e-06,8.056888621024963e-07,0,False,False
AC106845.1,NPSR1-AS1,3.355830327007202e-05,1.5974238412655862e-05,0,True,False
AC106845.1,NPSR1,1.714876783696628e-05,6.5343524725542095e-06,0,False,False
AC106845.1,INHBA,2.5220667240679798e-05,2.025084397439097e-05,0,False,False
AC106845.1,GLI3,1.9084886466307395e-05,1.0707477847887057e-05,0,False,False
AC106845.1,IKZF1,8.553536614383528e-06,8.118766640661606e-07,0,False,False
AC106845.1,LINC01446,5.4882529336597996e-06,2.7641241075422284e-06,0,False,False
AC106845.1,EGFR,1.8750577775270876e-05,7.941399345751023e-06,0,False,False
AC106845.1,CD36,3.91245983553986e-05,1.7125073154197685e-05,0,True,False
AC106845.1,SEMA3E,2.8616529841517095e-05,1.2091611873441381e-05,0,True,False
AC106845.1,SEMA3A,2.723445698082218e-05,1.1908714973061533e-05,0,False,False
AC106845.1,AC002069.2,3.980575588929652e-05,5.1152853032551145e-05,0,True,False
AC106845.1,ZNF804B,2.8009005917899863e-05,2.5510247912410464e-05,0,True,False
AC106845.1,CALCR,6.19639060460031e-06,2.2924064007326863e-05,0,False,False
AC106845.1,COL1A2,1.5732099311616349e-07,0.0,0,False,False
AC106845.1,AC002429.2,3.7239244210960184e-05,1.5083505852675424e-05,0,True,False
AC106845.1,PDK4,1.0364754291783486e-05,0.0,0,False,False
AC106845.1,DLX6-AS1,1.344050228927161e-05,4.759676869823329e-06,0,False,False
AC106845.1,TAC1,2.916985258521816e-06,8.672135787606434e-06,0,False,False
AC106845.1,SERPINE1,1.2754217926028235e-05,7.571809866097388e-06,0,False,False
AC106845.1,RELN,3.4154302808316546e-05,2.88238220360673e-05,0,True,False
AC106845.1,LHFPL3,3.478982837333085e-05,4.8051141113500264e-05,0,True,False
AC106845.1,AC002066.1,2.578454423822835e-05,1.5578353934748967e-05,0,False,False
AC106845.1,CPED1,1.9267246899122553e-05,6.685335830912111e-06,0,False,False
AC106845.1,PTPRZ1,3.683773246246356e-05,3.139130212575622e-05,0,True,False
AC106845.1,CHRM2,2.2079666873274128e-05,4.065843972892429e-05,0,True,False
AC106845.1,TBXAS1,3.376785785785243e-05,9.492099402379123e-06,0,True,False
AC106845.1,DLC1,9.024694644275124e-05,7.10329372981486e-05,0,True,False
AC106845.1,SGCZ,2.7418349143046225e-05,2.501872883572706e-05,0,True,False
AC106845.1,MSR1,9.71696404437297e-06,5.8605690079580275e-06,0,False,False
AC106845.1,AC011586.2,8.670325708463884e-06,5.646313046024752e-06,0,False,False
AC106845.1,FGL1,3.7512526792778196e-06,0.0,0,False,False
AC106845.1,AC100849.1,1.3449333461109318e-05,1.2344823064829871e-05,0,False,False
AC106845.1,ADAM28,2.150938156903846e-05,1.8128831513532003e-05,0,False,False
AC106845.1,AC120193.1,1.9302347011703317e-05,3.0586618485444345e-05,0,True,False
AC106845.1,DOCK5,2.177213673796675e-05,3.616094794141126e-05,0,True,False
AC106845.1,PNOC,2.5906668570871482e-06,3.092529299541429e-07,0,False,False
AC106845.1,AC124290.1,1.827989206891126e-05,1.6323573560996714e-05,0,False,False
AC106845.1,ST18,2.0156873664077743e-05,1.0345108201230145e-05,0,False,False
AC106845.1,RGS20,1.93881901774793e-05,8.612940651153584e-06,0,False,False
AC106845.1,PENK,1.2831809192216403e-06,1.4173443722038857e-06,0,False,False
AC106845.1,NKAIN3,2.5753749473441373e-05,7.011460396987482e-05,0,True,False
AC106845.1,PREX2,9.631114440355528e-06,2.9052535146023807e-06,0,False,False
AC106845.1,C8orf34,2.5924649618995855e-05,3.76976877528631e-05,0,True,False
AC106845.1,SULF1,9.668747686878398e-06,2.484060308886253e-06,0,False,False
AC106845.1,EYA1,2.143550090527335e-05,1.7728750751174302e-05,0,False,False
AC106845.1,AC083837.1,1.3186174814183353e-05,3.827194465660729e-07,0,False,False
AC106845.1,AC060765.2,2.851372151690168e-05,2.1487693650918926e-05,0,True,False
AC106845.1,AC060765.1,2.465290292645607e-05,1.8232907041595052e-05,0,False,False
AC106845.1,ZFPM2-AS1,2.8323507929118297e-05,1.7396843081760547e-05,0,True,False
AC106845.1,ANGPT1,1.773327003631345e-05,9.302775794883986e-07,0,False,False
AC106845.1,LINC01608,1.5944403020308083e-05,2.5503637830797506e-05,0,False,False
AC106845.1,SLC30A8,1.9114679858083557e-05,2.4176323970086313e-05,0,False,False
AC106845.1,ENPP2,1.713851136470594e-05,1.1460080313744969e-05,0,False,False
AC106845.1,SNTB1,1.293009415738717e-05,1.3874813512826146e-05,0,False,False
AC106845.1,AC016074.2,1.4675446222823592e-05,3.506899611714798e-06,0,False,False
AC106845.1,CCDC26,2.1482083440662103e-05,1.833137577439734e-05,0,False,False
AC106845.1,CCN4,1.0413885810317433e-06,0.0,0,False,False
AC106845.1,LINC02055,2.5520217529961583e-05,2.3041873567977085e-05,0,False,False
AC106845.1,AC046195.2,1.7199349149079205e-05,0.0,0,False,False
AC106845.1,DOCK8,1.3056966017826682e-05,2.1251763890043916e-05,0,False,False
AC106845.1,GLIS3,2.7174334738597807e-05,2.6979213998917172e-05,0,False,False
AC106845.1,AL355672.1,2.2804632525159313e-06,5.842637810405071e-06,0,False,False
AC106845.1,AL353595.1,2.0042284364600554e-05,1.1679391980540563e-05,0,False,False
AC106845.1,BNC2,2.812513252249527e-05,2.0316416549000215e-05,0,True,False
AC106845.1,ADAMTSL1,2.4246699699599e-05,6.81901540180092e-05,0,True,False
AC106845.1,AL391117.1,2.459910372057927e-05,1.4067324089753096e-05,0,False,False
AC106845.1,AL353811.1,2.1610755475751145e-06,0.0,0,False,False
AC106845.1,FAM189A2,2.1368135758073514e-05,1.2260314778983105e-05,0,False,False
AC106845.1,TRPM3,2.3710725064013327e-05,4.808197986198125e-05,0,True,False
AC106845.1,ALDH1A1,9.487403914688132e-06,1.271928557565348e-05,0,False,False
AC106845.1,PCSK5,2.3984503623701268e-05,2.43335461690274e-05,0,False,False
AC106845.1,GNA14,2.9575607375507538e-05,1.3789669099719147e-05,0,True,False
AC106845.1,RASEF,1.8674882437608175e-05,2.4960632771204826e-06,0,False,False
AC106845.1,AL161629.1,4.028637753324393e-06,2.097596982140484e-06,0,False,False
AC106845.1,GRIN3A,2.4376387408060928e-05,1.0124814819425091e-06,0,False,False
AC106845.1,LPAR1,7.042944223717406e-06,1.1110477688250252e-05,0,False,False
AC106845.1,TNC,1.1296659718120319e-05,1.7459698833424004e-06,0,False,False
AC106845.1,AL160272.1,6.92269328283146e-06,2.670607176677602e-06,0,False,False
AC106845.1,AL359636.2,2.5318056034149906e-05,2.16822623803913e-05,0,False,False
AC106845.1,ADARB2,2.5210083031938422e-05,9.565109540739981e-06,0,False,False
AC106845.1,LINC02645,2.2518806495610282e-05,2.4736567506544855e-05,0,False,False
AC106845.1,LINC00702,9.360106196254492e-07,0.0,0,False,False
AC106845.1,ITIH5,9.210704730340156e-06,2.5461867777143085e-06,0,False,False
AC106845.1,ITGA8,1.4035891124097231e-05,1.240738212933681e-05,0,False,False
AC106845.1,MRC1,8.633416569233417e-06,7.760700195569408e-07,0,False,False
AC106845.1,SLC39A12,1.6070007761151587e-06,1.3361164385145676e-06,0,False,False
AC106845.1,KIAA1217,1.833575136277343e-05,1.5820418360014188e-05,0,False,False
AC106845.1,GAD2,1.418038499966259e-05,2.7316034816757713e-05,0,True,False
AC106845.1,APBB1IP,1.1309861626929832e-05,2.3851623311907013e-06,0,False,False
AC106845.1,PARD3,2.4303913866458457e-05,2.1623598361287503e-05,0,False,False
AC106845.1,LNCAROD,7.940414116648976e-06,1.3540706448549532e-06,0,False,False
AC106845.1,PCDH15,2.4201759151760796e-05,2.669742050171741e-05,0,False,False
