regulator,target,w_c0,w_c1,dom_cluster,substantial,bucking
AL445207.1,AC073225.1,2.0113561600525377e-05,1.169453307581161e-05,0,False,False
AL445207.1,LINC01876,4.351661609460584e-05,1.7609451656215957e-05,0,False,False
AL445207.1,AC016766.1,5.327526800402898e-05,2.438910785902492e-05,0,False,False
AL445207.1,LRP2,4.271559014974322e-05,6.02918865618086e-05,0,False,False
AL445207.1,SCHLAP1,8.580567693183044e-05,5.534946224636961e-05,0,True,False
AL445207.1,AC007319.1,6.510918583329458e-05,4.002726464047231e-05,0,False,False
AL445207.1,CALCRL,4.692117379207721e-05,2.6022830382506157e-05,0,False,False
AL445207.1,LINC01090,7.230411589722109e-05,4.2922949506283e-05,0,True,False
AL445207.1,COL5A2,7.567929007895946e-05,3.1303102621275506e-05,0,True,False
AL445207.1,PARD3B,6.17812899286898e-05,6.727282675324651e-05,0,True,False
AL445207.1,ERBB4,7.13053137564469e-05,3.86116049214391e-05,0,True,False
AL445207.1,SPHKAP,5.576852717407499e-05,2.738644056437864e-05,0,False,False
AL445207.1,LINC01266,6.133268551128137e-05,5.558962885101565e-05,0,False,False
AL445207.1,LMCD1,4.7862958682811525e-05,4.9159338946086646e-05,0,False,False
AL445207.1,KCNH8,4.556510477429778e-05,2.6166028511539544e-05,0,False,False
AL445207.1,SGO1-AS1,6.264457840378879e-05,5.8094803654925705e-05,0,False,False
AL445207.1,ZNF385D,6.575751324801309e-05,3.183274076357486e-05,0,True,False
AL445207.1,TGFBR2,5.713182323366907e-06,0.0,0,False,False
AL445207.1,MOBP,6.662196962558188e-05,5.524595321152594e-05,0,True,False
AL445207.1,LINC00698,2.6363209100001943e-05,1.7628715007659157e-05,0,False,False
AL445207.1,ADAMTS9,3.331785333783125e-05,2.5904684344176547e-05,0,False,False
AL445207.1,ADAMTS9-AS2,5.1493484282156094e-05,3.063432081283022e-05,0,False,False
AL445207.1,TAFA4,6.329040119223534e-05,3.473393331460417e-05,0,False,False
AL445207.1,SAMMSON,4.78529583225993e-05,2.530346316860106e-05,0,False,False
AL445207.1,LINC02008,5.988655343530823e-05,3.623109462079411e-05,0,False,False
AL445207.1,AC023503.1,5.013055593590417e-06,2.8603862398411714e-06,0,False,False
AL445207.1,ABI3BP,5.801365904124016e-05,4.640538880876666e-05,0,False,False
AL445207.1,AC068633.1,7.956756313356915e-05,7.989507401531606e-05,0,True,False
AL445207.1,ALDH1L1,1.6690168979941836e-05,9.364453114090068e-07,0,False,False
AL445207.1,AC092957.1,2.8225120885209447e-05,1.1410153029497303e-05,0,False,False
AL445207.1,ZIC1,4.939925588941723e-06,5.640463235335844e-07,0,False,False
AL445207.1,AC069410.1,1.499720670432739e-05,1.8498882337747883e-05,0,False,False
AL445207.1,LINC02006,6.170539672620432e-05,3.6709203585436456e-05,0,False,False
AL445207.1,GPR149,1.5828861089346526e-05,6.3505000607251875e-06,0,False,False
AL445207.1,PLCH1,5.94095108706164e-05,5.774497750764378e-05,0,False,False
AL445207.1,AC112770.1,2.321169652669627e-05,4.523814639185604e-06,0,False,False
AL445207.1,AC128685.1,1.7219798325995902e-05,3.97710824745971e-06,0,False,False
AL445207.1,LINC01324,1.071283517315465e-05,1.027291712179212e-05,0,False,False
AL445207.1,MECOM,5.456982274430677e-05,7.874962075956544e-05,0,True,False
AL445207.1,SLC7A14-AS1,6.862515292346969e-05,4.9664069770266635e-05,0,True,False
AL445207.1,AC110992.1,8.496460286683342e-05,5.4262060633808355e-05,0,True,False
AL445207.1,AC117453.1,7.49907863451646e-05,5.9206196300005305e-05,0,True,False
AL445207.1,AC068308.1,4.399297042639576e-05,3.2382140478547905e-05,0,False,False
AL445207.1,SST,5.273111799551273e-06,1.8313024897933158e-06,0,False,False
AL445207.1,APOD,5.23454318001234e-05,6.307964443589025e-05,0,False,False
AL445207.1,AC093898.1,3.0156490419499794e-05,1.85080858458384e-05,0,False,False
AL445207.1,AC097512.1,4.527441826600777e-05,3.7083923433871494e-05,0,False,False
AL445207.1,AC093607.1,4.8425633982564625e-05,4.1533353687686544e-05,0,False,False
AL445207.1,AC079772.1,4.56766845583464e-05,6.736956477868256e-05,0,True,False
AL445207.1,AC016687.3,1.883443798949904e-05,3.51786836495588e-05,0,False,False
AL445207.1,AC016687.2,5.262441657962297e-05,5.0837019105429296e-05,0,False,False
AL445207.1,LINC02484,2.334623868621372e-05,1.634094048998844e-05,0,False,False
AL445207.1,LINC02505,3.3724328585866616e-05,9.323261142237316e-06,0,False,False
AL445207.1,RBM47,5.207546531388048e-05,2.493812834436119e-05,0,False,False
AL445207.1,KIT,1.7500400369315648e-05,5.315051687783104e-06,0,False,False
AL445207.1,IGFBP7,2.741370421020257e-05,1.144203560284172e-05,0,False,False
AL445207.1,NPFFR2,2.807415387718713e-05,1.1623074571269624e-05,0,False,False
AL445207.1,CXCL10,2.048629264540698e-07,0.0,0,False,False
AL445207.1,LINC01094,2.3453939956772614e-05,2.0393556504741828e-05,0,False,False
AL445207.1,LINC01088,6.768759305759569e-05,5.961103523899913e-05,0,True,False
AL445207.1,ARHGAP24,6.10515139342323e-05,5.439348180484847e-05,0,False,False
AL445207.1,MEPE,1.2685998623858695e-05,0.0,0,False,False
AL445207.1,SPP1,3.1038048404144425e-05,3.951599448734243e-05,0,False,False
AL445207.1,BMPR1B,8.023444090248972e-05,5.161922438603562e-05,0,True,False
AL445207.1,LINC02267,4.070835530619733e-05,2.9040641798255925e-05,0,False,False
AL445207.1,STPG2-AS1,5.413777308693211e-05,2.1496177448901532e-05,0,False,False
AL445207.1,ADH1B,1.7391350017547803e-06,5.059827518154129e-07,0,False,False
AL445207.1,NPNT,2.1118061296556887e-05,2.4411062698379278e-06,0,False,False
AL445207.1,LEF1,1.1441189104201075e-05,7.449608615204568e-06,0,False,False
AL445207.1,ETNPPL,1.669493055311669e-05,9.707008689343175e-06,0,False,False
AL445207.1,COL25A1,6.811746589641621e-05,5.1539038114016374e-05,0,True,False
AL445207.1,AC004704.1,2.5569244891016718e-05,1.2903341863589022e-05,0,False,False
AL445207.1,NDST4,2.6137003379698072e-05,2.7765613947197595e-05,0,False,False
AL445207.1,AC093765.2,3.092888586018735e-05,2.070057584037412e-05,0,False,False
AL445207.1,AC097528.1,3.254704500211537e-05,1.6123050050537446e-05,0,False,False
AL445207.1,AC079380.1,8.750491528747448e-06,0.0,0,False,False
AL445207.1,AC018680.1,2.3474272633871868e-05,2.5500336584359688e-05,0,False,False
AL445207.1,SLC7A11,5.3719450320040716e-05,3.3059634172608155e-05,0,False,False
AL445207.1,LINC00499,5.370364456080536e-05,4.505963090387906e-05,0,False,False
AL445207.1,TLR2,1.919009386234057e-05,1.9170686834245502e-05,0,False,False
AL445207.1,TMEM144,6.40442515764426e-05,3.65694287340028e-05,0,False,False
AL445207.1,AC021134.1,2.3027831173636023e-05,2.8963762216372254e-05,0,False,False
AL445207.1,AC080079.2,1.3821397537005522e-05,1.944604774229121e-06,0,False,False
AL445207.1,LINC01179,1.0368403006178708e-05,6.71535557337143e-06,0,False,False
AL445207.1,TLL1,3.71742080128338e-05,1.543773040132802e-05,0,False,False
AL445207.1,AC022325.2,6.523134600239792e-05,4.4210882069612486e-05,0,False,False
AL445207.1,AC097518.2,3.9484146597686034e-05,2.4570852852943944e-05,0,False,False
AL445207.1,LINC01099,3.291849444474907e-05,1.2042431159629998e-05,0,False,False
AL445207.1,F11-AS1,5.2980803001646436e-05,4.1648447702918194e-05,0,False,False
AL445207.1,LINC01060,4.0888955518432124e-05,3.160496020942877e-05,0,False,False
AL445207.1,LINC02196,5.835075341301596e-05,3.5406033711490115e-05,0,False,False
AL445207.1,SEMA5A,4.536968267584834e-05,3.858430874045242e-05,0,False,False
AL445207.1,FBXL7,6.0078808290453296e-05,4.571343675709185e-05,0,False,False
AL445207.1,C5orf17,6.77073947705129e-05,4.1351213841255885e-05,0,True,False
AL445207.1,AC114930.1,6.523515316221362e-05,4.443342088099619e-05,0,False,False
AL445207.1,LINC02211,1.7750719220374007e-05,2.3394192326622154e-05,0,False,False
AL445207.1,AC008825.1,2.5494642507680174e-05,4.4794362368736065e-06,0,False,False
AL445207.1,LINC02109,3.382510716295739e-05,1.7712041383049052e-05,0,False,False
AL445207.1,AC099517.1,3.522766257469737e-05,1.4660885773539931e-05,0,False,False
AL445207.1,AC010343.3,3.502815265324356e-05,1.8931730714860617e-05,0,False,False
AL445207.1,PRLR,2.7018993490324308e-05,1.2329302785079993e-05,0,False,False
AL445207.1,IL7R,1.2140053134212093e-05,8.99815632045845e-06,0,False,False
AL445207.1,RANBP3L,4.67685025467515e-05,3.0370219919228802e-05,0,False,False
AL445207.1,SLC1A3,5.0092721064939495e-05,2.0983694313707472e-05,0,False,False
AL445207.1,GDNF-AS1,2.344165229625587e-05,1.1418766123067718e-05,0,False,False
AL445207.1,FYB1,2.3544854774918276e-05,2.698505050761792e-05,0,False,False
AL445207.1,C7,7.03168435094611e-06,2.696057307167851e-07,0,False,False
AL445207.1,AC022126.1,5.830943215728116e-05,4.726769393107654e-05,0,False,False
AL445207.1,ADAMTS6,4.543153283344284e-05,2.9521334403072267e-05,0,False,False
AL445207.1,AC092353.2,3.72146605983524e-05,1.0706005445161681e-05,0,False,False
AL445207.1,CARTPT,4.629725855488725e-05,1.8986847889366517e-05,0,False,False
AL445207.1,LINC01331,8.209793833711284e-05,4.9023344356178766e-05,0,True,False
AL445207.1,SV2C,6.191034000777304e-05,4.334798078668912e-05,0,False,False
AL445207.1,IQGAP2,4.706274086398639e-05,2.0554452626056918e-05,0,False,False
AL445207.1,S100Z,3.0803389722529635e-05,1.90468696765319e-05,0,False,False
AL445207.1,CRHBP,2.136162703183751e-05,3.3150825664977076e-05,0,False,False
AL445207.1,VCAN,2.3582831828846823e-05,2.5516564585293733e-05,0,False,False
AL445207.1,AC109492.1,3.0005564254915556e-05,5.650135306685199e-06,0,False,False
AL445207.1,AC114971.1,7.092595958792804e-05,5.917952933525073e-05,0,True,False
AL445207.1,ADGRV1,6.217195975918858e-05,3.2097660082632136e-05,0,False,False
AL445207.1,LINC02147,4.059084092999032e-05,1.7210521676822488e-05,0,False,False
AL445207.1,LINC02208,6.471122686029202e-05,5.102367227071797e-05,0,False,False
AL445207.1,AC008568.1,6.69502534796286e-05,5.2629398341474694e-05,0,True,False
AL445207.1,LINC01170,4.854879055749851e-05,3.827320846857866e-05,0,False,False
AL445207.1,GRAMD2B,3.893015639723392e-05,6.614829586617611e-06,0,False,False
AL445207.1,FBN2,3.3136317573929464e-05,2.3824793024266522e-05,0,False,False
AL445207.1,SLC27A6,4.80131145533757e-05,1.0663558076217574e-05,0,False,False
AL445207.1,CXCL14,1.4745352666932235e-05,1.5731774058522363e-05,0,False,False
AL445207.1,AC132803.1,7.390579754976506e-05,3.834080750268954e-05,0,True,False
AL445207.1,PRELID2,7.428690796044926e-05,3.777174507670155e-05,0,True,False
AL445207.1,AC008571.2,5.7110975925522795e-05,3.594814355937938e-05,0,False,False
AL445207.1,LINC01470,5.995573896263937e-05,5.385702127147058e-05,0,False,False
AL445207.1,EBF1,2.468652735623047e-05,1.1271070833851225e-05,0,False,False
AL445207.1,AC109466.1,6.42940682425476e-05,4.84263622244822e-05,0,False,False
AL445207.1,AC008415.1,6.015145592222668e-05,4.822636497523112e-05,0,False,False
AL445207.1,KCNIP1,6.218281279521345e-05,3.9936312808520784e-05,0,False,False
AL445207.1,AL033523.1,2.3585865059009314e-05,1.7591869121296614e-05,0,False,False
AL445207.1,F13A1,5.882318377404161e-05,2.4954740424119215e-05,0,False,False
AL445207.1,CASC15,6.451879572610786e-05,3.806430921148251e-05,0,False,False
AL445207.1,HSPA1A,5.381642775734551e-05,4.02098276854248e-05,0,False,False
AL445207.1,RUNX2,6.414921401863422e-05,4.2160705638286866e-05,0,False,False
AL445207.1,HCRTR2,5.8975582252525244e-05,4.219704997446459e-05,0,False,False
AL445207.1,COL21A1,6.792292141963871e-05,3.397641888595557e-05,0,True,False
AL445207.1,AL355612.1,5.1893820714853214e-05,2.0722740581116976e-05,0,False,False
AL445207.1,TENT5A,1.779399397269788e-05,1.4810931112950687e-05,0,False,False
AL445207.1,TBX18,3.2391877762525194e-07,0.0,0,False,False
AL445207.1,CNR1,6.256367268583503e-05,3.039685489066722e-05,0,False,False
AL445207.1,AL589740.1,7.49530568789853e-05,4.4678381121758415e-05,0,True,False
AL445207.1,ROS1,5.940334606668077e-05,3.4863065235719145e-05,0,False,False
AL445207.1,GJA1,2.143846759755792e-05,1.4263816431704424e-05,0,False,False
AL445207.1,AL445259.1,8.606155133345918e-07,5.369721067331817e-07,0,False,False
AL445207.1,TPD52L1,7.083973981916373e-05,4.91051147860806e-05,0,True,False
AL445207.1,THEMIS,4.907310573527194e-05,3.4675067660559944e-06,0,False,False
AL445207.1,LAMA2,5.887240016393451e-05,6.618738242290338e-05,0,True,False
AL445207.1,SAMD3,6.309429928580873e-05,4.823164360460801e-05,0,False,False
AL445207.1,CCN2,3.3018363464512058e-06,6.036285423361454e-07,0,False,False
AL445207.1,AL133346.1,1.3615803696770896e-05,4.321396236632267e-06,0,False,False
AL445207.1,LINC00326,6.680573262633981e-05,2.1124558984150728e-05,0,True,False
AL445207.1,EYA4,5.567790178696971e-05,3.790857055549699e-05,0,False,False
AL445207.1,NHSL1,6.533738918582087e-05,4.2161279488536134e-05,0,False,False
AL445207.1,VIP,3.1941513377168557e-06,1.9806561348259966e-07,0,False,False
AL445207.1,AL589693.1,5.576612293782257e-05,4.530480588583208e-05,0,False,False
AL445207.1,SLC22A3,9.51492786384379e-06,4.2118391357200765e-06,0,False,False
AL445207.1,SDK1,4.676233784367106e-05,2.103131753003489e-05,0,False,False
AL445207.1,NXPH1,5.349562989518002e-05,1.9225188291106255e-05,0,False,False
AL445207.1,AC004852.2,2.509638431490029e-05,2.176073917983143e-05,0,False,False
AL445207.1,AC004949.1,5.9743027121927995e-05,3.629550299183918e-05,0,False,False
AL445207.1,SCIN,1.0418583231813474e-05,1.0814450234053602e-05,0,False,False
AL445207.1,AC007091.1,4.496259510281467e-05,3.411105336606474e-05,0,False,False
AL445207.1,NPY,4.589347682000484e-06,2.41535015794855e-06,0,False,False
AL445207.1,AC008080.4,1.7819790977708357e-06,1.010048909148476e-06,0,False,False
AL445207.1,NPSR1-AS1,4.673873718685732e-05,2.8071563046768266e-05,0,False,False
AL445207.1,NPSR1,2.8055320520675713e-05,2.400250476667243e-05,0,False,False
AL445207.1,INHBA,3.9331268029258585e-05,4.509108042408742e-05,0,False,False
AL445207.1,GLI3,2.70307057744828e-05,1.3059387749381971e-05,0,False,False
AL445207.1,IKZF1,1.7298280524240887e-05,4.8070434334377e-06,0,False,False
AL445207.1,LINC01446,1.1687119072215345e-05,1.0761449014989396e-05,0,False,False
AL445207.1,EGFR,2.2728532935460465e-05,1.3759166821034335e-05,0,False,False
AL445207.1,CD36,6.572836888565976e-05,7.434940137814352e-05,0,True,False
AL445207.1,SEMA3E,4.298008097945054e-05,3.392284321633616e-05,0,False,False
AL445207.1,SEMA3A,6.672594360288143e-05,6.264624503576097e-05,0,True,False
AL445207.1,AC002069.2,6.124742856433858e-05,4.097795712163484e-05,0,False,False
AL445207.1,ZNF804B,4.2252242212648614e-05,3.762440354421866e-05,0,False,False
AL445207.1,CALCR,3.296827860928034e-06,0.0,0,False,False
AL445207.1,COL1A2,6.635940878354614e-07,0.0,0,False,False
AL445207.1,AC002429.2,5.74914692942192e-05,4.0983373168867894e-05,0,False,False
AL445207.1,PDK4,1.276239936526058e-05,4.136090245009723e-06,0,False,False
AL445207.1,DLX6-AS1,1.2712711814117048e-05,1.8240793501639285e-05,0,False,False
AL445207.1,TAC1,2.788650992554189e-06,9.936947539392212e-06,0,False,False
AL445207.1,SERPINE1,1.7166909366581434e-05,2.2400684019096795e-05,0,False,False
AL445207.1,RELN,4.659065787235245e-05,3.532908511545303e-05,0,False,False
AL445207.1,LHFPL3,5.909485296217937e-05,4.641111134778734e-05,0,False,False
AL445207.1,AC002066.1,4.976215694532577e-05,2.345674008122019e-05,0,False,False
AL445207.1,CPED1,1.96670237307585e-05,2.6445963855931987e-05,0,False,False
AL445207.1,PTPRZ1,8.509180413872916e-05,4.605121002684409e-05,0,True,False
AL445207.1,CHRM2,4.675170466428486e-05,5.273489302198553e-05,0,False,False
AL445207.1,TBXAS1,5.6162522998451616e-05,1.4922117397505077e-05,0,False,False
AL445207.1,DLC1,8.252759978046588e-05,5.1653551593871024e-05,0,True,False
AL445207.1,AC106845.1,5.831851896191806e-05,2.032790232178583e-06,0,False,False
AL445207.1,SGCZ,7.613874055890646e-05,5.154533214954164e-05,0,True,False
AL445207.1,MSR1,2.374064218027489e-05,2.0858927042890714e-05,0,False,False
AL445207.1,AC011586.2,3.294710680736071e-05,2.612355944089527e-05,0,False,False
AL445207.1,FGL1,6.730917056044154e-06,1.6720086669904648e-06,0,False,False
AL445207.1,AC100849.1,4.30167884539975e-05,4.731239399353856e-05,0,False,False
AL445207.1,ADAM28,6.514049089184894e-05,1.3862545844695714e-05,0,False,False
AL445207.1,AC120193.1,6.079711288351229e-05,5.354700266252046e-05,0,False,False
AL445207.1,DOCK5,5.962477962117198e-05,3.375477375538523e-05,0,False,False
AL445207.1,PNOC,7.28165101235849e-06,3.874286475276435e-06,0,False,False
AL445207.1,AC124290.1,5.6819083732430196e-05,4.837879979971154e-05,0,False,False
AL445207.1,ST18,4.903745350180774e-05,2.5710189853754665e-05,0,False,False
AL445207.1,RGS20,6.150619767956798e-05,5.673647072274505e-05,0,False,False
AL445207.1,PENK,8.30906978380734e-06,2.9246114962195947e-06,0,False,False
AL445207.1,NKAIN3,5.710986749027927e-05,5.1457498263866356e-05,0,False,False
AL445207.1,PREX2,3.820341138708023e-05,1.6634799361508542e-05,0,False,False
AL445207.1,C8orf34,6.0022558825818426e-05,4.006473818876499e-05,0,False,False
AL445207.1,SULF1,2.5170098956995214e-05,2.0001579008423157e-05,0,False,False
AL445207.1,EYA1,5.6837073971624085e-05,4.134731536088884e-05,0,False,False
AL445207.1,AC083837.1,3.162228345801755e-05,1.45852389249808e-05,0,False,False
AL445207.1,AC060765.2,6.40327832269983e-05,3.308385267988999e-05,0,False,False
AL445207.1,AC060765.1,4.8404110897525144e-05,3.900978848279408e-05,0,False,False
AL445207.1,ZFPM2-AS1,5.841302778078306e-05,3.1657964494341136e-05,0,False,False
AL445207.1,ANGPT1,3.081524521922016e-05,5.685725968786666e-06,0,False,False
AL445207.1,LINC01608,4.848958329754217e-05,5.971073050588498e-05,0,False,False
AL445207.1,SLC30A8,4.1361517432562386e-05,2.9831934217272016e-05,0,False,False
AL445207.1,ENPP2,5.7270842136215064e-05,3.7633103552331434e-05,0,False,False
AL445207.1,SNTB1,3.671167882062293e-05,3.438001655759589e-05,0,False,False
AL445207.1,AC016074.2,4.4769190172142205e-05,3.608261471989563e-05,0,False,False
AL445207.1,CCDC26,6.0750356560811434e-05,6.150374644999366e-05,0,False,False
AL445207.1,CCN4,8.609155838055281e-06,9.018085525852946e-06,0,False,False
AL445207.1,LINC02055,6.408580118917996e-05,6.096438297338764e-05,0,False,False
AL445207.1,AC046195.2,3.165921011479565e-05,7.332633034126952e-06,0,False,False
AL445207.1,DOCK8,4.3369784810406635e-05,2.887994778995951e-05,0,False,False
AL445207.1,GLIS3,6.924161986646958e-05,2.8823341701799717e-05,0,True,False
AL445207.1,AL355672.1,9.051844263894157e-06,6.828547835234295e-07,0,False,False
AL445207.1,AL353595.1,5.593018656813649e-05,2.6867852954632524e-05,0,False,False
AL445207.1,BNC2,6.174000091877362e-05,5.155279660026134e-05,0,False,False
AL445207.1,ADAMTSL1,4.88740251952592e-05,4.482975666580155e-05,0,False,False
AL445207.1,AL391117.1,5.863316554746297e-05,3.744741141712165e-05,0,False,False
AL445207.1,AL353811.1,1.1517715289895426e-05,6.539308963305818e-07,0,False,False
AL445207.1,FAM189A2,7.163577198490558e-05,2.423137862865456e-05,0,True,False
AL445207.1,TRPM3,6.960088217263415e-05,5.866915510737135e-05,0,True,False
AL445207.1,ALDH1A1,2.178042981210967e-05,1.280034806547724e-05,0,False,False
AL445207.1,PCSK5,6.554067809019707e-05,3.969027936247028e-05,0,False,False
AL445207.1,GNA14,6.804646978200944e-05,3.473067151272869e-05,0,True,False
AL445207.1,RASEF,6.303129939401414e-05,1.861402813114382e-05,0,False,False
AL445207.1,AL161629.1,2.3123785119580137e-05,1.2541457528189213e-05,0,False,False
AL445207.1,GRIN3A,4.535541301435926e-05,2.684600341031868e-05,0,False,False
AL445207.1,LPAR1,1.8299336815247786e-05,1.1191152214850542e-05,0,False,False
AL445207.1,TNC,2.4308190376228835e-05,1.4597960849345119e-05,0,False,False
AL445207.1,AL160272.1,1.9617921677717917e-05,1.4992209567630871e-05,0,False,False
AL445207.1,AL359636.2,5.336586174602928e-05,6.688298271858182e-05,0,True,False
AL445207.1,ADARB2,6.750571755598595e-05,3.650796502833503e-05,0,True,False
AL445207.1,LINC02645,5.9889762386607426e-05,3.90169246742289e-05,0,False,False
AL445207.1,LINC00702,1.022001770079573e-05,5.877832940986886e-07,0,False,False
AL445207.1,ITIH5,4.040330523914504e-05,3.980577149098864e-05,0,False,False
AL445207.1,ITGA8,4.315589789391902e-05,2.353015972371684e-05,0,False,False
AL445207.1,MRC1,3.4401847304068946e-05,1.8854443929067307e-05,0,False,False
AL445207.1,SLC39A12,1.8092080635312174e-05,7.0771283616118045e-06,0,False,False
AL445207.1,KIAA1217,5.42691422131884e-05,3.06685782005227e-05,0,False,False
AL445207.1,GAD2,3.8522406557279245e-05,3.7753394281025976e-05,0,False,False
AL445207.1,APBB1IP,4.642050773776304e-05,1.5614097057256278e-05,0,False,False
AL445207.1,PARD3,6.310128131734955e-05,6.913313907680559e-05,0,True,False
AL445207.1,LNCAROD,2.3202102710623788e-05,1.9979072410702125e-05,0,False,False
AL445207.1,PCDH15,6.889407229848707e-05,6.508586030264003e-05,0,True,False
AL445207.1,LINC01515,5.561442076678387e-05,6.589917013206093e-05,0,True,False
AL445207.1,SRGN,1.5701999405314054e-05,1.1889275910859023e-05,0,False,False
AL445207.1,LRMDA,5.5848997252549214e-05,4.042036976460099e-05,0,False,False
AL445207.1,CERNA2,5.017213651827426e-06,5.135347331857923e-07,0,False,False
AL445207.1,LINC01374,6.510341827332031e-05,6.09765635489352e-05,0,False,False
AL445207.1,LINC02653,2.5247118177022673e-05,1.2336524914276538e-05,0,False,False
AL445207.1,ANKRD1,7.224285181699657e-06,5.961068192762027e-06,0,False,False
AL445207.1,PLCE1,6.485834491481334e-05,3.692643845774673e-05,0,False,False
AL445207.1,HPSE2,5.976429232887619e-05,3.737775260282107e-05,0,False,False
AL445207.1,LINC01435,8.355277097689785e-05,4.370768665430897e-05,0,True,False
AL445207.1,RBM20,5.0445070059174935e-05,1.8430345508706018e-05,0,False,False
AL445207.1,AL136119.1,7.632353149507612e-05,7.490420475706832e-05,0,True,False
AL445207.1,C10orf90,4.482307301901986e-05,2.0726793449852517e-05,0,False,False
AL445207.1,MRVI1,3.977433858045052e-05,3.784341989121668e-05,0,False,False
AL445207.1,SPON1,4.687642297919773e-05,5.538759092299666e-05,0,False,False
AL445207.1,SOX6,8.483504585325568e-05,3.895367995935076e-05,0,True,False
AL445207.1,LUZP2,7.798353382411928e-05,6.120255326519611e-05,0,True,False
AL445207.1,CD44,2.735346392991469e-05,6.289101040732341e-06,0,False,False
AL445207.1,SLC1A2,6.798388251843667e-05,3.1883100274119824e-05,0,True,False
AL445207.1,AC021723.2,5.111225555820868e-05,4.6506451040418676e-05,0,False,False
AL445207.1,MS4A6A,6.2057717803270035e-06,1.8842719743267844e-05,0,False,False
AL445207.1,MS4A4A,1.8825698159862357e-05,1.1012331235883327e-05,0,False,False
AL445207.1,NEAT1,6.845440828012346e-05,4.108040961518861e-05,0,True,False
AL445207.1,SLCO2B1,6.437877239533713e-05,4.8083087225982364e-05,0,False,False
AL445207.1,AP003464.1,8.294594475700865e-05,4.269189983057001e-05,0,True,False
AL445207.1,MIR4300HG,7.380004538759309e-05,4.2394799634030344e-05,0,True,False
AL445207.1,NOX4,5.410634163678071e-05,9.389995386952034e-06,0,False,False
AL445207.1,DISC1FP1,7.039178180123017e-05,6.544066743062628e-05,0,True,False
AL445207.1,MAML2,6.702304376804897e-05,3.440200272325981e-05,0,True,False
AL445207.1,AP003066.1,4.4373621577096614e-05,2.182999991934115e-05,0,False,False
AL445207.1,TRPC6,9.094689889471313e-05,5.54686281140326e-05,0,True,False
AL445207.1,PDGFD,5.367855656350062e-05,2.9217942721737674e-05,0,False,False
AL445207.1,AP001977.1,6.160913763431939e-05,5.476330416500089e-05,0,False,False
AL445207.1,FLI1,3.770668516730597e-05,4.0839786852512786e-05,0,False,False
AL445207.1,ANO2,6.1019225745381264e-05,3.305080971737098e-05,0,False,False
AL445207.1,CD163,3.1523734257940497e-05,5.7956071652443755e-06,0,False,False
AL445207.1,SLC15A5,1.9681784307627084e-05,1.4618887537262656e-05,0,False,False
AL445207.1,RERGL,9.003168186878505e-05,4.184557438206524e-05,0,True,False
AL445207.1,PDE3A,6.521659976969386e-05,4.02682485888191e-05,0,False,False
AL445207.1,SLCO1C1,1.8483565735674103e-05,7.356722846578785e-07,0,False,False
AL445207.1,SLCO1A2,2.8805440044408656e-05,2.375387878658861e-05,0,False,False
AL445207.1,PDZRN4,7.270586639360672e-05,5.953866832309175e-05,0,True,False
AL445207.1,IFNG-AS1,5.189706866298475e-05,1.5071260717945077e-05,0,False,False
AL445207.1,BEST3,1.4281776050754338e-05,4.741578572581124e-06,0,False,False
AL445207.1,AC090015.1,7.005223745219202e-05,2.9743619899234893e-05,0,True,False
AL445207.1,PAWR,3.708256611756251e-05,2.1703246378467807e-05,0,False,False
AL445207.1,OTOGL,6.302599104950655e-05,4.2565021974946775e-05,0,False,False
AL445207.1,LINC02822,5.0866781141819926e-05,3.1838656011663254e-05,0,False,False
AL445207.1,DCN,1.474292729223175e-05,4.379392579343235e-06,0,False,False
AL445207.1,RMST,6.9106230271108e-05,5.3218406371226035e-05,0,True,False
AL445207.1,MYBPC1,6.0584965901964926e-05,1.980409534537702e-05,0,False,False
AL445207.1,RFX4,6.787386125506105e-05,4.80122240244945e-05,0,True,False
AL445207.1,BTBD11,5.6743116684762366e-05,4.5301065479784245e-05,0,False,False
AL445207.1,NOS1,7.897899413565317e-05,4.16526950168895e-05,0,True,False
AL445207.1,TMEM132C,7.811683763984367e-05,5.495157417454599e-05,0,True,False
AL445207.1,FAM230C,3.723526805502432e-06,3.1258395121525705e-06,0,False,False
AL445207.1,FLT1,3.8329621274350994e-05,3.8695283131141485e-05,0,False,False
AL445207.1,RXFP2,1.476655967060076e-05,5.875876970115424e-06,0,False,False
AL445207.1,POSTN,6.251545171930301e-06,1.6631483212396007e-05,0,False,False
AL445207.1,CYSLTR2,8.918159987058196e-06,1.5513131474387008e-06,0,False,False
AL445207.1,AL356295.1,6.40812843066015e-05,3.97593013687798e-05,0,False,False
AL445207.1,AL442636.1,4.094886757457512e-05,4.190894393141627e-05,0,False,False
AL445207.1,LINC00378,6.291541561754195e-05,3.445070494963489e-05,0,False,False
AL445207.1,LINC00395,6.3238247276121185e-06,6.4177108044343104e-06,0,False,False
AL445207.1,KLHL1,8.967302140885502e-05,0.00011205292494448509,0,True,True
AL445207.1,DACH1,7.892087250094806e-05,9.16967101696262e-05,0,True,False
AL445207.1,AL136441.1,6.573256994981095e-05,4.365382451768658e-05,0,True,False
AL445207.1,OBI1-AS1,6.478448693596523e-05,4.0209805682299726e-05,0,False,False
AL445207.1,AL445255.1,5.110082727257131e-05,5.9650842272537563e-05,0,False,False
