subtype,regulator,I_R,d_edges,pc,frac,is_ad_pc
Astrocyte,SST,0.0537855007946889,455,18,0.037934593856334686,0
Astrocyte,SST,0.0537855007946889,455,19,0.0723651871085167,0
Astrocyte,SST,0.0537855007946889,455,20,0.043159447610378265,0
Astrocyte,LINC01324,0.049535844446251,474,1,0.011108946986496449,1
Astrocyte,LINC01324,0.049535844446251,474,2,0.043863799422979355,0
Astrocyte,LINC01324,0.049535844446251,474,3,0.04546954110264778,1
Astrocyte,LINC01324,0.049535844446251,474,4,0.03209768980741501,0
Astrocyte,LINC01324,0.049535844446251,474,5,0.06056640297174454,0
Astrocyte,LINC01324,0.049535844446251,474,6,0.037220295518636703,0
Astrocyte,LINC01324,0.049535844446251,474,7,0.04335082694888115,0
Astrocyte,LINC01324,0.049535844446251,474,8,0.031967729330062866,0
Astrocyte,LINC01324,0.049535844446251,474,9,0.01974751614034176,0
Astrocyte,LINC01324,0.049535844446251,474,10,0.05868455767631531,0
Astrocyte,LINC01324,0.049535844446251,474,11,0.04225858300924301,0
Astrocyte,LINC01324,0.049535844446251,474,12,0.0592460073530674,0
Astrocyte,LINC01324,0.049535844446251,474,13,0.03053716942667961,0
Astrocyte,LINC01324,0.049535844446251,474,14,0.08772992342710495,0
Astrocyte,LINC01324,0.049535844446251,474,15,0.06552883982658386,0
Astrocyte,LINC01324,0.049535844446251,474,16,0.04561182111501694,0
Astrocyte,LINC01324,0.049535844446251,474,17,0.037864647805690765,0
Astrocyte,LINC01324,0.049535844446251,474,18,0.10405310988426208,0
Astrocyte,LINC01324,0.049535844446251,474,19,0.1010863184928894,0
Astrocyte,LINC01324,0.049535844446251,474,20,0.042006272822618484,0
Astrocyte,AC128685.1,0.048929089854256,489,1,0.009290436282753944,1
Astrocyte,AC128685.1,0.048929089854256,489,2,0.03913811966776848,0
Astrocyte,AC128685.1,0.048929089854256,489,3,0.0317525789141655,1
Astrocyte,AC128685.1,0.048929089854256,489,4,0.028867918998003006,0
Astrocyte,AC128685.1,0.048929089854256,489,5,0.05698077008128166,0
Astrocyte,AC128685.1,0.048929089854256,489,6,0.05241541936993599,0
Astrocyte,AC128685.1,0.048929089854256,489,7,0.03272826597094536,0
Astrocyte,AC128685.1,0.048929089854256,489,8,0.017109274864196777,0
Astrocyte,AC128685.1,0.048929089854256,489,9,0.030247773975133896,0
Astrocyte,AC128685.1,0.048929089854256,489,10,0.02135278843343258,0
Astrocyte,AC128685.1,0.048929089854256,489,11,0.02895919233560562,0
Astrocyte,AC128685.1,0.048929089854256,489,12,0.0527714341878891,0
Astrocyte,AC128685.1,0.048929089854256,489,13,0.04331725463271141,0
Astrocyte,AC128685.1,0.048929089854256,489,14,0.06722915917634964,0
Astrocyte,AC128685.1,0.048929089854256,489,15,0.0968748927116394,0
Astrocyte,AC128685.1,0.048929089854256,489,16,0.09137629717588425,0
Astrocyte,AC128685.1,0.048929089854256,489,17,0.04069548845291138,0
Astrocyte,AC128685.1,0.048929089854256,489,18,0.06515789777040482,0
Astrocyte,AC128685.1,0.048929089854256,489,19,0.10876402258872986,0
Astrocyte,AC128685.1,0.048929089854256,489,20,0.08497099578380585,0
Astrocyte,KIT,0.0488210891340117,490,1,0.01200681272894144,1
Astrocyte,KIT,0.0488210891340117,490,2,0.06413759291172028,0
Astrocyte,KIT,0.0488210891340117,490,3,0.05911429598927498,1
Astrocyte,KIT,0.0488210891340117,490,4,0.05279519408941269,0
Astrocyte,KIT,0.0488210891340117,490,5,0.08204130828380585,0
Astrocyte,KIT,0.0488210891340117,490,6,0.049044858664274216,0
Astrocyte,KIT,0.0488210891340117,490,7,0.05309112370014191,0
Astrocyte,KIT,0.0488210891340117,490,8,0.03404860571026802,0
Astrocyte,KIT,0.0488210891340117,490,9,0.035513631999492645,0
Astrocyte,KIT,0.0488210891340117,490,10,0.02700609527528286,0
Astrocyte,KIT,0.0488210891340117,490,11,0.030458832159638405,0
Astrocyte,KIT,0.0488210891340117,490,12,0.046099092811346054,0
Astrocyte,KIT,0.0488210891340117,490,13,0.05856390297412872,0
Astrocyte,KIT,0.0488210891340117,490,14,0.06684829294681549,0
Astrocyte,KIT,0.0488210891340117,490,15,0.052022963762283325,0
Astrocyte,KIT,0.0488210891340117,490,16,0.04852471873164177,0
Astrocyte,KIT,0.0488210891340117,490,17,0.043325938284397125,0
Astrocyte,KIT,0.0488210891340117,490,18,0.049278587102890015,0
Astrocyte,KIT,0.0488210891340117,490,19,0.07736600935459137,0
Astrocyte,KIT,0.0488210891340117,490,20,0.0587121918797493,0
Astrocyte,LINC02008,0.0482940247580672,498,1,0.01315251737833023,1
Astrocyte,LINC02008,0.0482940247580672,498,2,0.054301392287015915,0
Astrocyte,LINC02008,0.0482940247580672,498,3,0.04541721194982529,1
