subtype,regulator,I_R,d_edges,pc,frac,is_ad_pc
Astrocyte,LINC02008,0.0482940247580672,498,4,0.050343263894319534,0
Astrocyte,LINC02008,0.0482940247580672,498,5,0.09385380148887634,0
Astrocyte,LINC02008,0.0482940247580672,498,6,0.052012573927640915,0
Astrocyte,LINC02008,0.0482940247580672,498,7,0.0671883150935173,0
Astrocyte,LINC02008,0.0482940247580672,498,8,0.040127597749233246,0
Astrocyte,LINC02008,0.0482940247580672,498,9,0.03948918357491493,0
Astrocyte,LINC02008,0.0482940247580672,498,10,0.04233663156628609,0
Astrocyte,LINC02008,0.0482940247580672,498,11,0.030984997749328613,0
Astrocyte,LINC02008,0.0482940247580672,498,12,0.040687914937734604,0
Astrocyte,LINC02008,0.0482940247580672,498,13,0.06854158639907837,0
Astrocyte,LINC02008,0.0482940247580672,498,14,0.053692884743213654,0
Astrocyte,LINC02008,0.0482940247580672,498,15,0.0412009097635746,0
Astrocyte,LINC02008,0.0482940247580672,498,16,0.04161643981933594,0
Astrocyte,LINC02008,0.0482940247580672,498,17,0.04906048625707626,0
Astrocyte,LINC02008,0.0482940247580672,498,18,0.05276677757501602,0
Astrocyte,LINC02008,0.0482940247580672,498,19,0.06444760411977768,0
Astrocyte,LINC02008,0.0482940247580672,498,20,0.05877791345119476,0
Astrocyte,LINC01781,0.04728520608019,485,1,0.01373915746808052,1
Astrocyte,LINC01781,0.04728520608019,485,2,0.018370332196354866,0
Astrocyte,LINC01781,0.04728520608019,485,3,0.07473407685756683,1
Astrocyte,LINC01781,0.04728520608019,485,4,0.039316434413194656,0
Astrocyte,LINC01781,0.04728520608019,485,5,0.050708089023828506,0
Astrocyte,LINC01781,0.04728520608019,485,6,0.025174695998430252,0
Astrocyte,LINC01781,0.04728520608019,485,7,0.018150264397263527,0
Astrocyte,LINC01781,0.04728520608019,485,8,0.04985633119940758,0
Astrocyte,LINC01781,0.04728520608019,485,9,0.08944591879844666,0
Astrocyte,LINC01781,0.04728520608019,485,10,0.07881392538547516,0
Astrocyte,LINC01781,0.04728520608019,485,11,0.07746458798646927,0
Astrocyte,LINC01781,0.04728520608019,485,12,0.025710904970765114,0
Astrocyte,LINC01781,0.04728520608019,485,13,0.030342133715748787,0
Astrocyte,LINC01781,0.04728520608019,485,14,0.03690960630774498,0
Astrocyte,LINC01781,0.04728520608019,485,15,0.030114319175481796,0
Astrocyte,LINC01781,0.04728520608019,485,16,0.11399714648723602,0
Astrocyte,LINC01781,0.04728520608019,485,17,0.06378968060016632,0
Astrocyte,LINC01781,0.04728520608019,485,18,0.03646489232778549,0
Astrocyte,LINC01781,0.04728520608019,485,19,0.02460436336696148,0
Astrocyte,LINC01781,0.04728520608019,485,20,0.10229311138391495,0
Astrocyte,AC023503.1,0.0449149852706398,483,1,0.008441921323537827,1
Astrocyte,AC023503.1,0.0449149852706398,483,2,0.05585644394159317,0
Astrocyte,AC023503.1,0.0449149852706398,483,3,0.02394648641347885,1
Astrocyte,AC023503.1,0.0449149852706398,483,4,0.024411644786596298,0
Astrocyte,AC023503.1,0.0449149852706398,483,5,0.030418094247579575,0
Astrocyte,AC023503.1,0.0449149852706398,483,6,0.04667617380619049,0
Astrocyte,AC023503.1,0.0449149852706398,483,7,0.05542392283678055,0
Astrocyte,AC023503.1,0.0449149852706398,483,8,0.027834555134177208,0
Astrocyte,AC023503.1,0.0449149852706398,483,9,0.05416620150208473,0
Astrocyte,AC023503.1,0.0449149852706398,483,10,0.06761258840560913,0
Astrocyte,AC023503.1,0.0449149852706398,483,11,0.03637087717652321,0
Astrocyte,AC023503.1,0.0449149852706398,483,12,0.06883998215198517,0
Astrocyte,AC023503.1,0.0449149852706398,483,13,0.06803365796804428,0
Astrocyte,AC023503.1,0.0449149852706398,483,14,0.07714195549488068,0
Astrocyte,AC023503.1,0.0449149852706398,483,15,0.07138258218765259,0
Astrocyte,AC023503.1,0.0449149852706398,483,16,0.053156424313783646,0
Astrocyte,AC023503.1,0.0449149852706398,483,17,0.07355306297540665,0
Astrocyte,AC023503.1,0.0449149852706398,483,18,0.06180807203054428,0
Astrocyte,AC023503.1,0.0449149852706398,483,19,0.05681281164288521,0
Astrocyte,AC023503.1,0.0449149852706398,483,20,0.038112573325634,0
Astrocyte,AL355672.1,0.0426259581951918,497,1,0.009054797701537609,1
Astrocyte,AL355672.1,0.0426259581951918,497,2,0.04800586774945259,0
Astrocyte,AL355672.1,0.0426259581951918,497,3,0.029165178537368774,1
Astrocyte,AL355672.1,0.0426259581951918,497,4,0.04078403487801552,0
Astrocyte,AL355672.1,0.0426259581951918,497,5,0.08053816109895706,0
Astrocyte,AL355672.1,0.0426259581951918,497,6,0.04257723689079285,0
Astrocyte,AL355672.1,0.0426259581951918,497,7,0.057118598371744156,0
Astrocyte,AL355672.1,0.0426259581951918,497,8,0.01772097870707512,0
Astrocyte,AL355672.1,0.0426259581951918,497,9,0.023475799709558487,0
Astrocyte,AL355672.1,0.0426259581951918,497,10,0.029935482889413834,0
Astrocyte,AL355672.1,0.0426259581951918,497,11,0.04115926846861839,0
Astrocyte,AL355672.1,0.0426259581951918,497,12,0.04424237459897995,0
Astrocyte,AL355672.1,0.0426259581951918,497,13,0.062386490404605865,0
Astrocyte,AL355672.1,0.0426259581951918,497,14,0.07892956584692001,0
Astrocyte,AL355672.1,0.0426259581951918,497,15,0.06758569180965424,0
Astrocyte,AL355672.1,0.0426259581951918,497,16,0.03535059094429016,0
Astrocyte,AL355672.1,0.0426259581951918,497,17,0.0663510411977768,0
Astrocyte,AL355672.1,0.0426259581951918,497,18,0.05531161651015282,0
Astrocyte,AL355672.1,0.0426259581951918,497,19,0.09694965183734894,0
Astrocyte,AL355672.1,0.0426259581951918,497,20,0.07335761189460754,0
Astrocyte,AC092131.1,0.0423563108138355,496,1,0.01582922600209713,1
Astrocyte,AC092131.1,0.0423563108138355,496,2,0.08964338153600693,0
Astrocyte,AC092131.1,0.0423563108138355,496,3,0.07557687908411026,1
Astrocyte,AC092131.1,0.0423563108138355,496,4,0.05144110321998596,0
Astrocyte,AC092131.1,0.0423563108138355,496,5,0.0888039618730545,0
Astrocyte,AC092131.1,0.0423563108138355,496,6,0.051035188138484955,0
Astrocyte,AC092131.1,0.0423563108138355,496,7,0.048061322420835495,0
Astrocyte,AC092131.1,0.0423563108138355,496,8,0.06292824447154999,0
Astrocyte,AC092131.1,0.0423563108138355,496,9,0.03339586406946182,0
Astrocyte,AC092131.1,0.0423563108138355,496,10,0.04136661812663078,0
Astrocyte,AC092131.1,0.0423563108138355,496,11,0.035357601940631866,0
Astrocyte,AC092131.1,0.0423563108138355,496,12,0.038647640496492386,0
Astrocyte,AC092131.1,0.0423563108138355,496,13,0.05099845305085182,0
Astrocyte,AC092131.1,0.0423563108138355,496,14,0.04942597448825836,0
Astrocyte,AC092131.1,0.0423563108138355,496,15,0.04164918512105942,0
Astrocyte,AC092131.1,0.0423563108138355,496,16,0.04134087637066841,0
Astrocyte,AC092131.1,0.0423563108138355,496,17,0.03508675470948219,0
Astrocyte,AC092131.1,0.0423563108138355,496,18,0.047351960092782974,0
Astrocyte,AC092131.1,0.0423563108138355,496,19,0.05445168912410736,0
Astrocyte,AC092131.1,0.0423563108138355,496,20,0.047608014196157455,0
Astrocyte,RERGL,0.0423231689561105,498,1,0.01575496606528759,1
Astrocyte,RERGL,0.0423231689561105,498,2,0.07833097130060196,0
Astrocyte,RERGL,0.0423231689561105,498,3,0.035987503826618195,1
Astrocyte,RERGL,0.0423231689561105,498,4,0.047878243029117584,0
Astrocyte,RERGL,0.0423231689561105,498,5,0.10015770047903061,0
Astrocyte,RERGL,0.0423231689561105,498,6,0.06318414956331253,0
Astrocyte,RERGL,0.0423231689561105,498,7,0.051932476460933685,0
Astrocyte,RERGL,0.0423231689561105,498,8,0.026390161365270615,0
Astrocyte,RERGL,0.0423231689561105,498,9,0.023940056562423706,0
Astrocyte,RERGL,0.0423231689561105,498,10,0.036381907761096954,0
Astrocyte,RERGL,0.0423231689561105,498,11,0.03658510372042656,0
Astrocyte,RERGL,0.0423231689561105,498,12,0.04376232251524925,0
Astrocyte,RERGL,0.0423231689561105,498,13,0.06328748166561127,0
Astrocyte,RERGL,0.0423231689561105,498,14,0.05660073086619377,0
Astrocyte,RERGL,0.0423231689561105,498,15,0.0520828440785408,0
Astrocyte,RERGL,0.0423231689561105,498,16,0.03525329381227493,0
Astrocyte,RERGL,0.0423231689561105,498,17,0.05254708603024483,0
Astrocyte,RERGL,0.0423231689561105,498,18,0.04357651621103287,0
Astrocyte,RERGL,0.0423231689561105,498,19,0.05829712003469467,0
Astrocyte,RERGL,0.0423231689561105,498,20,0.07806934416294098,0
Astrocyte,AL355612.1,0.0422460009162534,495,1,0.01438450813293457,1
Astrocyte,AL355612.1,0.0422460009162534,495,2,0.08493402600288391,0
Astrocyte,AL355612.1,0.0422460009162534,495,3,0.05225614458322525,1
Astrocyte,AL355612.1,0.0422460009162534,495,4,0.045571330934762955,0
Astrocyte,AL355612.1,0.0422460009162534,495,5,0.07718359678983688,0
Astrocyte,AL355612.1,0.0422460009162534,495,6,0.05403603985905647,0
Astrocyte,AL355612.1,0.0422460009162534,495,7,0.04159827530384064,0
Astrocyte,AL355612.1,0.0422460009162534,495,8,0.04949640855193138,0
Astrocyte,AL355612.1,0.0422460009162534,495,9,0.03290684521198273,0
Astrocyte,AL355612.1,0.0422460009162534,495,10,0.04943954199552536,0
Astrocyte,AL355612.1,0.0422460009162534,495,11,0.04356104135513306,0
Astrocyte,AL355612.1,0.0422460009162534,495,12,0.03986155986785889,0
Astrocyte,AL355612.1,0.0422460009162534,495,13,0.06842682510614395,0
Astrocyte,AL355612.1,0.0422460009162534,495,14,0.053739048540592194,0
Astrocyte,AL355612.1,0.0422460009162534,495,15,0.055026523768901825,0
Astrocyte,AL355612.1,0.0422460009162534,495,16,0.04693854972720146,0
Astrocyte,AL355612.1,0.0422460009162534,495,17,0.04145016893744469,0
Astrocyte,AL355612.1,0.0422460009162534,495,18,0.04063727334141731,0
Astrocyte,AL355612.1,0.0422460009162534,495,19,0.054834265261888504,0
Astrocyte,AL355612.1,0.0422460009162534,495,20,0.05371804162859917,0
Astrocyte,AC013265.1,0.0422447322248952,490,1,0.009880835190415382,1
Astrocyte,AC013265.1,0.0422447322248952,490,2,0.023043442517518997,0
Astrocyte,AC013265.1,0.0422447322248952,490,3,0.045526303350925446,1
Astrocyte,AC013265.1,0.0422447322248952,490,4,0.02303258143365383,0
Astrocyte,AC013265.1,0.0422447322248952,490,5,0.04029730334877968,0
Astrocyte,AC013265.1,0.0422447322248952,490,6,0.02966899424791336,0
Astrocyte,AC013265.1,0.0422447322248952,490,7,0.05077562853693962,0
Astrocyte,AC013265.1,0.0422447322248952,490,8,0.030410271137952805,0
Astrocyte,AC013265.1,0.0422447322248952,490,9,0.028489861637353897,0
Astrocyte,AC013265.1,0.0422447322248952,490,10,0.04420268163084984,0
Astrocyte,AC013265.1,0.0422447322248952,490,11,0.09126226603984833,0
Astrocyte,AC013265.1,0.0422447322248952,490,12,0.042588017880916595,0
Astrocyte,AC013265.1,0.0422447322248952,490,13,0.05321817845106125,0
Astrocyte,AC013265.1,0.0422447322248952,490,14,0.0429249182343483,0
Astrocyte,AC013265.1,0.0422447322248952,490,15,0.07947218418121338,0
Astrocyte,AC013265.1,0.0422447322248952,490,16,0.07480321079492569,0
Astrocyte,AC013265.1,0.0422447322248952,490,17,0.07691177725791931,0
Astrocyte,AC013265.1,0.0422447322248952,490,18,0.0839550644159317,0
Astrocyte,AC013265.1,0.0422447322248952,490,19,0.06661505252122879,0
Astrocyte,AC013265.1,0.0422447322248952,490,20,0.0629214495420456,0
Astrocyte,LINC01374,0.0394691240747899,498,1,0.013070768676698208,1
Astrocyte,LINC01374,0.0394691240747899,498,2,0.05257545784115791,0
Astrocyte,LINC01374,0.0394691240747899,498,3,0.043972309678792953,1
Astrocyte,LINC01374,0.0394691240747899,498,4,0.06588416546583176,0
Astrocyte,LINC01374,0.0394691240747899,498,5,0.06405850499868393,0
Astrocyte,LINC01374,0.0394691240747899,498,6,0.07387283444404602,0
Astrocyte,LINC01374,0.0394691240747899,498,7,0.05396513268351555,0
Astrocyte,LINC01374,0.0394691240747899,498,8,0.02378333918750286,0
Astrocyte,LINC01374,0.0394691240747899,498,9,0.04231976345181465,0
Astrocyte,LINC01374,0.0394691240747899,498,10,0.049939095973968506,0
Astrocyte,LINC01374,0.0394691240747899,498,11,0.03925859555602074,0
Astrocyte,LINC01374,0.0394691240747899,498,12,0.03565238416194916,0
Astrocyte,LINC01374,0.0394691240747899,498,13,0.04332810640335083,0
Astrocyte,LINC01374,0.0394691240747899,498,14,0.06309641897678375,0
Astrocyte,LINC01374,0.0394691240747899,498,15,0.063885398209095,0
Astrocyte,LINC01374,0.0394691240747899,498,16,0.039879634976387024,0
Astrocyte,LINC01374,0.0394691240747899,498,17,0.05561379715800285,0
Astrocyte,LINC01374,0.0394691240747899,498,18,0.05551895499229431,0
Astrocyte,LINC01374,0.0394691240747899,498,19,0.054632894694805145,0
Astrocyte,LINC01374,0.0394691240747899,498,20,0.06569244712591171,0
Astrocyte,ADH1B,0.0389270653034777,443,1,0.01097844261676073,1
Astrocyte,ADH1B,0.0389270653034777,443,2,0.0200971569865942,0
Astrocyte,ADH1B,0.0389270653034777,443,3,0.04201628267765045,1
Astrocyte,ADH1B,0.0389270653034777,443,4,0.03207722306251526,0
Astrocyte,ADH1B,0.0389270653034777,443,5,0.04689055681228638,0
Astrocyte,ADH1B,0.0389270653034777,443,6,0.027880214154720306,0
Astrocyte,ADH1B,0.0389270653034777,443,7,0.06509730964899063,0
Astrocyte,ADH1B,0.0389270653034777,443,8,0.026353858411312103,0
Astrocyte,ADH1B,0.0389270653034777,443,9,0.05402858927845955,0
Astrocyte,ADH1B,0.0389270653034777,443,10,0.04422594606876373,0
Astrocyte,ADH1B,0.0389270653034777,443,11,0.1412128359079361,0
Astrocyte,ADH1B,0.0389270653034777,443,12,0.06450498104095459,0
Astrocyte,ADH1B,0.0389270653034777,443,13,0.04887678474187851,0
Astrocyte,ADH1B,0.0389270653034777,443,14,0.03812747076153755,0
Astrocyte,ADH1B,0.0389270653034777,443,15,0.06134011968970299,0
Astrocyte,ADH1B,0.0389270653034777,443,16,0.07001878321170807,0
Astrocyte,ADH1B,0.0389270653034777,443,17,0.052787166088819504,0
Astrocyte,ADH1B,0.0389270653034777,443,18,0.08738399296998978,0
Astrocyte,ADH1B,0.0389270653034777,443,19,0.03924408555030823,0
Astrocyte,ADH1B,0.0389270653034777,443,20,0.0268582534044981,0
Astrocyte,LINC02211,0.0388869167094747,484,1,0.011569860391318798,1
Astrocyte,LINC02211,0.0388869167094747,484,2,0.04436816647648811,0
Astrocyte,LINC02211,0.0388869167094747,484,3,0.05918044596910477,1
Astrocyte,LINC02211,0.0388869167094747,484,4,0.02121889591217041,0
Astrocyte,LINC02211,0.0388869167094747,484,5,0.06260126829147339,0
Astrocyte,LINC02211,0.0388869167094747,484,6,0.019386008381843567,0
Astrocyte,LINC02211,0.0388869167094747,484,7,0.05696810781955719,0
Astrocyte,LINC02211,0.0388869167094747,484,8,0.09050256013870239,0
Astrocyte,LINC02211,0.0388869167094747,484,9,0.051143448799848557,0
Astrocyte,LINC02211,0.0388869167094747,484,10,0.060684747993946075,0
Astrocyte,LINC02211,0.0388869167094747,484,11,0.05698303505778313,0
Astrocyte,LINC02211,0.0388869167094747,484,12,0.04445135220885277,0
Astrocyte,LINC02211,0.0388869167094747,484,13,0.056065358221530914,0
Astrocyte,LINC02211,0.0388869167094747,484,14,0.03579383343458176,0
Astrocyte,LINC02211,0.0388869167094747,484,15,0.05482561141252518,0
Astrocyte,LINC02211,0.0388869167094747,484,16,0.06079769879579544,0
Astrocyte,LINC02211,0.0388869167094747,484,17,0.035243306308984756,0
Astrocyte,LINC02211,0.0388869167094747,484,18,0.07466249167919159,0
Astrocyte,LINC02211,0.0388869167094747,484,19,0.04692232981324196,0
Astrocyte,LINC02211,0.0388869167094747,484,20,0.056631557643413544,0
Astrocyte,CALCRL,0.0386038378102103,499,1,0.020144084468483925,1
Astrocyte,CALCRL,0.0386038378102103,499,2,0.09648627042770386,0
Astrocyte,CALCRL,0.0386038378102103,499,3,0.06432496756315231,1
Astrocyte,CALCRL,0.0386038378102103,499,4,0.04961526393890381,0
Astrocyte,CALCRL,0.0386038378102103,499,5,0.0771041214466095,0
Astrocyte,CALCRL,0.0386038378102103,499,6,0.048650216311216354,0
Astrocyte,CALCRL,0.0386038378102103,499,7,0.04822249710559845,0
Astrocyte,CALCRL,0.0386038378102103,499,8,0.05892755463719368,0
Astrocyte,CALCRL,0.0386038378102103,499,9,0.03922527655959129,0
Astrocyte,CALCRL,0.0386038378102103,499,10,0.038777586072683334,0
Astrocyte,CALCRL,0.0386038378102103,499,11,0.03386803716421127,0
Astrocyte,CALCRL,0.0386038378102103,499,12,0.03565292805433273,0
Astrocyte,CALCRL,0.0386038378102103,499,13,0.043696459382772446,0
Astrocyte,CALCRL,0.0386038378102103,499,14,0.05320817232131958,0
Astrocyte,CALCRL,0.0386038378102103,499,15,0.05083624646067619,0
Astrocyte,CALCRL,0.0386038378102103,499,16,0.05077895149588585,0
Astrocyte,CALCRL,0.0386038378102103,499,17,0.03779824823141098,0
Astrocyte,CALCRL,0.0386038378102103,499,18,0.042168669402599335,0
Astrocyte,CALCRL,0.0386038378102103,499,19,0.04922308400273323,0
Astrocyte,CALCRL,0.0386038378102103,499,20,0.06129130348563194,0
Astrocyte,LINC02307,0.038245824260799,497,1,0.013232329860329628,1
Astrocyte,LINC02307,0.038245824260799,497,2,0.06400908529758453,0
Astrocyte,LINC02307,0.038245824260799,497,3,0.07034971565008163,1
Astrocyte,LINC02307,0.038245824260799,497,4,0.0764237716794014,0
Astrocyte,LINC02307,0.038245824260799,497,5,0.07167980819940567,0
Astrocyte,LINC02307,0.038245824260799,497,6,0.051953207701444626,0
Astrocyte,LINC02307,0.038245824260799,497,7,0.0371011346578598,0
Astrocyte,LINC02307,0.038245824260799,497,8,0.06983494758605957,0
Astrocyte,LINC02307,0.038245824260799,497,9,0.040311407297849655,0
Astrocyte,LINC02307,0.038245824260799,497,10,0.040931060910224915,0
Astrocyte,LINC02307,0.038245824260799,497,11,0.03518030792474747,0
Astrocyte,LINC02307,0.038245824260799,497,12,0.04969934746623039,0
Astrocyte,LINC02307,0.038245824260799,497,13,0.0489375963807106,0
Astrocyte,LINC02307,0.038245824260799,497,14,0.042123034596443176,0
Astrocyte,LINC02307,0.038245824260799,497,15,0.04513368383049965,0
Astrocyte,LINC02307,0.038245824260799,497,16,0.04203146696090698,0
Astrocyte,LINC02307,0.038245824260799,497,17,0.0515793152153492,0
Astrocyte,LINC02307,0.038245824260799,497,18,0.04231987148523331,0
Astrocyte,LINC02307,0.038245824260799,497,19,0.04062169790267944,0
Astrocyte,LINC02307,0.038245824260799,497,20,0.06654737144708633,0
Astrocyte,AC097528.1,0.0375767565400737,494,1,0.01174142211675644,1
Astrocyte,AC097528.1,0.0375767565400737,494,2,0.032996755093336105,0
Astrocyte,AC097528.1,0.0375767565400737,494,3,0.044885020703077316,1
Astrocyte,AC097528.1,0.0375767565400737,494,4,0.022031007334589958,0
Astrocyte,AC097528.1,0.0375767565400737,494,5,0.03433495759963989,0
Astrocyte,AC097528.1,0.0375767565400737,494,6,0.03561389818787575,0
Astrocyte,AC097528.1,0.0375767565400737,494,7,0.0437638945877552,0
Astrocyte,AC097528.1,0.0375767565400737,494,8,0.017812125384807587,0
Astrocyte,AC097528.1,0.0375767565400737,494,9,0.0665363147854805,0
Astrocyte,AC097528.1,0.0375767565400737,494,10,0.0822882354259491,0
Astrocyte,AC097528.1,0.0375767565400737,494,11,0.06105735898017883,0
Astrocyte,AC097528.1,0.0375767565400737,494,12,0.07464314252138138,0
Astrocyte,AC097528.1,0.0375767565400737,494,13,0.07450934499502182,0
Astrocyte,AC097528.1,0.0375767565400737,494,14,0.06340311467647552,0
Astrocyte,AC097528.1,0.0375767565400737,494,15,0.05387201905250549,0
Astrocyte,AC097528.1,0.0375767565400737,494,16,0.05786082148551941,0
Astrocyte,AC097528.1,0.0375767565400737,494,17,0.06272509694099426,0
Astrocyte,AC097528.1,0.0375767565400737,494,18,0.06828472763299942,0
Astrocyte,AC097528.1,0.0375767565400737,494,19,0.05002995952963829,0
Astrocyte,AC097528.1,0.0375767565400737,494,20,0.041610781103372574,0
L2/3 IT,AC106845.1,0.0947954185802177,499,1,0.022669047117233276,0
L2/3 IT,AC106845.1,0.0947954185802177,499,2,0.1057654395699501,1
L2/3 IT,AC106845.1,0.0947954185802177,499,3,0.09714273363351822,1
L2/3 IT,AC106845.1,0.0947954185802177,499,4,0.040096428245306015,0
L2/3 IT,AC106845.1,0.0947954185802177,499,5,0.1104869693517685,0
L2/3 IT,AC106845.1,0.0947954185802177,499,6,0.0582902692258358,0
L2/3 IT,AC106845.1,0.0947954185802177,499,7,0.03296317905187607,1
L2/3 IT,AC106845.1,0.0947954185802177,499,8,0.036126621067523956,0
L2/3 IT,AC106845.1,0.0947954185802177,499,9,0.055126674473285675,0
L2/3 IT,AC106845.1,0.0947954185802177,499,10,0.05669113248586655,0
L2/3 IT,AC106845.1,0.0947954185802177,499,11,0.026330748572945595,0
L2/3 IT,AC106845.1,0.0947954185802177,499,12,0.03594537451863289,0
L2/3 IT,AC106845.1,0.0947954185802177,499,13,0.030122388154268265,0
L2/3 IT,AC106845.1,0.0947954185802177,499,14,0.044763270765542984,0
L2/3 IT,AC106845.1,0.0947954185802177,499,15,0.03468289226293564,0
L2/3 IT,AC106845.1,0.0947954185802177,499,16,0.0398283414542675,0
L2/3 IT,AC106845.1,0.0947954185802177,499,17,0.03190729767084122,0
L2/3 IT,AC106845.1,0.0947954185802177,499,18,0.05696355924010277,0
L2/3 IT,AC106845.1,0.0947954185802177,499,19,0.0388302318751812,0
L2/3 IT,AC106845.1,0.0947954185802177,499,20,0.04526730626821518,0
L2/3 IT,ADAM28,0.0733029279710982,496,1,0.032408706843853,0
L2/3 IT,ADAM28,0.0733029279710982,496,2,0.12014701962471008,1
L2/3 IT,ADAM28,0.0733029279710982,496,3,0.0507006011903286,1
L2/3 IT,ADAM28,0.0733029279710982,496,4,0.04850606247782707,0
L2/3 IT,ADAM28,0.0733029279710982,496,5,0.07809488475322723,0
L2/3 IT,ADAM28,0.0733029279710982,496,6,0.03895504027605057,0
L2/3 IT,ADAM28,0.0733029279710982,496,7,0.03226923197507858,1
L2/3 IT,ADAM28,0.0733029279710982,496,8,0.040960509330034256,0
L2/3 IT,ADAM28,0.0733029279710982,496,9,0.043114300817251205,0
L2/3 IT,ADAM28,0.0733029279710982,496,10,0.05740853026509285,0
L2/3 IT,ADAM28,0.0733029279710982,496,11,0.055987823754549026,0
L2/3 IT,ADAM28,0.0733029279710982,496,12,0.06275004893541336,0
L2/3 IT,ADAM28,0.0733029279710982,496,13,0.03477178141474724,0
L2/3 IT,ADAM28,0.0733029279710982,496,14,0.0458756648004055,0
L2/3 IT,ADAM28,0.0733029279710982,496,15,0.042763400822877884,0
L2/3 IT,ADAM28,0.0733029279710982,496,16,0.05005442723631859,0
L2/3 IT,ADAM28,0.0733029279710982,496,17,0.035255882889032364,0
L2/3 IT,ADAM28,0.0733029279710982,496,18,0.038914382457733154,0
L2/3 IT,ADAM28,0.0733029279710982,496,19,0.04741578921675682,0
L2/3 IT,ADAM28,0.0733029279710982,496,20,0.04364588484168053,0
L2/3 IT,FAM189A2,0.0697852729991965,499,1,0.0244769174605608,0
L2/3 IT,FAM189A2,0.0697852729991965,499,2,0.0716158077120781,1
L2/3 IT,FAM189A2,0.0697852729991965,499,3,0.05990104377269745,1
L2/3 IT,FAM189A2,0.0697852729991965,499,4,0.047639135271310806,0
L2/3 IT,FAM189A2,0.0697852729991965,499,5,0.04958409443497658,0
L2/3 IT,FAM189A2,0.0697852729991965,499,6,0.05269896984100342,0
L2/3 IT,FAM189A2,0.0697852729991965,499,7,0.037755973637104034,1
L2/3 IT,FAM189A2,0.0697852729991965,499,8,0.040086328983306885,0
L2/3 IT,FAM189A2,0.0697852729991965,499,9,0.04141280800104141,0
L2/3 IT,FAM189A2,0.0697852729991965,499,10,0.0782177671790123,0
L2/3 IT,FAM189A2,0.0697852729991965,499,11,0.059312980622053146,0
L2/3 IT,FAM189A2,0.0697852729991965,499,12,0.04567451775074005,0
L2/3 IT,FAM189A2,0.0697852729991965,499,13,0.04620461165904999,0
L2/3 IT,FAM189A2,0.0697852729991965,499,14,0.0492575503885746,0
L2/3 IT,FAM189A2,0.0697852729991965,499,15,0.04462510719895363,0
L2/3 IT,FAM189A2,0.0697852729991965,499,16,0.05316326022148132,0
L2/3 IT,FAM189A2,0.0697852729991965,499,17,0.043394315987825394,0
L2/3 IT,FAM189A2,0.0697852729991965,499,18,0.045420899987220764,0
L2/3 IT,FAM189A2,0.0697852729991965,499,19,0.05609750375151634,0
L2/3 IT,FAM189A2,0.0697852729991965,499,20,0.05346037447452545,0
L2/3 IT,AL445207.1,0.0693970964108355,499,1,0.03176067769527435,0
L2/3 IT,AL445207.1,0.0693970964108355,499,2,0.13007593154907227,1
L2/3 IT,AL445207.1,0.0693970964108355,499,3,0.038838233798742294,1
L2/3 IT,AL445207.1,0.0693970964108355,499,4,0.030875539407134056,0
L2/3 IT,AL445207.1,0.0693970964108355,499,5,0.06311499327421188,0
L2/3 IT,AL445207.1,0.0693970964108355,499,6,0.04047428071498871,0
L2/3 IT,AL445207.1,0.0693970964108355,499,7,0.038490988314151764,1
L2/3 IT,AL445207.1,0.0693970964108355,499,8,0.06439603120088577,0
L2/3 IT,AL445207.1,0.0693970964108355,499,9,0.05149291828274727,0
L2/3 IT,AL445207.1,0.0693970964108355,499,10,0.051459360867738724,0
L2/3 IT,AL445207.1,0.0693970964108355,499,11,0.047174666076898575,0
L2/3 IT,AL445207.1,0.0693970964108355,499,12,0.08072475343942642,0
L2/3 IT,AL445207.1,0.0693970964108355,499,13,0.026431621983647346,0
L2/3 IT,AL445207.1,0.0693970964108355,499,14,0.03823665902018547,0
L2/3 IT,AL445207.1,0.0693970964108355,499,15,0.05334052816033363,0
L2/3 IT,AL445207.1,0.0693970964108355,499,16,0.04730633273720741,0
L2/3 IT,AL445207.1,0.0693970964108355,499,17,0.028863409534096718,0
L2/3 IT,AL445207.1,0.0693970964108355,499,18,0.05030343309044838,0
L2/3 IT,AL445207.1,0.0693970964108355,499,19,0.037409525364637375,0
L2/3 IT,AL445207.1,0.0693970964108355,499,20,0.049230121076107025,0
L2/3 IT,AL139379.1,0.0674742903217768,493,1,0.019582562148571014,0
L2/3 IT,AL139379.1,0.0674742903217768,493,2,0.06204625591635704,1
L2/3 IT,AL139379.1,0.0674742903217768,493,3,0.060070205479860306,1
L2/3 IT,AL139379.1,0.0674742903217768,493,4,0.02474942058324814,0
L2/3 IT,AL139379.1,0.0674742903217768,493,5,0.0800742357969284,0
L2/3 IT,AL139379.1,0.0674742903217768,493,6,0.023650920018553734,0
L2/3 IT,AL139379.1,0.0674742903217768,493,7,0.02365841716527939,1
L2/3 IT,AL139379.1,0.0674742903217768,493,8,0.11279483139514923,0
L2/3 IT,AL139379.1,0.0674742903217768,493,9,0.057561349123716354,0
L2/3 IT,AL139379.1,0.0674742903217768,493,10,0.08822207897901535,0
L2/3 IT,AL139379.1,0.0674742903217768,493,11,0.05165828764438629,0
L2/3 IT,AL139379.1,0.0674742903217768,493,12,0.043149229139089584,0
L2/3 IT,AL139379.1,0.0674742903217768,493,13,0.02961183525621891,0
L2/3 IT,AL139379.1,0.0674742903217768,493,14,0.04234660416841507,0
